,County,Cases,Rate_per_100k
1300,"Houston County, TX",Data suppressed,Data suppressed
1301,"Howard County, AR",Data suppressed,Data suppressed
1302,"Howard County, IA",0,0.0
1303,"Howard County, IN",Data suppressed,Data suppressed
1304,"Howard County, MD",29,10.8
1305,"Howard County, MO",Data suppressed,Data suppressed
1306,"Howard County, NE",0,0.0
1307,"Howard County, TX",8,26.0
1308,"Howell County, MO",Data suppressed,Data suppressed
1309,"Hubbard County, MN",0,0.0
1310,"Hudson County, NJ",164,28.7
1311,"Hudspeth County, TX",0,0.0
1312,"Huerfano County, CO",0,0.0
1313,"Hughes County, OK",Data suppressed,Data suppressed
1314,"Hughes County, SD",0,0.0
1315,"Humboldt County, CA",12,10.2
1316,"Humboldt County, IA",0,0.0
1317,"Humboldt County, NV",Data suppressed,Data suppressed
1318,"Humphreys County, MS",Data suppressed,Data suppressed
1319,"Humphreys County, TN",0,0.0
1320,"Hunt County, TX",6,7.5
1321,"Hunterdon County, NJ",5,4.6
1322,"Huntingdon County, PA",0,0.0
1323,"Huntington County, IN",Data suppressed,Data suppressed
1324,"Huron County, MI",0,0.0
1325,"Huron County, OH",0,0.0
1326,"Hutchinson County, SD",0,0.0
1327,"Hutchinson County, TX",Data suppressed,Data suppressed
1328,"Hyde County, NC",0,0.0
1329,"Hyde County, SD",0,0.0
1330,"Iberia Parish, LA",11,19.1
1331,"Iberville Parish, LA",7,25.1
1332,"Ida County, IA",0,0.0
1333,"Idaho County, ID",Data suppressed,Data suppressed
1334,"Imperial County, CA",31,21.6
1335,"Independence County, AR",Data suppressed,Data suppressed
1336,"Indian River County, FL",9,6.4
1337,"Indiana County, PA",Data suppressed,Data suppressed
1338,"Ingham County, MI",15,6.0
1339,"Inyo County, CA",Data suppressed,Data suppressed
1340,"Ionia County, MI",Data suppressed,Data suppressed
1341,"Iosco County, MI",0,0.0
1342,"Iowa County, IA",0,0.0
1343,"Iowa County, WI",0,0.0
1344,"Iredell County, NC",9,6.0
1345,"Irion County, TX",0,0.0
1346,"Iron County, MI",Data suppressed,Data suppressed
1347,"Iron County, MO",0,0.0
1348,"Iron County, UT",Data suppressed,Data suppressed
1349,"Iron County, WI",0,0.0
1350,"Iroquois County, IL",0,0.0
1351,"Irwin County, GA",6,74.7
1352,"Isabella County, MI",Data suppressed,Data suppressed
1353,"Isanti County, MN",0,0.0
1354,"Island County, WA",Data suppressed,Data suppressed
1355,"Isle Of Wight County, VA",Data suppressed,Data suppressed
1356,"Issaquena County, MS",Data suppressed,Data suppressed
1357,"Itasca County, MN",0,0.0
1358,"Itawamba County, MS",0,0.0
1359,"Izard County, AR",0,0.0
1360,"Jack County, TX",Data suppressed,Data suppressed
1361,"Jackson County, AL",Data suppressed,Data suppressed
1362,"Jackson County, AR",Data suppressed,Data suppressed
1363,"Jackson County, CO",0,0.0
1364,"Jackson County, FL",5,11.9
1365,"Jackson County, GA",10,17.3
1366,"Jackson County, IA",0,0.0
1367,"Jackson County, IL",Data suppressed,Data suppressed
1368,"Jackson County, IN",Data suppressed,Data suppressed
1369,"Jackson County, KS",0,0.0
1370,"Jackson County, KY",Data suppressed,Data suppressed
1371,"Jackson County, MI",9,6.7
1372,"Jackson County, MN",0,0.0
1373,"Jackson County, MO",107,18.4
1374,"Jackson County, MS",13,10.8
1375,"Jackson County, NC",0,0.0
1376,"Jackson County, OH",Data suppressed,Data suppressed
1377,"Jackson County, OK",0,0.0
1378,"Jackson County, OR",7,3.7
1379,"Jackson County, SD",Data suppressed,Data suppressed
1380,"Jackson County, TN",0,0.0
1381,"Jackson County, TX",Data suppressed,Data suppressed
1382,"Jackson County, WI",0,0.0
1383,"Jackson County, WV",Data suppressed,Data suppressed
1384,"Jackson Parish, LA",Data suppressed,Data suppressed
1385,"James City County, VA",Data suppressed,Data suppressed
1386,"Jasper County, GA",Data suppressed,Data suppressed
1387,"Jasper County, IA",Data suppressed,Data suppressed
1388,"Jasper County, IL",Data suppressed,Data suppressed
1389,"Jasper County, IN",Data suppressed,Data suppressed
1390,"Jasper County, MO",5,5.1
1391,"Jasper County, MS",Data suppressed,Data suppressed
1392,"Jasper County, SC",Data suppressed,Data suppressed
1393,"Jasper County, TX",Data suppressed,Data suppressed
1394,"Jay County, IN",0,0.0
1395,"Jeff Davis County, GA",0,0.0
1396,"Jeff Davis County, TX",0,0.0
1397,"Jefferson County, AL",110,20.0
1398,"Jefferson County, AR",6,10.5
1399,"Jefferson County, CO",21,4.2
1400,"Jefferson County, FL",Data suppressed,Data suppressed
1401,"Jefferson County, GA",Data suppressed,Data suppressed
1402,"Jefferson County, IA",Data suppressed,Data suppressed
1403,"Jefferson County, ID",0,0.0
1404,"Jefferson County, IL",Data suppressed,Data suppressed
1405,"Jefferson County, IN",5,18.1
1406,"Jefferson County, KS",0,0.0
1407,"Jefferson County, KY",144,22.3
1408,"Jefferson County, MO",Data suppressed,Data suppressed
1409,"Jefferson County, MS",0,0.0
1410,"Jefferson County, MT",Data suppressed,Data suppressed
1411,"Jefferson County, NE",0,0.0
1412,"Jefferson County, NY",5,5.5
1413,"Jefferson County, OH",Data suppressed,Data suppressed
1414,"Jefferson County, OK",0,0.0
1415,"Jefferson County, OR",Data suppressed,Data suppressed
1416,"Jefferson County, PA",0,0.0
1417,"Jefferson County, TN",Data suppressed,Data suppressed
1418,"Jefferson County, TX",51,24.3
1419,"Jefferson County, WA",Data suppressed,Data suppressed
1420,"Jefferson County, WI",Data suppressed,Data suppressed
1421,"Jefferson County, WV",Data suppressed,Data suppressed
1422,"Jefferson Davis County, MS",Data suppressed,Data suppressed
1423,"Jefferson Davis Parish, LA",Data suppressed,Data suppressed
1424,"Jefferson Parish, LA",96,26.4
1425,"Jenkins County, GA",Data suppressed,Data suppressed
1426,"Jennings County, IN",0,0.0
1427,"Jerauld County, SD",0,0.0
1428,"Jerome County, ID",0,0.0
1429,"Jersey County, IL",Data suppressed,Data suppressed
1430,"Jessamine County, KY",Data suppressed,Data suppressed
1431,"Jewell County, KS",0,0.0
1432,"Jim Hogg County, TX",0,0.0
1433,"Jim Wells County, TX",Data suppressed,Data suppressed
1434,"Jo Daviess County, IL",0,0.0
1435,"Johnson County, AR",0,0.0
1436,"Johnson County, GA",0,0.0
1437,"Johnson County, IA",10,7.7
1438,"Johnson County, IL",0,0.0
1439,"Johnson County, IN",Data suppressed,Data suppressed
1440,"Johnson County, KS",31,6.3
1441,"Johnson County, KY",Data suppressed,Data suppressed
1442,"Johnson County, MO",Data suppressed,Data suppressed
1443,"Johnson County, NE",0,0.0
1444,"Johnson County, TN",Data suppressed,Data suppressed
1445,"Johnson County, TX",16,11.4
1446,"Johnson County, WY",0,0.0
1447,"Johnston County, NC",15,9.0
1448,"Johnston County, OK",Data suppressed,Data suppressed
1449,"Jones County, GA",Data suppressed,Data suppressed
1450,"Jones County, IA",Data suppressed,Data suppressed
1451,"Jones County, MS",7,12.5
1452,"Jones County, NC",Data suppressed,Data suppressed
1453,"Jones County, SD",0,0.0
1454,"Jones County, TX",7,40.2
1455,"Josephine County, OR",Data suppressed,Data suppressed
1456,"Juab County, UT",0,0.0
1457,"Judith Basin County, MT",0,0.0
1458,"Juneau City and Borough, AK",Data suppressed,Data suppressed
1459,"Juneau County, WI",Data suppressed,Data suppressed
1460,"Juniata County, PA",0,0.0
1461,"Kalamazoo County, MI",15,6.7
1462,"Kalawao County, HI",Data suppressed,Data suppressed
1463,"Kalkaska County, MI",Data suppressed,Data suppressed
1464,"Kanabec County, MN",Data suppressed,Data suppressed
1465,"Kanawha County, WV",16,10.3
1466,"Kandiyohi County, MN",0,0.0
1467,"Kane County, IL",32,7.3
1468,"Kane County, UT",0,0.0
1469,"Kankakee County, IL",7,7.6
1470,"Karnes County, TX",Data suppressed,Data suppressed
1471,"Kauai County, HI",Data suppressed,Data suppressed
1472,"Kaufman County, TX",12,11.6
1473,"Kay County, OK",Data suppressed,Data suppressed
1474,"Kearney County, NE",0,0.0
1475,"Kearny County, KS",0,0.0
1476,"Keith County, NE",0,0.0
1477,"Kemper County, MS",Data suppressed,Data suppressed
1478,"Kenai Peninsula Borough, AK",Data suppressed,Data suppressed
1479,"Kendall County, IL",Data suppressed,Data suppressed
1480,"Kendall County, TX",Data suppressed,Data suppressed
1481,"Kenedy County, TX",0,0.0
1482,"Kennebec County, ME",Data suppressed,Data suppressed
1483,"Kenosha County, WI",8,5.6
1484,"Kent County, DE",18,12.1
1485,"Kent County, MD",Data suppressed,Data suppressed
1486,"Kent County, MI",39,7.2
1487,"Kent County, RI",7,4.9
1488,"Kent County, TX",0,0.0
1489,"Kenton County, KY",23,16.8
1490,"Keokuk County, IA",0,0.0
1491,"Kern County, CA",153,21.6
1492,"Kerr County, TX",Data suppressed,Data suppressed
1493,"Kershaw County, SC",Data suppressed,Data suppressed
1494,"Ketchikan Gateway Borough, AK",Data suppressed,Data suppressed
1495,"Kewaunee County, WI",0,0.0
1496,"Keweenaw County, MI",0,0.0
1497,"Keya Paha County, NE",0,0.0
1498,"Kidder County, ND",0,0.0
1499,"Kimball County, NE",0,0.0
1500,"Kimble County, TX",0,0.0
1501,"King And Queen County, VA",0,0.0
1502,"King County, TX",0,0.0
1503,"King County, WA",296,15.6
1504,"King George County, VA",0,0.0
1505,"King William County, VA",Data suppressed,Data suppressed
1506,"Kingfisher County, OK",0,0.0
1507,"Kingman County, KS",0,0.0
1508,"Kings County, CA",9,7.4
1509,"Kings County, NY",551,25.7
1510,"Kingsbury County, SD",0,0.0
1511,"Kinney County, TX",0,0.0
1512,"Kiowa County, CO",0,0.0
1513,"Kiowa County, KS",0,0.0
1514,"Kiowa County, OK",0,0.0
1515,"Kit Carson County, CO",Data suppressed,Data suppressed
1516,"Kitsap County, WA",10,4.4
1517,"Kittitas County, WA",Data suppressed,Data suppressed
1518,"Kittson County, MN",0,0.0
1519,"Klamath County, OR",0,0.0
1520,"Kleberg County, TX",Data suppressed,Data suppressed
1521,"Klickitat County, WA",0,0.0
1522,"Knott County, KY",Data suppressed,Data suppressed
1523,"Knox County, IL",0,0.0
1524,"Knox County, IN",Data suppressed,Data suppressed
1525,"Knox County, KY",Data suppressed,Data suppressed
1526,"Knox County, ME",Data suppressed,Data suppressed
1527,"Knox County, MO",0,0.0
1528,"Knox County, NE",0,0.0
1529,"Knox County, OH",Data suppressed,Data suppressed
1530,"Knox County, TN",51,12.9
1531,"Knox County, TX",0,0.0
1532,"Kodiak Island Borough, AK",Data suppressed,Data suppressed
1533,"Koochiching County, MN",0,0.0
1534,"Kootenai County, ID",Data suppressed,Data suppressed
1535,"Kosciusko County, IN",Data suppressed,Data suppressed
1536,"Kossuth County, IA",0,0.0
1537,"Kusilvak Census Area, AK",Data suppressed,Data suppressed
1538,"La Crosse County, WI",Data suppressed,Data suppressed
1539,"La Paz County, AZ",Data suppressed,Data suppressed
1540,"La Plata County, CO",Data suppressed,Data suppressed
1541,"La Salle County, TX",Data suppressed,Data suppressed
1542,"Labette County, KS",0,0.0
1543,"Lac Qui Parle County, MN",0,0.0
1544,"Lackawanna County, PA",12,6.7
1545,"Laclede County, MO",0,0.0
1546,"Lafayette County, AR",0,0.0
1547,"Lafayette County, FL",Data suppressed,Data suppressed
1548,"Lafayette County, MO",Data suppressed,Data suppressed
1549,"Lafayette County, MS",6,12.6
1550,"Lafayette County, WI",0,0.0
1551,"Lafayette Parish, LA",62,30.9
1552,"Lafourche Parish, LA",9,11.0
1553,"Lagrange County, IN",0,0.0
1554,"Lake County, CA",Data suppressed,Data suppressed
1555,"Lake County, CO",0,0.0
1556,"Lake County, FL",44,14.3
1557,"Lake County, IL",40,6.8
1558,"Lake County, IN",55,13.6
1559,"Lake County, MI",Data suppressed,Data suppressed
1560,"Lake County, MN",0,0.0
1561,"Lake County, MT",0,0.0
1562,"Lake County, OH",Data suppressed,Data suppressed
1563,"Lake County, OR",0,0.0
1564,"Lake County, SD",0,0.0
1565,"Lake County, TN",0,0.0
1566,"Lake Of The Woods County, MN",0,0.0
1567,"Lake and Peninsula Borough, AK",Data suppressed,Data suppressed
1568,"Lamar County, AL",0,0.0
1569,"Lamar County, GA",Data suppressed,Data suppressed
1570,"Lamar County, MS",5,9.7
1571,"Lamar County, TX",5,12.1
1572,"Lamb County, TX",0,0.0
1573,"Lamoille County, VT",0,0.0
1574,"Lamoure County, ND",0,0.0
1575,"Lampasas County, TX",Data suppressed,Data suppressed
1576,"Lancaster County, NE",18,6.8
1577,"Lancaster County, PA",16,3.5
1578,"Lancaster County, SC",Data suppressed,Data suppressed
1579,"Lancaster County, VA",Data suppressed,Data suppressed
1580,"Lander County, NV",0,0.0
1581,"Lane County, KS",0,0.0
1582,"Lane County, OR",13,3.9
1583,"Langlade County, WI",0,0.0
1584,"Lanier County, GA",Data suppressed,Data suppressed
1585,"Lapeer County, MI",Data suppressed,Data suppressed
1586,"Laporte County, IN",7,7.5
1587,"Laramie County, WY",Data suppressed,Data suppressed
1588,"Larimer County, CO",14,4.6
1589,"Larue County, KY",Data suppressed,Data suppressed
1590,"Las Animas County, CO",0,0.0
1591,"Lasalle County, IL",Data suppressed,Data suppressed
1592,"Lasalle Parish, LA",7,56.1
1593,"Lassen County, CA",0,0.0
1594,"Latah County, ID",Data suppressed,Data suppressed
1595,"Latimer County, OK",0,0.0
1596,"Lauderdale County, AL",Data suppressed,Data suppressed
1597,"Lauderdale County, MS",11,17.5
1598,"Lauderdale County, TN",Data suppressed,Data suppressed
1599,"Laurel County, KY",Data suppressed,Data suppressed
1600,"Laurens County, GA",7,18.0
1601,"Laurens County, SC",5,8.8
1602,"Lavaca County, TX",0,0.0
1603,"Lawrence County, AL",Data suppressed,Data suppressed
1604,"Lawrence County, AR",Data suppressed,Data suppressed
1605,"Lawrence County, IL",0,0.0
1606,"Lawrence County, IN",0,0.0
1607,"Lawrence County, KY",Data suppressed,Data suppressed
1608,"Lawrence County, MO",Data suppressed,Data suppressed
1609,"Lawrence County, MS",Data suppressed,Data suppressed
1610,"Lawrence County, OH",5,9.9
1611,"Lawrence County, PA",Data suppressed,Data suppressed
1612,"Lawrence County, SD",0,0.0
1613,"Lawrence County, TN",0,0.0
1614,"Le Flore County, OK",Data suppressed,Data suppressed
1615,"Le Sueur County, MN",Data suppressed,Data suppressed
1616,"Lea County, NM",Data suppressed,Data suppressed
1617,"Leake County, MS",5,26.5
1618,"Leavenworth County, KS",5,7.4
1619,"Lebanon County, PA",5,4.2
1620,"Lee County, AL",21,15.1
1621,"Lee County, AR",Data suppressed,Data suppressed
1622,"Lee County, FL",75,11.4
1623,"Lee County, GA",Data suppressed,Data suppressed
1624,"Lee County, IA",0,0.0
1625,"Lee County, IL",Data suppressed,Data suppressed
1626,"Lee County, KY",Data suppressed,Data suppressed
1627,"Lee County, MS",9,12.9
1628,"Lee County, NC",7,13.8
1629,"Lee County, SC",Data suppressed,Data suppressed
1630,"Lee County, TX",Data suppressed,Data suppressed
1631,"Lee County, VA",0,0.0
1632,"Leelanau County, MI",0,0.0
1633,"Leflore County, MS",8,34.6
1634,"Lehigh County, PA",35,11.3
1635,"Lemhi County, ID",0,0.0
1636,"Lenawee County, MI",8,9.5
1637,"Lenoir County, NC",9,19.1
1638,"Leon County, FL",79,31.2
1639,"Leon County, TX",0,0.0
1640,"Leslie County, KY",Data suppressed,Data suppressed
1641,"Letcher County, KY",Data suppressed,Data suppressed
1642,"Levy County, FL",Data suppressed,Data suppressed
1643,"Lewis And Clark County, MT",0,0.0
1644,"Lewis County, ID",0,0.0
1645,"Lewis County, KY",Data suppressed,Data suppressed
1646,"Lewis County, MO",0,0.0
1647,"Lewis County, NY",0,0.0
1648,"Lewis County, TN",0,0.0
1649,"Lewis County, WA",Data suppressed,Data suppressed
1650,"Lewis County, WV",Data suppressed,Data suppressed
1651,"Lexington City, VA",0,0.0
1652,"Lexington County, SC",34,13.8
1653,"Liberty County, FL",Data suppressed,Data suppressed
1654,"Liberty County, GA",17,35.5
1655,"Liberty County, MT",0,0.0
1656,"Liberty County, TX",12,17.2
1657,"Licking County, OH",10,6.8
1658,"Limestone County, AL",Data suppressed,Data suppressed
1659,"Limestone County, TX",Data suppressed,Data suppressed
1660,"Lincoln County, AR",Data suppressed,Data suppressed
1661,"Lincoln County, CO",0,0.0
1662,"Lincoln County, GA",Data suppressed,Data suppressed
1663,"Lincoln County, ID",0,0.0
1664,"Lincoln County, KS",0,0.0
1665,"Lincoln County, KY",Data suppressed,Data suppressed
1666,"Lincoln County, ME",Data suppressed,Data suppressed
1667,"Lincoln County, MN",Data suppressed,Data suppressed
1668,"Lincoln County, MO",0,0.0
1669,"Lincoln County, MS",Data suppressed,Data suppressed
1670,"Lincoln County, MT",0,0.0
1671,"Lincoln County, NC",8,11.2
1672,"Lincoln County, NE",0,0.0
1673,"Lincoln County, NM",Data suppressed,Data suppressed
1674,"Lincoln County, NV",0,0.0
1675,"Lincoln County, OK",Data suppressed,Data suppressed
1676,"Lincoln County, OR",Data suppressed,Data suppressed
1677,"Lincoln County, SD",Data suppressed,Data suppressed
1678,"Lincoln County, TN",Data suppressed,Data suppressed
1679,"Lincoln County, WA",0,0.0
1680,"Lincoln County, WI",0,0.0
1681,"Lincoln County, WV",Data suppressed,Data suppressed
1682,"Lincoln County, WY",0,0.0
1683,"Lincoln Parish, LA",10,24.8
1684,"Linn County, IA",18,9.6
1685,"Linn County, KS",0,0.0
1686,"Linn County, MO",Data suppressed,Data suppressed
1687,"Linn County, OR",Data suppressed,Data suppressed
1688,"Lipscomb County, TX",0,0.0
1689,"Litchfield County, CT",8,5.0
1690,"Little River County, AR",Data suppressed,Data suppressed
1691,"Live Oak County, TX",0,0.0
1692,"Livingston County, IL",Data suppressed,Data suppressed
1693,"Livingston County, KY",Data suppressed,Data suppressed
1694,"Livingston County, MI",Data suppressed,Data suppressed
1695,"Livingston County, MO",0,0.0
1696,"Livingston County, NY",Data suppressed,Data suppressed
1697,"Livingston Parish, LA",12,10.5
1698,"Llano County, TX",Data suppressed,Data suppressed
1699,"Logan County, AR",0,0.0
1700,"Logan County, CO",Data suppressed,Data suppressed
1701,"Logan County, IL",Data suppressed,Data suppressed
1702,"Logan County, KS",0,0.0
1703,"Logan County, KY",Data suppressed,Data suppressed
1704,"Logan County, ND",0,0.0
1705,"Logan County, NE",0,0.0
1706,"Logan County, OH",Data suppressed,Data suppressed
1707,"Logan County, OK",0,0.0
1708,"Logan County, WV",Data suppressed,Data suppressed
1709,"Long County, GA",Data suppressed,Data suppressed
1710,"Lonoke County, AR",5,8.3
1711,"Lorain County, OH",15,5.7
1712,"Los Alamos County, NM",0,0.0
1713,"Los Angeles County, CA","1,536",18.0
1714,"Loudon County, TN",Data suppressed,Data suppressed
1715,"Loudoun County, VA",13,4.0
1716,"Louisa County, IA",Data suppressed,Data suppressed
1717,"Louisa County, VA",0,0.0
1718,"Loup County, NE",0,0.0
1719,"Love County, OK",Data suppressed,Data suppressed
1720,"Loving County, TX",0,0.0
1721,"Lowndes County, AL",0,0.0
1722,"Lowndes County, GA",30,31.3
1723,"Lowndes County, MS",7,14.3
1724,"Lubbock County, TX",47,18.5
1725,"Lucas County, IA",0,0.0
1726,"Lucas County, OH",46,12.8
1727,"Luce County, MI",0,0.0
1728,"Lumpkin County, GA",0,0.0
1729,"Luna County, NM",0,0.0
1730,"Lunenburg County, VA",0,0.0
1731,"Luzerne County, PA",21,7.7
1732,"Lycoming County, PA",Data suppressed,Data suppressed
1733,"Lyman County, SD",0,0.0
1734,"Lynchburg City, VA",10,14.2
1735,"Lynn County, TX",0,0.0
1736,"Lyon County, IA",0,0.0
1737,"Lyon County, KS",Data suppressed,Data suppressed
1738,"Lyon County, KY",Data suppressed,Data suppressed
1739,"Lyon County, MN",0,0.0
1740,"Lyon County, NV",Data suppressed,Data suppressed
1741,"Mackinac County, MI",0,0.0
1742,"Macomb County, MI",77,10.3
1743,"Macon County, AL",Data suppressed,Data suppressed
1744,"Macon County, GA",Data suppressed,Data suppressed
1745,"Macon County, IL",16,18.2
1746,"Macon County, MO",0,0.0
1747,"Macon County, NC",0,0.0
1748,"Macon County, TN",0,0.0
1749,"Macoupin County, IL",Data suppressed,Data suppressed
1750,"Madera County, CA",10,7.9
1751,"Madison County, AL",32,10.3
1752,"Madison County, AR",0,0.0
1753,"Madison County, FL",6,37.4
1754,"Madison County, GA",Data suppressed,Data suppressed
1755,"Madison County, IA",0,0.0
1756,"Madison County, ID",Data suppressed,Data suppressed
1757,"Madison County, IL",17,7.6
1758,"Madison County, IN",7,6.4
1759,"Madison County, KY",8,10.2
1760,"Madison County, MO",Data suppressed,Data suppressed
1761,"Madison County, MS",13,14.9
1762,"Madison County, MT",0,0.0
1763,"Madison County, NC",Data suppressed,Data suppressed
1764,"Madison County, NE",Data suppressed,Data suppressed
1765,"Madison County, NY",Data suppressed,Data suppressed
1766,"Madison County, OH",Data suppressed,Data suppressed
1767,"Madison County, TN",16,19.6
1768,"Madison County, TX",Data suppressed,Data suppressed
1769,"Madison County, VA",0,0.0
1770,"Madison Parish, LA",Data suppressed,Data suppressed
1771,"Magoffin County, KY",Data suppressed,Data suppressed
1772,"Mahaska County, IA",Data suppressed,Data suppressed
1773,"Mahnomen County, MN",0,0.0
1774,"Mahoning County, OH",18,9.1
1775,"Major County, OK",0,0.0
1776,"Malheur County, OR",Data suppressed,Data suppressed
1777,"Manassas City, VA",Data suppressed,Data suppressed
1778,"Manassas Park City, VA",Data suppressed,Data suppressed
1779,"Manatee County, FL",39,11.3
1780,"Manistee County, MI",0,0.0
1781,"Manitowoc County, WI",0,0.0
1782,"Marathon County, WI",Data suppressed,Data suppressed
1783,"Marengo County, AL",Data suppressed,Data suppressed
1784,"Maricopa County, AZ",566,15.5
1785,"Maries County, MO",0,0.0
1786,"Marin County, CA",21,9.4
1787,"Marinette County, WI",0,0.0
1788,"Marion County, AL",Data suppressed,Data suppressed
1789,"Marion County, AR",0,0.0
1790,"Marion County, FL",43,13.8
1791,"Marion County, GA",Data suppressed,Data suppressed
1792,"Marion County, IA",0,0.0
1793,"Marion County, IL",Data suppressed,Data suppressed
1794,"Marion County, IN",205,26.2
1795,"Marion County, KS",0,0.0
1796,"Marion County, KY",Data suppressed,Data suppressed
1797,"Marion County, MO",Data suppressed,Data suppressed
1798,"Marion County, MS",Data suppressed,Data suppressed
1799,"Marion County, OH",Data suppressed,Data suppressed
1800,"Marion County, OR",22,7.7
1801,"Marion County, SC",6,23.1
1802,"Marion County, TN",Data suppressed,Data suppressed
1803,"Marion County, TX",Data suppressed,Data suppressed
1804,"Marion County, WV",Data suppressed,Data suppressed
1805,"Mariposa County, CA",Data suppressed,Data suppressed
1806,"Marlboro County, SC",Data suppressed,Data suppressed
1807,"Marquette County, MI",0,0.0
1808,"Marquette County, WI",0,0.0
1809,"Marshall County, AL",Data suppressed,Data suppressed
1810,"Marshall County, IA",Data suppressed,Data suppressed
1811,"Marshall County, IL",0,0.0
1812,"Marshall County, IN",Data suppressed,Data suppressed
1813,"Marshall County, KS",0,0.0
1814,"Marshall County, KY",Data suppressed,Data suppressed
1815,"Marshall County, MN",0,0.0
1816,"Marshall County, MS",5,16.6
1817,"Marshall County, OK",0,0.0
1818,"Marshall County, SD",Data suppressed,Data suppressed
1819,"Marshall County, TN",Data suppressed,Data suppressed
1820,"Marshall County, WV",Data suppressed,Data suppressed
1821,"Martin County, FL",15,10.5
1822,"Martin County, IN",0,0.0
1823,"Martin County, KY",Data suppressed,Data suppressed
1824,"Martin County, MN",0,0.0
1825,"Martin County, NC",Data suppressed,Data suppressed
1826,"Martin County, TX",0,0.0
1827,"Martinsville City, VA",Data suppressed,Data suppressed
1828,"Mason County, IL",0,0.0
1829,"Mason County, KY",Data suppressed,Data suppressed
1830,"Mason County, MI",0,0.0
1831,"Mason County, TX",Data suppressed,Data suppressed
1832,"Mason County, WA",5,8.9
1833,"Mason County, WV",0,0.0
1834,"Massac County, IL",0,0.0
1835,"Matagorda County, TX",Data suppressed,Data suppressed
1836,"Matanuska-Susitna Borough, AK",Data suppressed,Data suppressed
1837,"Mathews County, VA",0,0.0
1838,"Maui County, HI",5,3.6
1839,"Maury County, TN",7,8.9
1840,"Maverick County, TX",Data suppressed,Data suppressed
1841,"Mayes County, OK",Data suppressed,Data suppressed
1842,"Mcclain County, OK",Data suppressed,Data suppressed
1843,"Mccone County, MT",0,0.0
1844,"Mccook County, SD",0,0.0
1845,"Mccormick County, SC",0,0.0
1846,"Mccracken County, KY",Data suppressed,Data suppressed
1847,"Mccreary County, KY",Data suppressed,Data suppressed
1848,"Mcculloch County, TX",0,0.0
1849,"Mccurtain County, OK",0,0.0
1850,"Mcdonald County, MO",0,0.0
1851,"Mcdonough County, IL",Data suppressed,Data suppressed
1852,"Mcdowell County, NC",0,0.0
1853,"Mcdowell County, WV",Data suppressed,Data suppressed
1854,"Mcduffie County, GA",Data suppressed,Data suppressed
1855,"Mchenry County, IL",14,5.4
1856,"Mchenry County, ND",0,0.0
1857,"Mcintosh County, GA",Data suppressed,Data suppressed
1858,"Mcintosh County, ND",0,0.0
1859,"Mcintosh County, OK",Data suppressed,Data suppressed
1860,"Mckean County, PA",0,0.0
1861,"Mckenzie County, ND",Data suppressed,Data suppressed
1862,"Mckinley County, NM",11,19.2
1863,"Mclean County, IL",18,12.3
1864,"Mclean County, KY",Data suppressed,Data suppressed
1865,"Mclean County, ND",0,0.0
1866,"Mclennan County, TX",27,12.9
1867,"Mcleod County, MN",0,0.0
1868,"Mcminn County, TN",Data suppressed,Data suppressed
1869,"Mcmullen County, TX",0,0.0
1870,"Mcnairy County, TN",Data suppressed,Data suppressed
1871,"Mcpherson County, KS",Data suppressed,Data suppressed
1872,"Mcpherson County, NE",0,0.0
1873,"Mcpherson County, SD",0,0.0
1874,"Meade County, KS",0,0.0
1875,"Meade County, KY",Data suppressed,Data suppressed
1876,"Meade County, SD",Data suppressed,Data suppressed
1877,"Meagher County, MT",0,0.0
1878,"Mecklenburg County, NC",249,27.5
1879,"Mecklenburg County, VA",Data suppressed,Data suppressed
1880,"Mecosta County, MI",Data suppressed,Data suppressed
1881,"Medina County, OH",5,3.3
1882,"Medina County, TX",0,0.0
1883,"Meeker County, MN",Data suppressed,Data suppressed
1884,"Meigs County, OH",0,0.0
1885,"Meigs County, TN",0,0.0
1886,"Mellette County, SD",0,0.0
1887,"Menard County, IL",Data suppressed,Data suppressed
1888,"Menard County, TX",0,0.0
1889,"Mendocino County, CA",5,6.7
1890,"Menifee County, KY",Data suppressed,Data suppressed
1891,"Menominee County, MI",0,0.0
1892,"Menominee County, WI",0,0.0
1893,"Merced County, CA",30,13.8
1894,"Mercer County, IL",Data suppressed,Data suppressed
1895,"Mercer County, KY",Data suppressed,Data suppressed
1896,"Mercer County, MO",0,0.0
1897,"Mercer County, ND",0,0.0
1898,"Mercer County, NJ",43,13.7
1899,"Mercer County, OH",Data suppressed,Data suppressed
1900,"Mercer County, PA",5,5.2
1901,"Mercer County, WV",Data suppressed,Data suppressed
1902,"Meriwether County, GA",5,28.0
1903,"Merrick County, NE",0,0.0
1904,"Merrimack County, NH",Data suppressed,Data suppressed
1905,"Mesa County, CO",6,4.6
1906,"Metcalfe County, KY",Data suppressed,Data suppressed
1907,"Miami County, IN",Data suppressed,Data suppressed
1908,"Miami County, KS",0,0.0
1909,"Miami County, OH",Data suppressed,Data suppressed
1910,"Miami-Dade County, FL","1,215",51.5
1911,"Middlesex County, CT",Data suppressed,Data suppressed
1912,"Middlesex County, MA",145,10.4
1913,"Middlesex County, NJ",84,12.0
1914,"Middlesex County, VA",Data suppressed,Data suppressed
1915,"Midland County, MI",0,0.0
1916,"Midland County, TX",11,8.1
1917,"Mifflin County, PA",0,0.0
