,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate
2770,6059,12.7,78002.0,4.5,43.9,7.86
2771,6061,8.6,76203.0,5.1,66.5,4.26
2772,6065,16.2,57895.0,6.7,52.4,5.72
2773,6067,16.9,58735.0,6.0,53.8,2.6
2774,6071,18.9,53526.0,6.4,54.8,1.83
2775,6073,13.9,67053.0,5.2,42.7,7.52
2776,6075,12.4,90527.0,3.6,35.4,10.87
2777,6077,17.5,53341.0,8.9,59.2,6.34
2778,6079,14.4,61761.0,4.7,77.3,10.31
2779,6081,8.4,101133.0,3.4,33.2,3.27
2780,6083,15.6,63049.0,5.3,57.6,7.64
2781,6085,8.3,102191.0,4.1,26.1,3.08
2782,6087,15.4,64841.0,7.5,62.3,9.85
2783,6089,19.0,45943.0,7.8,132.5,9.47
2784,6095,12.0,67202.0,6.1,46.7,4.59
2785,6097,11.0,66463.0,4.5,58.0,7.37
2786,6099,19.5,51949.0,9.5,90.8,4.83
2787,6107,27.2,42637.0,11.6,68.8,2.61
2788,6109,14.5,53136.0,7.0,126.4,27.93
2789,6111,9.9,79285.0,5.6,56.7,6.23
2790,6113,17.5,58766.0,6.5,47.6,6.1
2791,8001,12.8,62991.0,4.3,56.6,10.79
2792,8005,9.2,67062.0,3.7,63.6,11.09
2793,8013,12.3,72392.0,3.2,51.3,5.64
2794,8031,15.7,57886.0,3.7,44.3,10.99
2795,8035,3.4,109926.0,3.1,54.9,4.03
2796,8041,11.0,60050.0,4.6,72.5,10.68
2797,8059,7.9,71209.0,3.5,76.3,10.08
2798,8069,12.2,64935.0,3.3,70.0,8.39
2799,8101,19.8,40540.0,5.6,116.5,15.28
2800,8123,11.3,69434.0,3.8,63.0,6.66
2801,9001,9.0,86297.0,5.4,48.2,11.81
2802,9003,11.1,69260.0,5.9,62.7,21.21
2803,9005,7.4,70847.0,5.2,66.9,28.32
2804,9007,6.7,82878.0,4.9,70.5,22.55
2805,9009,13.6,61758.0,6.2,70.6,19.9
2806,9011,11.1,65602.0,5.9,74.9,24.28
2807,9013,7.1,81616.0,5.0,52.3,14.53
2808,9015,10.9,61303.0,6.3,78.1,24.02
2809,10001,14.2,55678.0,5.4,84.4,14.41
2810,10003,12.1,66179.0,4.7,78.3,12.03
2811,10005,12.3,54309.0,4.9,100.1,13.91
2812,11001,17.7,73115.0,6.9,35.7,13.83
2813,12001,21.1,47023.0,4.6,69.3,3.85
2814,12005,16.5,47745.0,5.5,121.5,10.46
2815,12009,13.4,50352.0,6.0,93.0,8.98
2816,12011,14.0,53624.0,5.1,52.0,5.27
2817,12015,12.4,45495.0,6.0,77.8,6.93
2818,12019,11.6,59244.0,5.1,88.5,18.14
2819,12021,13.6,62385.0,5.3,58.5,12.31
2820,12031,16.0,49565.0,5.8,88.6,13.14
2821,12033,15.4,45735.0,5.6,116.4,15.11
2822,12035,11.7,50347.0,6.3,77.6,9.49
2823,12053,14.3,43103.0,7.0,109.3,7.85
2824,12057,15.8,51710.0,5.1,67.0,9.04
2825,12069,12.8,49711.0,5.5,82.4,3.68
2826,12071,15.9,50713.0,5.2,65.4,12.25
2827,12081,14.8,50728.0,5.1,77.3,34.4
2828,12083,18.7,40053.0,6.5,89.8,4.95
2829,12086,20.0,43687.0,5.8,32.0,5.01
2830,12091,11.3,55391.0,4.5,87.5,20.13
2831,12095,15.6,50593.0,5.0,46.0,12.11
2832,12097,18.5,45127.0,5.8,56.3,10.19
2833,12099,13.5,56638.0,5.1,59.9,9.77
2834,12101,14.6,46080.0,5.9,85.0,8.44
2835,12103,13.6,47591.0,5.0,83.6,6.74
2836,12105,17.3,44024.0,6.3,69.7,5.08
2837,12109,9.8,71896.0,4.0,64.3,6.18
2838,12111,16.4,45918.0,6.4,68.0,3.35
2839,12113,12.3,59289.0,4.8,99.1,11.97
2840,12115,9.7,55882.0,5.1,80.3,19.97
2841,12117,11.5,57357.0,4.9,53.5,11.13
2842,12127,16.3,42334.0,5.9,81.1,16.41
2843,13015,13.6,50900.0,5.9,104.6,13.63
2844,13045,20.4,45453.0,6.7,119.3,9.6
2845,13051,17.8,48885.0,5.8,87.8,5.92
2846,13057,9.4,74885.0,4.7,68.0,17.38
2847,13063,23.3,41731.0,7.6,47.8,6.57
2848,13067,11.4,70097.0,5.1,61.4,11.87
2849,13073,9.3,75232.0,5.0,84.7,10.41
2850,13077,10.9,67268.0,5.3,81.2,7.22
2851,13089,17.8,53994.0,6.0,45.9,7.08
2852,13097,14.1,58443.0,6.3,97.0,9.95
2853,13113,7.0,80588.0,5.2,88.1,9.94
2854,13117,6.3,97886.0,4.5,52.9,12.24
2855,13121,16.0,59911.0,6.0,49.1,9.6
2856,13135,12.6,61797.0,5.2,47.1,8.04
2857,13139,16.9,54578.0,4.9,97.0,5.68
2858,13151,9.9,65437.0,6.2,81.9,7.35
2859,13157,13.0,56102.0,4.8,109.3,23.67
2860,13223,8.8,62658.0,5.2,60.4,13.79
2861,13245,24.3,40821.0,7.4,92.9,13.38
2862,13297,12.7,57312.0,5.4,114.8,19.23
2863,13313,15.3,45921.0,6.4,97.0,10.56
2864,15003,9.2,76544.0,3.3,35.6,4.31
2865,15009,10.7,68684.0,3.7,58.4,6.68
2866,16001,11.7,58431.0,3.7,75.9,5.07
2867,16055,14.7,48864.0,5.1,101.3,6.65
2868,17011,12.6,51275.0,6.4,32.4,29.77
2869,17019,20.1,50813.0,5.2,70.4,11.01
2870,17031,16.2,56841.0,6.2,43.0,10.21
2871,17043,7.1,81616.0,4.8,48.5,8.14
2872,17089,10.8,70502.0,5.7,42.8,4.52
2873,17091,15.2,53227.0,6.8,81.4,11.72
2874,17097,9.0,82160.0,5.4,54.6,9.38
2875,17099,12.9,52316.0,6.9,88.4,17.96
2876,17111,8.1,80513.0,5.4,65.5,13.01
2877,17113,11.7,65766.0,4.8,61.1,9.82
2878,17115,18.2,48302.0,7.0,102.1,10.25
2879,17119,12.9,52969.0,6.0,110.8,25.17
2880,17143,15.6,53781.0,6.8,85.1,15.04
2881,17163,16.4,50416.0,6.6,78.9,9.85
2882,17167,15.3,57591.0,5.2,105.9,17.11
2883,17179,8.4,57747.0,6.2,94.3,14.09
2884,17197,8.0,76293.0,6.2,55.5,11.06
2885,17201,14.7,50024.0,7.0,96.8,21.95
2886,18003,14.6,50017.0,4.6,82.1,4.34
2887,18019,10.4,51614.0,4.5,115.9,9.53
2888,18029,8.9,64093.0,5.1,93.4,24.26
2889,18035,23.0,40633.0,5.7,103.3,14.55
2890,18053,18.0,39984.0,5.4,112.1,16.18
2891,18057,4.7,91844.0,3.4,52.8,4.84
2892,18089,16.6,50613.0,6.8,82.2,6.56
2893,18095,16.7,45065.0,5.7,116.5,14.65
2894,18097,20.6,41407.0,5.1,77.7,9.58
2895,18105,23.5,45341.0,4.9,76.0,6.91
2896,18109,11.4,58376.0,4.7,121.2,14.36
2897,18127,11.6,66070.0,5.4,96.2,13.12
2898,18141,16.7,46881.0,5.0,85.8,15.27
2899,18157,18.9,50170.0,4.2,78.2,5.92
2900,18163,17.2,43823.0,4.3,139.3,6.6
2901,18177,18.0,41849.0,5.3,114.4,31.34
2902,19113,11.0,58142.0,3.8,73.4,8.18
2903,19153,11.9,60436.0,3.7,89.0,8.77
2904,19163,12.4,58160.0,4.7,78.0,12.2
2905,20091,5.5,83007.0,3.4,70.0,4.65
2906,20173,15.2,50995.0,4.8,103.7,5.08
2907,20177,14.2,51316.0,4.2,112.5,8.95
2908,21015,8.2,68804.0,4.1,93.2,25.06
2909,21019,20.5,43406.0,6.9,99.2,37.25
2910,21029,9.6,54755.0,4.5,68.2,13.98
2911,21037,14.4,51694.0,4.1,90.9,40.19
2912,21059,14.9,48724.0,4.6,112.6,10.07
2913,21067,19.1,51963.0,3.8,70.2,30.53
2914,21071,29.5,30888.0,9.5,245.0,39.73
2915,21111,15.4,51230.0,4.8,88.5,13.1
2916,21113,18.3,49839.0,4.2,96.8,25.02
2917,21117,12.8,52631.0,4.4,78.1,44.24
2918,21121,32.0,28578.0,8.2,84.7,37.82
2919,21151,18.2,46342.0,4.3,89.4,29.6
2920,21195,25.0,34315.0,9.3,242.4,27.51
2921,21209,13.1,63775.0,3.9,85.5,22.89
2922,21211,11.5,60189.0,4.0,73.7,21.91
2923,21235,29.2,31903.0,6.8,265.2,30.45
2924,22017,22.2,41081.0,7.1,108.6,3.98
2925,22033,18.5,50389.0,5.4,96.1,4.25
2926,22051,16.3,49503.0,5.7,115.1,19.94
2927,22071,24.0,38640.0,6.5,67.8,5.39
2928,22103,12.5,63499.0,5.4,106.3,19.59
2929,22117,26.2,33453.0,7.6,119.3,23.72
2930,23001,15.0,48930.0,4.2,83.9,18.65
2931,23005,10.7,63191.0,3.4,63.1,23.11
2932,23011,13.1,50408.0,4.2,111.9,21.67
2933,23019,17.1,44647.0,4.7,81.7,16.37
2934,23031,8.3,61340.0,3.9,73.9,20.38
2935,24003,6.0,90825.0,4.4,74.1,4.96
2936,24005,9.1,68317.0,5.3,78.0,6.5
2937,24013,6.2,84506.0,4.2,76.8,7.76
2938,24015,10.0,68972.0,6.0,78.8,10.74
2939,24021,7.4,83746.0,4.5,71.9,4.08
2940,24025,7.8,77992.0,4.9,79.7,4.0
2941,24031,7.5,98314.0,3.9,37.6,1.92
2942,24033,9.5,76366.0,5.2,41.9,2.42
2943,24043,12.0,55270.0,5.6,116.6,6.69
2944,24510,22.7,43192.0,7.5,59.2,11.1
2945,25001,7.6,65735.0,6.1,69.7,27.99
2946,25003,14.3,50646.0,5.4,74.6,23.47
2947,25005,12.6,59839.0,6.1,81.5,27.84
2948,25009,11.5,68237.0,5.0,53.2,26.29
2949,25011,11.8,57325.0,4.4,57.2,24.08
2950,25013,17.1,51415.0,6.4,77.2,19.76
2951,25015,15.3,60853.0,4.5,64.0,9.92
2952,25017,7.6,90025.0,3.9,38.8,18.48
2953,25021,7.1,93187.0,4.2,48.1,20.11
2954,25023,9.7,74736.0,5.1,61.6,29.59
2955,25025,19.8,56530.0,4.4,36.5,22.36
2956,25027,12.1,65621.0,5.1,59.2,24.42
2957,26021,17.1,46588.0,5.2,107.8,10.99
2958,26025,16.1,43864.0,5.1,125.5,26.8
2959,26045,10.9,56760.0,4.4,100.6,18.38
2960,26049,20.5,44181.0,6.1,127.1,10.71
2961,26055,8.5,54874.0,4.7,127.6,10.91
2962,26065,21.0,47470.0,4.7,76.7,16.78
2963,26073,26.1,41957.0,4.8,82.9,14.14
2964,26077,16.0,52252.0,4.4,78.4,6.53
2965,26081,14.5,54550.0,3.8,78.9,12.57
2966,26091,14.3,49013.0,5.0,93.1,16.23
2967,26093,6.5,76934.0,4.6,62.3,10.68
2968,26099,11.7,54939.0,5.8,101.7,17.46
2969,26115,10.6,56161.0,4.6,100.7,23.4
2970,26117,17.9,41728.0,5.7,123.9,20.65
2971,26121,16.1,46709.0,5.8,135.8,17.36
2972,26125,9.3,70150.0,4.7,77.0,2.98
2973,26139,8.6,61429.0,3.6,61.5,8.93
2974,26147,12.8,51183.0,6.8,110.6,12.51
2975,26161,14.2,62401.0,3.7,50.6,15.05
2976,26163,24.8,41585.0,6.9,93.1,23.36
2977,27003,7.1,73276.0,3.6,57.3,6.68
2978,27037,7.1,77576.0,3.3,54.0,5.55
2979,27053,10.9,68902.0,3.3,43.2,8.01
2980,27123,15.1,57299.0,3.5,46.0,6.5
2981,27137,13.4,50141.0,4.9,75.1,11.97
2982,27145,13.5,55244.0,3.6,63.5,7.11
2983,27163,5.1,88329.0,3.1,57.5,3.97
2984,28033,10.0,60610.0,4.8,104.4,16.73
2985,28059,16.1,46339.0,7.0,114.5,7.07
2986,29047,7.8,65106.0,4.5,94.7,9.76
2987,29071,11.4,50438.0,5.1,107.6,17.57
2988,29077,17.7,43885.0,4.2,116.4,19.79
2989,29095,17.6,48364.0,5.9,83.8,9.31
2990,29099,10.5,58747.0,4.9,83.1,23.65
2991,29113,11.3,54584.0,5.2,77.1,18.28
2992,29183,6.3,74009.0,3.9,78.5,14.78
2993,29189,10.3,61569.0,4.6,72.1,14.05
2994,29510,25.5,37948.0,6.1,57.7,28.51
2995,31055,14.5,58405.0,3.3,66.7,4.73
2996,32003,15.4,51624.0,6.8,81.4,14.0
2997,32023,17.5,43819.0,8.7,141.9,30.6
2998,32031,13.8,56457.0,6.2,90.3,12.75
2999,32510,16.4,47015.0,7.2,139.1,38.52
3000,33001,8.8,63377.0,3.3,82.2,28.03
3001,33003,9.6,54351.0,3.5,85.1,33.84
3002,33007,16.1,40286.0,4.3,87.2,35.24
3003,33009,11.2,57827.0,2.7,79.5,14.55
3004,33011,8.0,73474.0,3.6,64.9,36.39
3005,33013,8.3,68148.0,3.1,86.1,18.92
3006,33015,5.2,87103.0,3.6,71.9,28.5
3007,33017,11.4,60931.0,3.1,91.5,30.75
3008,34001,14.1,53296.0,9.6,80.3,20.06
3009,34003,7.1,88512.0,4.7,44.3,8.1
3010,34005,7.7,74844.0,5.3,73.4,5.11
3011,34009,10.5,55632.0,11.1,95.3,25.34
3012,34011,17.2,50259.0,8.8,98.3,12.19
3013,34013,16.8,52206.0,6.9,42.4,10.91
3014,34017,17.7,60053.0,5.4,38.3,9.04
3015,34019,5.0,102797.0,4.3,45.0,9.56
3016,34021,11.2,72172.0,5.0,59.1,11.85
3017,34023,8.5,78249.0,5.2,44.4,9.28
3018,34025,7.5,86722.0,5.2,59.3,14.95
3019,34027,5.3,101754.0,4.4,45.2,7.41
3020,34029,10.9,63478.0,6.2,70.6,10.36
3021,34031,17.3,55723.0,7.1,50.6,9.59
3022,34035,5.5,99059.0,4.6,38.8,7.19
3023,34037,5.6,84431.0,5.5,61.0,11.14
3024,34039,10.6,70581.0,6.1,44.9,9.54
3025,34041,7.7,71672.0,5.4,75.4,16.84
3026,35001,19.0,47870.0,5.9,74.7,20.84
3027,35013,25.7,39421.0,7.3,49.2,13.07
3028,35015,12.3,60407.0,4.9,94.4,20.84
3029,35039,24.2,37319.0,8.0,90.2,60.81
3030,35043,11.2,62833.0,6.6,57.1,12.91
3031,35049,13.1,55247.0,5.3,89.8,26.23
3032,36005,30.3,35102.0,7.8,32.2,11.61
3033,36007,17.7,46067.0,6.0,70.7,13.74
3034,36009,18.0,40933.0,6.3,79.7,14.12
3035,36011,12.7,51925.0,5.3,50.8,17.88
3036,36013,17.2,43973.0,6.0,80.9,11.47
3037,36027,10.4,71348.0,4.5,58.0,18.6
3038,36029,15.6,52176.0,5.3,73.2,25.58
3039,36045,14.1,50179.0,6.6,56.0,9.35
3040,36047,22.3,51026.0,5.9,24.7,7.21
3041,36055,14.8,54204.0,5.1,52.3,10.41
3042,36059,6.1,101568.0,4.2,44.1,12.71
3043,36061,17.6,75136.0,4.9,42.0,6.69
3044,36063,15.5,48517.0,6.2,81.2,20.69
3045,36065,18.0,47390.0,5.3,64.2,15.05
3046,36067,14.6,57114.0,4.9,57.7,15.37
3047,36071,12.1,71162.0,4.7,61.8,16.95
3048,36075,17.4,49391.0,7.2,57.9,13.32
3049,36079,6.0,90497.0,4.3,41.8,14.14
3050,36081,13.9,60241.0,5.0,26.0,4.96
3051,36085,14.2,71058.0,5.8,48.9,13.7
3052,36087,14.0,84249.0,4.5,35.1,7.67
3053,36089,18.5,42811.0,7.3,61.8,10.81
3054,36103,7.8,87634.0,4.7,53.7,14.52
3055,36105,18.1,49161.0,5.4,71.0,24.04
3056,36109,20.1,55839.0,4.4,53.8,9.53
3057,36119,10.1,85688.0,4.5,37.0,8.81
3058,37001,18.9,41566.0,5.3,87.6,6.95
3059,37019,14.3,48831.0,7.3,116.8,20.36
3060,37021,15.2,45094.0,4.4,88.5,11.85
3061,37023,16.7,42711.0,5.6,154.9,34.89
3062,37025,10.8,57881.0,5.2,101.4,9.15
3063,37027,16.2,39636.0,6.2,140.7,27.06
3064,37031,13.8,50837.0,5.9,114.1,27.58
3065,37035,15.1,41745.0,5.5,133.5,11.61
3066,37045,19.8,40237.0,6.4,139.0,17.55
3067,37049,15.0,47805.0,6.1,128.6,22.23
3068,37051,18.8,42380.0,7.3,96.6,13.28
3069,37057,14.1,46400.0,5.6,78.1,10.93
3070,37063,17.1,53875.0,5.0,54.4,6.31
3071,37067,18.1,47346.0,5.5,83.9,13.55
3072,37071,17.3,45031.0,6.0,126.6,14.99
3073,37081,15.7,48283.0,5.9,84.0,9.08
3074,37083,27.9,31952.0,8.8,123.0,19.06
3075,37089,13.1,47280.0,4.7,89.7,13.31
3076,37097,14.2,55848.0,5.5,108.8,10.01
3077,37101,13.0,52681.0,5.2,73.6,11.31
3078,37119,14.3,57029.0,5.4,59.7,7.16
3079,37125,13.2,52139.0,5.8,134.3,11.66
3080,37127,18.1,43450.0,7.3,107.8,11.71
3081,37129,17.3,52456.0,5.4,114.4,20.42
3082,37133,15.3,46144.0,5.9,80.4,7.51
3083,37141,14.8,49390.0,6.1,46.3,24.3
3084,37147,25.9,41909.0,6.1,89.4,6.82
3085,37151,16.4,43216.0,5.7,76.1,19.61
3086,37153,28.7,33017.0,7.9,134.9,26.41
3087,37155,30.6,32128.0,8.5,140.1,8.94
3088,37157,18.4,40148.0,6.6,131.8,10.9
3089,37159,17.3,44862.0,6.1,90.3,21.56
3090,37161,19.2,36998.0,7.8,103.1,19.58
3091,37167,17.1,44878.0,5.3,128.3,18.12
3092,37169,15.3,42889.0,5.4,85.4,25.89
3093,37179,9.7,71690.0,4.8,73.2,8.98
3094,37183,11.1,70629.0,4.7,58.6,5.96
3095,37193,18.7,40647.0,5.7,97.4,33.58
3096,39001,21.3,36609.0,7.9,88.3,35.68
3097,39003,15.5,49297.0,4.9,99.0,15.32
3098,39007,18.6,44258.0,6.0,75.0,15.21
3099,39013,14.6,45675.0,6.4,103.1,14.46
3100,39015,14.9,47202.0,6.2,96.1,57.03
3101,39017,14.4,58954.0,4.6,85.1,48.36
3102,39023,15.1,47651.0,5.0,109.2,47.07
3103,39025,9.5,62214.0,4.5,88.0,47.53
3104,39027,13.6,47055.0,6.2,109.1,47.71
3105,39035,18.2,45506.0,5.2,67.0,19.43
3106,39037,9.6,51131.0,4.3,57.7,24.96
3107,39041,4.4,97679.0,3.5,58.3,6.22
3108,39043,12.7,48129.0,5.5,95.7,25.15
3109,39045,9.1,61450.0,4.4,80.3,7.93
3110,39047,16.3,45068.0,4.9,106.7,45.33
3111,39049,17.1,53939.0,4.1,80.2,18.53
3112,39055,6.7,76315.0,4.2,58.8,14.88
3113,39057,12.7,61250.0,4.4,83.5,22.5
3114,39061,16.6,51070.0,4.5,78.6,38.88
3115,39063,10.6,55265.0,3.7,67.1,14.56
3116,39081,17.8,43306.0,7.4,121.8,19.3
3117,39085,8.3,60782.0,4.5,80.5,21.37
3118,39087,21.0,39698.0,5.9,92.8,36.0
3119,39089,12.6,59119.0,4.4,72.2,11.73
3120,39093,13.5,52779.0,5.6,79.9,20.32
3121,39095,19.5,43136.0,5.3,106.1,22.37
3122,39099,16.8,42443.0,6.1,105.7,24.15
3123,39101,18.2,43529.0,5.1,109.2,32.13
3124,39103,7.0,70576.0,4.1,66.8,15.87
3125,39113,17.7,46696.0,5.0,103.5,39.27
3126,39131,21.4,39851.0,7.3,117.9,35.44
3127,39133,13.6,53609.0,4.9,65.2,17.25
3128,39135,12.7,51042.0,4.8,61.1,29.04
3129,39139,15.1,45273.0,5.6,79.5,23.83
3130,39141,17.8,45615.0,5.4,106.0,46.65
3131,39143,12.2,49994.0,4.8,74.5,18.43
3132,39145,23.0,37277.0,7.7,113.7,18.22
3133,39151,13.4,48976.0,5.3,103.5,16.53
3134,39153,14.4,51434.0,5.0,86.1,24.36
3135,39155,17.6,42831.0,6.5,101.8,41.23
3136,39165,5.2,81383.0,4.2,70.6,16.04
3137,39169,11.3,52717.0,3.9,64.7,17.23
3138,39173,11.7,57390.0,4.3,51.8,14.65
3139,40027,11.5,59417.0,3.5,85.7,10.93
3140,40097,18.5,46373.0,4.3,104.9,26.9
3141,40101,21.1,40340.0,5.1,128.1,27.26
3142,40109,16.2,49750.0,3.9,117.5,8.37
3143,40143,15.9,51366.0,4.1,135.8,11.89
3144,40145,10.2,57948.0,4.2,68.5,18.29
3145,41005,9.4,69523.0,5.1,83.1,5.73
3146,41019,19.5,41696.0,7.5,108.7,9.29
3147,41029,19.3,44855.0,6.8,114.4,8.94
3148,41039,19.0,47254.0,5.8,113.5,9.37
3149,41043,15.8,47757.0,6.7,115.2,8.3
3150,41047,16.8,51623.0,6.0,73.7,6.05
3151,41051,15.7,58764.0,4.9,57.8,9.87
3152,41067,10.5,70417.0,4.7,55.3,5.22
3153,42003,12.2,54412.0,5.0,79.0,28.77
3154,42005,12.6,44893.0,6.6,81.0,14.91
3155,42007,13.1,50131.0,6.0,80.3,13.62
3156,42011,12.6,56167.0,4.9,64.0,5.78
3157,42013,15.3,44880.0,5.2,111.3,8.76
3158,42017,6.3,80512.0,4.7,70.8,2.23
3159,42019,9.5,67892.0,4.7,74.5,22.48
3160,42021,14.9,43786.0,6.6,103.9,21.99
3161,42029,6.0,90555.0,3.8,55.0,3.1
3162,42039,15.3,45989.0,5.2,95.8,16.19
3163,42041,7.3,63926.0,4.0,75.3,8.52
3164,42043,13.6,54198.0,4.7,70.9,8.79
3165,42045,10.4,67184.0,4.9,77.4,6.74
3166,42049,17.1,47118.0,5.5,87.5,12.59
3167,42051,20.1,40293.0,7.5,134.2,28.44
3168,42055,9.4,56975.0,5.0,78.8,10.41
3169,42063,18.2,45448.0,6.3,77.0,21.85
3170,42069,15.3,48000.0,5.8,117.3,20.29
3171,42071,10.6,59231.0,4.1,60.6,5.96
3172,42073,17.5,43944.0,6.3,102.5,31.79
3173,42075,11.6,52829.0,4.5,63.4,9.48
3174,42077,12.1,56352.0,5.3,51.2,4.44
3175,42079,15.1,49589.0,6.4,92.1,4.4
3176,42089,12.7,57152.0,6.5,82.8,10.82
3177,42091,6.6,83258.0,4.2,63.4,11.23
3178,42095,8.8,62129.0,5.3,72.5,15.29
3179,42101,25.4,41210.0,7.1,75.8,1.85
3180,42107,13.0,45733.0,6.3,83.8,11.07
3181,42125,10.1,57622.0,5.6,79.8,25.93
3182,42127,13.3,49927.0,5.8,67.4,27.34
3183,42129,11.3,53422.0,5.4,79.2,3.63
3184,42133,10.4,58527.0,4.8,68.1,11.74
3185,44003,8.7,65332.0,5.5,78.5,23.66
3186,44007,17.2,50364.0,6.3,63.7,28.1
3187,44009,9.9,71951.0,5.6,66.5,15.02
3188,45003,18.1,48012.0,5.9,92.7,17.49
3189,45007,17.2,44745.0,5.4,97.4,16.95
3190,45015,13.0,55876.0,5.5,61.8,7.4
3191,45019,14.9,56244.0,4.9,84.8,11.3
3192,45035,13.6,55595.0,5.5,102.9,17.05
3193,45041,20.3,41197.0,6.6,140.9,10.8
3194,45045,13.8,52017.0,4.9,96.6,15.86
3195,45051,16.7,47083.0,7.1,121.9,11.97
3196,45063,13.2,55413.0,4.8,97.7,13.48
3197,45073,18.0,44819.0,5.8,126.1,17.17
3198,45077,18.1,44091.0,5.8,109.4,22.19
3199,45079,15.8,51065.0,5.7,70.8,8.35
3200,45083,15.0,45768.0,5.7,116.0,13.12
3201,45091,12.5,57302.0,5.5,79.5,11.15
3202,46099,12.2,55605.0,2.7,77.6,5.4
3203,47001,19.7,44488.0,5.8,167.9,25.08
3204,47009,13.1,49532.0,5.2,102.0,14.93
3205,47011,18.1,43772.0,5.2,141.3,9.61
3206,47013,26.2,33092.0,7.9,228.1,40.25
3207,47019,23.6,35053.0,6.4,113.2,17.7
3208,47021,10.6,56447.0,4.8,91.2,37.74
3209,47037,17.1,51999.0,4.4,92.2,18.12
3210,47043,16.4,47621.0,5.4,147.0,31.08
3211,47063,19.0,39566.0,6.2,180.4,17.35
3212,47065,15.2,48943.0,5.3,130.8,11.01
3213,47073,21.2,38708.0,6.4,94.4,23.02
3214,47093,15.6,52136.0,4.7,108.2,26.37
3215,47119,13.2,50868.0,5.1,146.1,11.4
3216,47125,13.4,49603.0,5.8,88.7,11.89
3217,47129,21.2,46067.0,7.5,100.9,46.52
3218,47141,19.7,40629.0,5.8,152.1,16.1
3219,47145,17.6,43939.0,6.5,160.4,24.64
3220,47147,12.3,53413.0,4.9,138.8,17.5
3221,47149,11.1,60022.0,4.5,101.5,14.4
3222,47155,14.6,41987.0,6.0,125.9,17.72
3223,47157,20.2,46998.0,6.4,76.5,13.75
3224,47163,16.4,42277.0,5.8,178.2,14.03
3225,47165,10.1,59816.0,4.6,96.0,10.23
3226,47167,14.4,54077.0,7.1,105.5,17.78
3227,47179,17.2,45261.0,5.6,116.0,13.46
3228,47187,5.0,104367.0,4.0,60.6,9.92
3229,47189,8.4,65372.0,4.6,99.0,20.17
3230,48027,15.9,48894.0,4.6,58.6,3.88
3231,48029,15.6,52230.0,3.8,57.8,5.85
3232,48085,6.6,86823.0,3.6,57.9,3.61
3233,48113,17.9,51824.0,4.3,52.5,5.87
3234,48121,8.0,75898.0,3.6,61.1,3.97
3235,48141,20.3,43101.0,5.2,37.4,3.59
3236,48157,7.0,95117.0,4.3,40.9,2.23
3237,48167,14.0,66173.0,5.0,78.9,7.45
3238,48201,16.6,56670.0,4.6,48.3,5.44
3239,48215,31.1,35441.0,7.9,29.5,1.42
3240,48291,15.8,53552.0,6.9,101.9,12.55
3241,48303,20.1,47139.0,3.4,83.7,4.34
3242,48309,19.9,46264.0,4.1,77.0,4.48
3243,48339,10.1,72428.0,4.2,66.5,6.14
3244,48347,24.5,39556.0,4.7,103.4,18.27
3245,48355,19.9,50188.0,4.9,83.4,9.73
3246,48423,16.0,49364.0,4.5,95.2,7.18
3247,48439,13.1,60735.0,4.2,68.8,4.19
3248,48453,13.2,65244.0,3.3,55.5,7.22
3249,48479,30.5,39237.0,4.7,29.0,5.56
3250,48491,6.6,78531.0,3.4,64.9,3.15
3251,49011,6.9,72268.0,3.4,68.7,9.23
3252,49035,10.8,65549.0,3.4,75.0,13.55
3253,49049,12.5,65425.0,3.3,61.2,10.26
3254,49053,13.2,54398.0,4.1,91.6,16.71
3255,49057,12.4,58786.0,4.1,86.9,18.88
3256,50007,10.4,67112.0,2.7,50.0,12.39
3257,50011,8.1,59280.0,3.6,83.7,20.49
3258,50027,9.1,53984.0,3.2,48.5,23.32
3259,51013,7.1,104354.0,2.8,26.1,6.98
3260,51041,6.9,75107.0,4.3,73.4,8.04
3261,51047,10.2,63728.0,4.3,71.5,22.25
3262,51059,6.2,112844.0,3.6,32.0,5.25
3263,51061,6.8,89610.0,3.9,76.5,17.45
3264,51069,7.7,69991.0,4.0,59.9,20.43
3265,51085,6.2,81900.0,3.9,96.0,12.59
3266,51087,9.3,65524.0,4.3,75.3,12.61
3267,51107,3.7,125900.0,3.6,38.3,3.99
3268,51153,6.7,99206.0,4.1,40.6,4.65
3269,51171,11.5,54281.0,4.3,74.7,23.15
3270,51177,7.7,76181.0,4.6,75.4,15.33
3271,51179,5.4,95666.0,4.5,53.5,10.56
3272,51187,10.8,58047.0,4.8,92.4,30.7
3273,51550,9.7,67296.0,4.5,68.4,14.87
3274,51650,15.2,50191.0,6.0,86.9,15.39
3275,51700,16.8,48127.0,5.4,69.1,10.42
3276,51710,21.5,45094.0,5.6,70.8,15.02
3277,51740,18.6,46308.0,6.2,114.5,16.63
3278,51760,24.4,40161.0,5.2,59.4,20.43
3279,51770,21.3,39587.0,4.9,108.3,21.02
3280,51810,8.2,67032.0,4.3,65.1,11.04
3281,53005,14.2,62698.0,6.7,107.8,11.03
3282,53011,10.6,64282.0,6.5,63.7,8.05
3283,53033,9.8,81816.0,4.3,51.2,9.16
3284,53035,9.9,65814.0,5.6,66.7,9.61
3285,53053,12.4,60168.0,6.5,69.0,10.07
3286,53057,14.9,56891.0,6.8,89.5,9.85
