,County FIPS Code,"Poverty Percent, All Ages",Median Household Income
862,19113,9.4,64878
863,19115,10.7,49585
864,19117,15.1,49956
865,19119,6.9,69048
866,19121,7,74794
867,19123,12.4,56492
868,19125,9.2,63491
869,19127,11.3,59552
870,19129,8.6,64271
871,19131,9.2,59558
872,19133,13.9,50530
873,19135,11.6,56541
874,19137,13.9,49966
875,19139,11.8,58465
876,19141,9.1,53147
877,19143,9.4,60627
878,19145,13.5,54313
879,19147,9.7,55322
880,19149,8.1,66360
881,19151,11.1,55865
882,19153,9.9,68479
883,19155,11.8,56337
884,19157,10.6,56170
885,19159,14.3,48754
886,19161,11.2,56698
887,19163,12.4,59865
888,19165,7.9,58862
889,19167,6.3,70162
890,19169,18.9,57464
891,19171,11.4,56954
892,19173,12.8,47781
893,19175,13.4,49887
894,19177,13.1,47905
895,19179,14.7,48226
896,19181,7.1,78192
897,19183,8.8,65849
898,19185,13,46725
899,19187,13.7,52093
900,19189,9.1,54433
901,19191,9.8,61807
902,19193,13.8,60059
903,19195,9.8,58587
904,19197,10.6,54802
905,20000,11.9,58150
906,20001,18.9,44423
907,20003,13.1,50646
908,20005,15.5,49332
909,20007,12.8,47634
910,20009,14.5,49991
911,20011,16,41807
912,20013,13.3,47529
913,20015,9.6,65953
914,20017,10.3,50981
915,20019,17.2,41129
916,20021,16.5,44475
917,20023,12.4,43274
918,20025,13.1,51235
919,20027,10.7,52681
920,20029,16,44467
921,20031,10.7,58371
922,20033,11.2,46818
923,20035,15.4,47864
924,20037,17.7,43852
925,20039,13.6,44774
926,20041,10.9,50605
927,20043,13.3,50949
928,20045,17,57120
929,20047,11.3,46962
930,20049,17.7,37360
931,20051,12,53840
932,20053,11.9,50261
933,20055,13.2,56206
934,20057,11.6,56052
935,20059,9.3,58033
936,20061,10.3,50856
937,20063,11.4,49626
938,20065,12.5,41906
939,20067,10.9,61614
940,20069,7.5,65771
941,20071,11.3,51606
942,20073,14.5,43083
943,20075,14.1,51559
944,20077,14.3,45570
945,20079,10.4,57934
946,20081,10.5,60808
947,20083,11.7,54058
948,20085,10.5,56330
949,20087,7.6,69246
950,20089,15,44271
951,20091,5.5,87087
952,20093,12.4,63248
953,20095,11.1,56005
954,20097,12.1,64399
955,20099,16,44571
956,20101,10.3,59240
957,20103,10.6,70807
958,20105,12.7,44439
959,20107,12.9,47153
960,20109,9.1,50267
961,20111,16.1,47982
962,20113,10.5,58017
963,20115,9.6,51712
964,20117,11.2,51066
965,20119,9.4,67220
966,20121,7.9,71770
967,20123,11.4,51514
968,20125,19.5,42479
969,20127,11.4,49287
970,20129,11.1,53785
971,20131,9.1,59567
972,20133,14.8,46176
973,20135,10.5,51757
974,20137,14.6,47252
975,20139,12.5,53864
976,20141,12.9,46101
977,20143,10.2,56451
978,20145,14.2,47039
979,20147,12.4,47405
980,20149,8,69975
981,20151,12,52567
982,20153,12.9,46638
983,20155,12.3,49341
984,20157,11,48566
985,20159,13.8,51686
986,20161,20.7,47057
987,20163,11.2,47365
988,20165,13.8,44121
989,20167,13.7,45879
990,20169,11,53961
991,20171,7.8,63790
992,20173,13.4,56381
993,20175,15.1,50671
994,20177,13.9,53612
995,20179,11.9,50553
996,20181,13.7,45966
997,20183,12.2,41899
998,20185,13.4,47835
999,20187,11.5,60136
1000,20189,10.7,58817
1001,20191,13.4,56946
1002,20193,9.9,55345
1003,20195,11.6,48520
1004,20197,8.1,59744
1005,20199,13.1,51350
1006,20201,12.4,48104
1007,20203,11.9,59800
1008,20205,15.4,45697
1009,20207,16.1,43894
1010,20209,18.4,47084
1011,21000,16.7,50189
1012,21001,23.8,37392
1013,21003,17.3,44624
1014,21005,10,60908
1015,21007,15.3,47658
1016,21009,19.2,42439
1017,21011,20.4,44183
1018,21013,31.3,29362
1019,21015,6.4,77696
1020,21017,16.5,48614
1021,21019,18.3,48020
1022,21021,14.8,47528
1023,21023,11.3,56432
1024,21025,32.5,31182
1025,21027,18.8,47284
1026,21029,9.5,61022
1027,21031,17.7,43048
1028,21033,18,43659
1029,21035,21.3,41873
1030,21037,13.1,60904
1031,21039,17.2,41249
1032,21041,15.6,47623
1033,21043,31.1,32906
1034,21045,26,34358
1035,21047,18.2,40299
1036,21049,16,50162
1037,21051,38.2,28146
1038,21053,25.7,31118
1039,21055,17.8,43624
1040,21057,23.3,33541
1041,21059,15.3,51441
1042,21061,17.4,43151
1043,21063,25.2,35446
1044,21065,25.3,35701
1045,21067,14.6,55358
1046,21069,18.6,42571
1047,21071,34.2,33218
1048,21073,12.9,53134
1049,21075,30.2,32355
1050,21077,15.1,49060
1051,21079,16.1,51203
1052,21081,13.9,53965
1053,21083,16.9,46785
1054,21085,21.4,40780
1055,21087,18,36782
1056,21089,16.6,49457
1057,21091,12,56769
1058,21093,13.4,52278
1059,21095,33.4,29521
1060,21097,15.5,51709
1061,21099,22.2,37038
1062,21101,16.3,51161
1063,21103,14.3,53405
1064,21105,17.7,44290
1065,21107,18.1,45512
1066,21109,26.5,35317
1067,21111,15.4,55860
1068,21113,12.6,59443
1069,21115,25,39381
1070,21117,10.4,64644
1071,21119,32.1,32228
1072,21121,31.9,30742
1073,21123,15.3,45458
1074,21125,20.6,41425
1075,21127,25.5,36667
1076,21129,34.4,29124
1077,21131,30.8,31921
1078,21133,31.1,32321
1079,21135,25.2,35751
1080,21137,20.6,42190
1081,21139,13.9,48182
1082,21141,18,46742
1083,21143,14.5,48395
1084,21145,14.7,48950
1085,21147,33.7,30029
1086,21149,13.9,48080
1087,21151,16.5,51897
1088,21153,28.4,30950
1089,21155,17.1,45661
1090,21157,12.1,52388
1091,21159,39.1,28925
1092,21161,18.2,41807
1093,21163,11.4,57613
1094,21165,26.4,34002
1095,21167,12.8,53921
1096,21169,23.3,35906
1097,21171,23,35596
1098,21173,15.3,46629
1099,21175,27.3,35848
1100,21177,17.4,43722
1101,21179,12.2,55602
1102,21181,15.5,41428
1103,21183,17.2,44751
1104,21185,5.6,102136
1105,21187,15.8,48998
1106,21189,39.2,26278
1107,21191,15.5,54583
1108,21193,28.9,33108
1109,21195,23.8,37124
1110,21197,22,37776
1111,21199,19.5,41541
1112,21201,19.1,45146
1113,21203,22.8,37732
1114,21205,22.7,41196
1115,21207,21.6,34648
1116,21209,8.3,73500
1117,21211,10,66056
1118,21213,12.5,51769
1119,21215,7.3,85899
1120,21217,19.2,45429
1121,21219,17.1,51027
1122,21221,13.1,49767
1123,21223,16.5,51674
1124,21225,16.3,47067
1125,21227,16.5,53478
1126,21229,13.8,50246
1127,21231,28.1,33701
1128,21233,18.4,47132
1129,21235,25.7,36863
1130,21237,31.4,30144
1131,21239,9.4,66164
1132,22000,18.7,48021
1133,22001,25.2,40484
1134,22003,19.6,44395
1135,22005,10.8,77758
1136,22007,20.7,48120
1137,22009,27.4,37731
1138,22011,15.4,57005
1139,22013,26.9,34047
1140,22015,14.4,56754
1141,22017,22.4,40467
1142,22019,14.9,50531
1143,22021,20.8,40842
1144,22023,13.9,57299
1145,22025,26,35812
1146,22027,32.7,33659
1147,22029,27.2,35840
1148,22031,18.3,44457
1149,22033,16.7,52945
1150,22035,45.7,27714
1151,22037,19.6,45174
1152,22039,27.3,34113
1153,22041,27.3,34446
1154,22043,20,43502
1155,22045,24.1,42909
1156,22047,23.8,47917
1157,22049,21.6,40828
1158,22051,15.6,50871
1159,22053,17.7,44492
1160,22055,15.3,57821
1161,22057,16.6,52651
1162,22059,19.5,45742
1163,22061,25.8,36525
1164,22063,11.3,63088
1165,22065,41.7,28452
1166,22067,27.4,34023
1167,22069,32.8,36298
1168,22071,23.8,38855
1169,22073,21.3,44371
1170,22075,15.5,58643
1171,22077,20.3,46603
1172,22079,19.4,48116
1173,22081,23.1,36865
1174,22083,26.2,35103
1175,22085,23.1,36423
1176,22087,20.1,43983
1177,22089,12.8,67585
1178,22091,19.6,38699
1179,22093,16.8,53903
1180,22095,18.2,50830
1181,22097,32.7,36624
1182,22099,19.3,46229
1183,22101,21,39764
1184,22103,11.8,67054
1185,22105,17.9,47128
1186,22107,31.6,28962
1187,22109,17.3,51665
1188,22111,18,43584
1189,22113,18.3,48263
1190,22115,17.5,47664
1191,22117,24.6,36850
1192,22119,26,35070
1193,22121,12.8,58205
1194,22123,23.3,39332
1195,22125,24.4,60296
1196,22127,22.8,40133
1197,23000,11.6,55579
1198,23001,12.3,49935
1199,23003,15.3,39450
1200,23005,8.2,71586
1201,23007,14.5,49561
1202,23009,11.6,52148
1203,23011,11.2,52154
1204,23013,11,56678
1205,23015,11.1,56211
1206,23017,16.7,44243
1207,23019,14.7,47840
1208,23021,17.5,40066
1209,23023,8.7,65969
1210,23025,16.1,43755
1211,23027,13.7,49482
1212,23029,18.3,39522
1213,23031,9,65984
1214,24000,9.1,83076
1215,24001,16.7,43535
1216,24003,7,97051
1217,24005,9.9,75836
1218,24009,5.4,106270
1219,24011,13.2,56627
1220,24013,6,95956
1221,24015,8.3,72739
1222,24017,6.6,92616
1223,24019,15.4,48682
1224,24021,6.2,95196
1225,24023,12.2,49147
1226,24025,7,87959
1227,24027,5.2,116719
1228,24029,12.9,55514
1229,24031,6.9,107758
1230,24033,8.3,82445
1231,24035,6.5,93751
1232,24037,8,89964
1233,24039,23.4,42098
1234,24041,9.2,64245
1235,24043,11.1,62556
1236,24045,14.6,54313
1237,24047,10.4,59266
1238,24510,18.9,50501
1239,25000,10,79817
1240,25001,8,69001
1241,25003,11.3,58375
1242,25005,10.8,66005
1243,25007,7.7,70224
1244,25009,10.7,76373
1245,25011,10.6,58992
1246,25013,16.7,52682
1247,25015,11.1,74456
1248,25017,7.3,100374
1249,25019,5.9,97525
1250,25021,6.5,100184
1251,25023,6.2,89678
1252,25025,17.5,68743
1253,25027,9,71767
1254,26000,14,56640
1255,26001,19.5,39862
1256,26003,12.6,47441
1257,26005,10.7,62247
1258,26007,15.3,42792
1259,26009,10.6,56456
1260,26011,15.9,42540
1261,26013,15.4,43435
1262,26015,8.5,64121
1263,26017,15.6,50576
1264,26019,10.3,51905
1265,26021,15.3,51509
1266,26023,14.5,50477
1267,26025,17.3,48413
1268,26027,11.2,55978
1269,26029,10.6,54491
1270,26031,13.4,48589
1271,26033,17.1,47380
1272,26035,20.6,39394
1273,26037,7.5,70967
1274,26039,13.6,46930
1275,26041,12.4,49292
1276,26043,10.8,52348
1277,26045,9.3,66716
1278,26047,8.3,58891
1279,26049,18.8,48370
1280,26051,15.6,44635
1281,26053,17.5,39934
1282,26055,9.5,64591
1283,26057,16.2,48988
1284,26059,13.5,50388
1285,26061,19,42282
1286,26063,12.6,45817
1287,26065,18.1,52837
1288,26067,9.9,61667
1289,26069,15.1,41256
1290,26071,14.2,40959
1291,26073,23.4,47056
1292,26075,13.7,52047
1293,26077,14.4,55881
1294,26079,14.1,46068
1295,26081,11.3,61675
1296,26083,12,51641
1297,26085,22.3,36044
1298,26087,10.1,65209
1299,26089,7,67349
1300,26091,10.4,55762
1301,26093,5,84048
1302,26095,20.7,43196
1303,26097,13.4,46645
1304,26099,11,62191
1305,26101,13.1,47401
1306,26103,14.1,54093
1307,26105,12.1,51083
1308,26107,18.4,45804
1309,26109,12.4,46486
1310,26111,11.3,58057
1311,26113,12.9,48413
1312,26115,10,62522
1313,26117,14.3,50396
1314,26119,18.2,40650
1315,26121,15.7,49960
1316,26123,15.6,48860
1317,26125,8.2,80319
1318,26127,15.5,50374
1319,26129,15.9,41201
1320,26131,14.1,40798
1321,26133,17.6,45607
1322,26135,17.1,38927
1323,26137,11.4,51292
1324,26139,6.8,70420
1325,26141,14.2,45502
1326,26143,17.1,38613
1327,26145,17,48805
1328,26147,13.8,56557
1329,26149,13.6,52689
1330,26151,15.9,46184
1331,26153,13.2,44887
1332,26155,10.8,54149
1333,26157,12.7,51113
1334,26159,15.3,57363
1335,26161,15,72267
1336,26163,21.7,46440
1337,26165,13.1,46396
1338,27000,9.6,70295
1339,27001,13.7,44016
1340,27003,5.6,82284
1341,27005,11.1,59440
1342,27007,18.4,47073
1343,27009,10.2,61341
1344,27011,11.3,51058
1345,27013,15.1,58132
1346,27015,8.4,60626
1347,27017,10.1,60412
1348,27019,3.8,104248
1349,27021,12.9,48651
1350,27023,8.8,53540
1351,27025,6.4,82814
1352,27027,11.8,65914
1353,27029,12.8,51475
1354,27031,9.6,54465
1355,27033,10.4,51788
1356,27035,12.6,53481
1357,27037,6.3,86403
1358,27039,6.1,75955
1359,27041,8.8,60979
1360,27043,11.7,52560
1361,27045,9.9,58761
1362,27047,9.9,52010
1363,27049,7.1,67039
1364,27051,9.9,54917
1365,27053,10.3,76067
1366,27055,8.5,59613
1367,27057,12,55687
1368,27059,7.6,73468
1369,27061,11.8,53143
1370,27063,8.8,57786
1371,27065,11.3,56950
1372,27067,11.5,60579
1373,27069,10,54438
1374,27071,14.9,46281
1375,27073,9.5,52445
1376,27075,8.6,61015
1377,27077,10.4,52058
1378,27079,7.8,67269
1379,27081,10.1,51305
1380,27083,12.1,57690
1381,27085,7.1,61959
1382,27087,20.9,43162
1383,27089,8.2,58105
1384,27091,13.7,50821
1385,27093,7.5,66557
1386,27095,12.4,53289
1387,27097,10.1,57471
1388,27099,11.6,53387
1389,27101,8.2,59938
1390,27103,8.7,66209
1391,27105,10.8,55766
1392,27107,10.9,48799
1393,27109,7.1,76001
1394,27111,10.3,53778
1395,27113,9.2,57494
1396,27115,12,50387
1397,27117,10.4,55378
1398,27119,12,60180
1399,27121,8.4,60975
1400,27123,14.6,62937
1401,27125,10.7,54412
1402,27127,9.4,56760
1403,27129,10.5,59787
1404,27131,9.6,67024
1405,27133,8.9,63503
1406,27135,8.5,60239
1407,27137,14.7,53833
1408,27139,5.2,101427
1409,27141,6.5,81850
1410,27143,7.1,66209
1411,27145,12.4,60843
1412,27147,9.6,65323
1413,27149,11.2,61929
1414,27151,10.2,51552
1415,27153,12.4,58113
1416,27155,13.1,49773
1417,27157,7.4,63633
1418,27159,14.4,46312
1419,27161,9.2,58335
1420,27163,4.2,95840
1421,27165,10.7,51962
1422,27167,9.4,61387
1423,27169,13,56076
1424,27171,4.9,87377
1425,27173,11.7,56528
1426,28000,19.8,44740
1427,28001,29.4,33392
1428,28003,18.2,40010
1429,28005,22.2,38092
1430,28007,23.7,36761
1431,28009,22.1,35184
1432,28011,29.4,33116
1433,28013,21.3,39176
1434,28015,17.9,42588
1435,28017,20.3,37429
1436,28019,20.4,38479
1437,28021,36.3,29631
1438,28023,21.6,41495
1439,28025,21.9,38121
1440,28027,35.9,29380
1441,28029,26.5,38664
1442,28031,26.5,36083
1443,28033,9,68126
1444,28035,24,39061
1445,28037,20.1,39508
1446,28039,16.1,47246
1447,28041,22.6,42022
1448,28043,22.3,39633
1449,28045,17.5,49843
1450,28047,20,45355
1451,28049,19.4,44776
1452,28051,33.2,26449
1453,28053,37,28542
1454,28055,40.5,26936
1455,28057,13.7,45720
1456,28059,17.9,51771
1457,28061,19,36987
1458,28063,35.5,28024
1459,28065,26,31739
1460,28067,19.9,42435
1461,28069,27.5,33437
1462,28071,18,49381
1463,28073,14,58377
1464,28075,25.5,40077
1465,28077,18.7,40510
1466,28079,25.4,37212
1467,28081,13.1,51088
1468,28083,35.1,29244
1469,28085,19.1,43478
1470,28087,23.1,44348
1471,28089,9.4,75740
1472,28091,27.2,36408
1473,28093,20.9,40285
1474,28095,16.4,44681
1475,28097,22.9,36311
1476,28099,26.9,36236
1477,28101,21.2,40792
1478,28103,29,32167
1479,28105,27.3,39130
1480,28107,21.8,39198
1481,28109,18.1,45268
1482,28111,22,39687
1483,28113,30.6,33983
1484,28115,16.5,44297
1485,28117,19.8,41281
1486,28119,37.6,27767
1487,28121,9.6,66296
1488,28123,25.5,38034
1489,28125,33.6,28887
1490,28127,19.8,38173
1491,28129,16.8,46764
1492,28131,20.1,44622
1493,28133,32.6,31329
1494,28135,33.4,32692
1495,28137,17.6,48082
1496,28139,16.9,39833
1497,28141,15.2,41455
1498,28143,26.5,33143
1499,28145,13.4,46600
1500,28147,23.4,33566
1501,28149,19.2,46049
1502,28151,32.6,33991
1503,28153,21.4,37401
1504,28155,18.1,43349
1505,28157,30.3,29900
1506,28159,21,39498
1507,28161,18.1,39551
1508,28163,37.1,33111
1509,29000,13.2,54412
1510,29001,23.9,40395
1511,29003,8.2,57459
1512,29005,11.8,49122
1513,29007,16.7,44340
1514,29009,18.8,42457
1515,29011,17.6,41583
1516,29013,14.2,45955
1517,29015,20.2,40025
1518,29017,15.6,44233
1519,29019,16.8,55136
1520,29021,15.6,52506
1521,29023,20.5,38067
1522,29025,14.4,47591
1523,29027,11.7,53970
1524,29029,12.6,48580
1525,29031,13.8,51962
1526,29033,12.3,47049
1527,29035,22.6,34134
1528,29037,8.1,71374
1529,29039,17.9,37288
1530,29041,13.4,48421
1531,29043,8.6,58057
1532,29045,14.9,46832
1533,29047,7,68943
1534,29049,9,58641
1535,29051,8.9,62817
1536,29053,14,52513
1537,29055,15.9,42774
1538,29057,16.8,41381
1539,29059,16.6,38765
1540,29061,14.9,51255
1541,29063,16,48920
1542,29065,20.3,39392
1543,29067,19.7,36762
1544,29069,26.1,37331
1545,29071,9.2,58738
1546,29073,11.8,52282
1547,29075,15.5,43731
1548,29077,15.5,44799
1549,29079,16.6,40315
1550,29081,15.5,40639
1551,29083,16.8,44978
1552,29085,17.8,35025
1553,29087,13.3,47191
1554,29089,13.1,45767
1555,29091,21.3,36762
1556,29093,19.9,37755
1557,29095,13,55864
1558,29097,16.6,46596
1559,29099,8.7,65150
1560,29101,14.1,52151
1561,29103,16.6,39309
1562,29105,15.4,44562
1563,29107,11,53389
1564,29109,15.5,45074
1565,29111,15.4,48179
1566,29113,10.6,62238
1567,29115,16.7,44992
1568,29117,15.6,48749
1569,29119,17.9,40204
1570,29121,13.9,45440
1571,29123,16.6,40191
1572,29125,13.9,46371
1573,29127,13.5,49393
1574,29129,12.2,46014
1575,29131,16.9,47225
1576,29133,26.8,34735
1577,29135,11.7,57047
1578,29137,13.6,46216
1579,29139,14.3,48951
1580,29141,16.3,45276
1581,29143,18.3,38093
1582,29145,16,49220
1583,29147,19.8,46698
1584,29149,23.8,32720
1585,29151,9.2,58855
1586,29153,22,34367
1587,29155,29.1,31831
1588,29157,10.9,53871
1589,29159,16.6,45254
1590,29161,18.1,43079
1591,29163,15.9,43591
1592,29165,5.8,82567
1593,29167,16.2,45336
1594,29169,15.2,52532
1595,29171,14.4,40866
1596,29173,9.1,57549
1597,29175,17.6,44975
1598,29177,9.9,58693
1599,29179,20.3,36592
1600,29181,23.5,32802
1601,29183,5.7,82048
1602,29185,18.2,37013
1603,29186,9.8,59043
1604,29187,19,45584
1605,29189,10.5,66992
1606,29195,14.8,43776
1607,29197,16.9,39463
1608,29199,14.1,42053
1609,29201,19.1,44261
1610,29203,22.6,32715
1611,29205,14.3,44564
1612,29207,14.8,40808
1613,29209,13.4,46026
1614,29211,15.3,41978
1615,29213,15.4,40887
1616,29215,24.6,34824
1617,29217,17.2,42552
1618,29219,10.5,62056
1619,29221,21.7,38591
1620,29223,23.3,33703
1621,29225,14.1,51141
1622,29227,14.1,43119
1623,29229,23.9,35293
1624,29510,22.8,43263
1625,30000,12.9,55248
1626,30001,13.8,47674
1627,30003,25.6,40425
1628,30005,20.8,39237
1629,30007,10.3,52840
1630,30009,11.7,53661
1631,30011,13.7,47985
1632,30013,13.4,50054
1633,30015,18.7,44645
1634,30017,12.5,50525
1635,30019,10.1,44659
1636,30021,11.4,56167
1637,30023,15.9,45641
1638,30025,9.2,62029
1639,30027,12.2,49147
1640,30029,11.2,54382
1641,30031,9,67569
1642,30033,16.3,44580
1643,30035,27,37719
1644,30037,18.9,38782
1645,30039,13.4,48410
1646,30041,13.5,50136
1647,30043,7.7,68381
1648,30045,13.3,50197
1649,30047,18.2,44833
1650,30049,10.5,63860
1651,30051,19,42742
1652,30053,20.3,40602
1653,30055,14.2,43650
1654,30057,9.2,53031
1655,30059,15.9,44572
1656,30061,14,43458
1657,30063,12.7,56207
1658,30065,15,43371
1659,30067,10.5,61044
1660,30069,16.2,41009
1661,30071,15.2,44730
1662,30073,17.8,42890
1663,30075,12.2,47378
1664,30077,18.1,48966
1665,30079,13.5,42754
1666,30081,15.5,50055
1667,30083,8.7,67242
1668,30085,25.4,40179
1669,30087,17,57674
1670,30089,16,39861
1671,30091,10.9,51690
1672,30093,16.7,47302
1673,30095,8.1,66226
1674,30097,10,52747
1675,30099,15.8,48368
1676,30101,15.1,46326
1677,30103,11.4,50774
1678,30105,13.7,48390
1679,30107,19,38449
1680,30109,12,49532
1681,30111,10.9,59975
1682,31000,11,59724
1683,31001,11.8,55167
1684,31003,12.6,55371
1685,31005,12.9,46862
1686,31007,12.5,53865
1687,31009,16.2,44467
1688,31011,9.2,51911
1689,31013,13.7,57952
1690,31015,13.9,42431
1691,31017,12.5,46191
1692,31019,10.7,59193
1693,31021,10.8,57548
1694,31023,9.1,57208
1695,31025,7.4,75177
1696,31027,8.7,64570
1697,31029,9.5,54866
1698,31031,12.2,49782
1699,31033,11.3,53132
1700,31035,11,56259
1701,31037,10.4,55787
1702,31039,8.9,59219
1703,31041,12,49995
1704,31043,12.4,55522
1705,31045,17.1,47487
1706,31047,12.1,56818
1707,31049,11.8,47097
1708,31051,9.7,54635
1709,31053,9.8,51682
1710,31055,11.6,64580
1711,31057,14,48574
1712,31059,8.9,56697
1713,31061,13.4,48778
1714,31063,14.2,43650
1715,31065,12.6,49685
1716,31067,11.2,49931
1717,31069,15.1,39192
1718,31071,13.1,46245
1719,31073,9.1,59722
1720,31075,10.6,56724
1721,31077,12.8,45221
1722,31079,13,53792
1723,31081,6.5,60608
1724,31083,11.1,49321
1725,31085,16.2,47047
1726,31087,15.3,43880
1727,31089,12.1,55965
1728,31091,8.3,46220
1729,31093,10.2,52292
1730,31095,11.8,47075
1731,31097,13.8,52401
1732,31099,9.2,64456
1733,31101,11.9,52086
1734,31103,18.3,48429
1735,31105,12.5,46986
1736,31107,13.4,47906
1737,31109,12.4,58618
1738,31111,10.1,56803
1739,31113,9.3,55531
1740,31115,17.1,47797
1741,31117,11.6,53207
1742,31119,11.7,55226
1743,31121,10.7,56493
1744,31123,14.5,49151
1745,31125,11.7,47279
1746,31127,12.7,52069
1747,31129,11,46954
1748,31131,9.4,60734
1749,31133,13.8,45487
1750,31135,10.3,57251
1751,31137,9.5,59003
1752,31139,9.8,57367
1753,31141,8.5,63656
1754,31143,8.5,59815
1755,31145,11,49034
1756,31147,13,47573
1757,31149,14.6,48260
1758,31151,12.4,54569
1759,31153,5.7,79358
1760,31155,7.8,67897
1761,31157,14.3,50247
1762,31159,7.2,71024
1763,31161,16.5,43819
1764,31163,14,47499
1765,31165,16.7,50861
1766,31167,7.5,66228
1767,31169,10.8,51299
1768,31171,15,48275
1769,31173,23.9,45405
1770,31175,12.4,48604
1771,31177,6.9,77838
1772,31179,13.9,55970
1773,31181,13.2,45058
1774,31183,14,53369
1775,31185,9.7,61478
1776,32000,13.1,58740
1777,32001,11.4,58429
1778,32003,14,57155
1779,32005,7.2,70495
1780,32007,8.3,79134
1781,32009,14.4,50179
1782,32011,9.5,70036
1783,32013,11.9,72873
1784,32015,11.1,79278
1785,32017,13.4,55504
1786,32019,10.5,59732
1787,32021,21.1,44438
1788,32023,15.2,47031
1789,32027,18.3,42522
1790,32029,7.6,68236
1791,32031,10.4,63636
1792,32033,13.3,58942
1793,32510,11.3,56382
1794,33000,7.6,75322
1795,33001,6.9,64777
1796,33003,9,59413
1797,33005,10.2,60251
1798,33007,13.1,44259
1799,33009,9,65163
1800,33011,7.4,78714
1801,33013,7,74351
1802,33015,5.3,93645
1803,33017,9.7,69919
1804,33019,11.2,60034
1805,34000,9.5,81777
1806,34001,12.8,60826
1807,34003,6.8,100181
1808,34005,6.2,84470
1809,34007,12.9,67135
1810,34009,10.3,62175
1811,34011,15.2,51790
1812,34013,14.9,62875
1813,34015,7.6,81315
1814,34017,14.3,73337
1815,34019,4.4,112335
1816,34021,10.9,79979
1817,34023,8.2,87666
1818,34025,6.7,99223
1819,34027,4.7,112396
1820,34029,9.7,68483
1821,34031,13.6,71959
1822,34033,11.2,64524
1823,34035,4.9,119731
1824,34037,5.2,92284
1825,34039,7.8,80737
1826,34041,6.7,77571
1827,35000,18.8,47405
1828,35001,16.5,51372
1829,35003,23.3,34777
1830,35005,18.9,43527
1831,35006,28.6,38097
1832,35007,19.8,41592
1833,35009,17.2,47202
1834,35011,20.4,35087
1835,35013,24.9,38409
1836,35015,15.7,58320
1837,35017,20.7,38341
1838,35019,24.3,29515
1839,35021,16.7,37544
1840,35023,25.7,39882
1841,35025,16.1,51656
1842,35027,16.4,45095
1843,35028,3.9,124947
1844,35029,27.2,30570
1845,35031,32.3,33976
1846,35033,23.5,34491
1847,35035,20.3,42701
1848,35037,24.1,33085
1849,35039,22,41511
1850,35041,22.6,41700
1851,35043,12.6,57036
1852,35045,23.1,46578
1853,35047,28.2,35292
1854,35049,12.2,60187
1855,35051,25.7,31741
1856,35053,29.6,33989
1857,35055,21.4,38405
1858,35057,25.2,39123
1859,35059,20.4,40426
1860,35061,17.3,46365
1861,36000,13.7,67648
1862,36001,11.3,64536
1863,36003,17,46262
1864,36005,27.3,38566
1865,36007,17.3,50928
1866,36009,17.1,48017
1867,36011,13,52945
1868,36013,18.3,45689
1869,36015,13.5,52565
1870,36017,15.1,50312
1871,36019,13.2,55517
1872,36021,11.7,64916
1873,36023,16.9,51751
1874,36025,15.9,47382
1875,36027,9.2,79604
1876,36029,13.7,56375
1877,36031,11.7,54376
1878,36033,16.7,48722
1879,36035,13,51388
1880,36037,9.9,58925
1881,36039,13,54514
1882,36041,9.1,59020
1883,36043,13.5,53168
1884,36045,12.3,52798
1885,36047,18.9,60862
1886,36049,12.2,52660
1887,36051,12.5,61027
1888,36053,10.8,59114
1889,36055,14.4,60240
1890,36057,15.8,43799
1891,36059,5.8,115301
1892,36061,15.6,84610
1893,36063,13,55013
1894,36065,14.8,54096
1895,36067,13.7,59786
1896,36069,8.5,62930
1897,36071,11.5,75048
1898,36073,12.6,52658
1899,36075,16.1,53745
1900,36077,12.5,54321
1901,36079,6,100887
1902,36081,11.6,68432
1903,36083,11.1,71084
1904,36085,11.7,79719
1905,36087,13.9,88960
1906,36089,15.1,49356
1907,36091,6.3,83210
1908,36093,11.3,63297
1909,36095,11.8,57757
1910,36097,13.5,50190
1911,36099,12.6,54184
1912,36101,12.8,54862
1913,36103,7.3,100075
1914,36105,16.2,51985
1915,36107,10.2,60309
1916,36109,16.8,57383
1917,36111,14.3,63073
1918,36113,10.8,56694
1919,36115,11.4,55913
1920,36117,9.6,61118
1921,36119,8.3,94521
1922,36121,9.9,57709
1923,36123,12.7,51089
1924,37000,14.1,53922
1925,37001,13.5,50480
1926,37003,13,49138
1927,37005,18.7,39735
1928,37007,20.5,38023
1929,37009,16.9,41864
1930,37011,16.8,41701
1931,37013,18.1,46411
1932,37015,23.5,35433
1933,37017,29.1,36976
1934,37019,10.5,60163
1935,37021,11.5,53960
1936,37023,14,44946
1937,37025,9,69297
1938,37027,15.9,43328
1939,37029,8.3,65955
1940,37031,9.8,55052
1941,37033,17.1,45517
1942,37035,13,53738
1943,37037,9.3,73703
1944,37039,18.8,41262
1945,37041,17.2,42618
1946,37043,14.6,42878
1947,37045,19.1,42728
1948,37047,25.3,36862
1949,37049,14.9,50748
1950,37051,17,46779
1951,37053,9.7,64426
1952,37055,8.3,64768
1953,37057,15,47758
1954,37059,10.8,60801
1955,37061,20.4,42725
1956,37063,13.5,59329
1957,37065,22.9,38818
1958,37067,16.4,50112
1959,37069,12.7,57710
1960,37071,14.2,52798
1961,37073,15.2,51746
1962,37075,18.9,39502
1963,37077,13,58956
