,County FIPS,Poverty Percent All Ages,Median Household Income
515,13237,18.9,42125
516,13239,29.5,29477
517,13241,20.6,38449
518,13243,36.3,25807
519,13245,26,36012
520,13247,17.3,48287
521,13249,20.1,39601
522,13251,26.2,34012
523,13253,26.4,37672
524,13255,27.4,35555
525,13257,20.9,36870
526,13259,39.4,27635
527,13261,33.9,34017
528,13263,23.8,33370
529,13265,32.3,28716
530,13267,28.2,34010
531,13269,25.4,32815
532,13271,33.7,29244
533,13273,29.8,34604
534,13275,24.5,36973
535,13277,28.6,36303
536,13279,24.5,34008
537,13281,18.1,39453
538,13283,27.1,32536
539,13285,19.5,41141
540,13287,31.7,32171
541,13289,28.1,36886
542,13291,15.1,40667
543,13293,25.9,34867
544,13295,20,39078
545,13297,15.6,52082
546,13299,28.8,34288
547,13301,28.9,31623
548,13303,30.2,36137
549,13305,25.5,41093
550,13307,22.8,33893
551,13309,38.9,30264
552,13311,16.9,42126
553,13313,20.7,43731
554,13315,30.7,32722
555,13317,26.7,32042
556,13319,23.2,34512
557,13321,22.6,40382
558,15000,11.5,69549
559,15001,18.1,51887
560,15003,9.8,73985
561,15005,.,.
562,15007,12.3,58883
563,15009,13.1,64916
564,16000,14.8,47572
565,16001,11.6,57908
566,16003,14.9,40777
567,16005,17.4,44324
568,16007,13.4,45504
569,16009,15.7,46277
570,16011,15,47292
571,16013,10.6,63490
572,16015,15.6,50874
573,16017,16.2,45193
574,16019,15.5,51440
575,16021,16.7,42720
576,16023,14.8,42907
577,16025,12.8,49569
578,16027,18,43489
579,16029,11.5,55770
580,16031,15.6,45078
581,16033,17.3,45979
582,16035,16.6,41304
583,16037,15.7,42704
584,16039,14.4,45049
585,16041,10.8,50545
586,16043,15.1,45578
587,16045,15.9,41688
588,16047,17.1,44669
589,16049,16.3,39551
590,16051,11.5,52428
591,16053,15.7,46513
592,16055,12.9,49061
593,16057,19.9,43482
594,16059,18.2,37869
595,16061,13.7,39918
596,16063,14.1,44046
597,16065,27.1,36065
598,16067,16.8,46332
599,16069,14.6,46214
600,16071,13.9,46503
601,16073,23.6,38478
602,16075,14.2,45533
603,16077,15.7,48048
604,16079,18.9,36577
605,16081,11.6,57644
606,16083,14.5,44236
607,16085,11.7,49380
608,16087,17.8,35955
609,17000,14.3,57458
610,17001,14.2,46061
611,17003,35.6,30699
612,17005,16.2,49886
613,17007,10.2,58792
614,17009,14.2,50225
615,17011,13.1,52138
616,17013,12.1,49689
617,17015,12.6,50750
618,17017,13.2,46289
619,17019,22.6,47966
620,17021,14.4,46870
621,17023,13.9,50645
622,17025,13.6,45709
623,17027,9.9,60556
624,17029,22.9,41319
625,17031,17.1,55058
626,17033,15.2,45889
627,17035,12.2,49567
628,17037,14.7,56536
629,17039,10.9,55193
630,17041,10,52526
631,17043,7.9,80037
632,17045,15.1,45485
633,17047,11.6,46894
634,17049,11.8,52578
635,17051,17.5,41268
636,17053,12.1,50877
637,17055,19.9,37758
638,17057,16.5,44435
639,17059,17.5,41045
640,17061,16.2,39738
641,17063,8.5,70092
642,17065,14,49790
643,17067,11.6,48767
644,17069,20.6,37331
645,17071,11.7,50999
646,17073,11.3,51025
647,17075,15.8,46895
648,17077,30.4,34395
649,17079,11,52919
650,17081,19.5,43073
651,17083,11.6,52493
652,17085,10.7,51282
653,17087,15.9,45773
654,17089,10.7,72131
655,17091,14.7,56326
656,17093,5.4,90640
657,17095,19.3,38992
658,17097,9.5,78001
659,17099,13.6,51205
660,17101,18.1,41759
661,17103,10.9,54472
662,17105,11.9,53918
663,17107,12.6,54353
664,17109,23.6,42684
665,17111,6.9,76856
666,17113,14.3,60460
667,17115,16.3,47575
668,17117,12.9,48544
669,17119,13.1,54375
670,17121,18.6,44289
671,17123,10.7,53732
672,17125,14.8,46878
673,17127,20.7,40590
674,17129,10.1,61388
675,17131,9.6,54916
676,17133,5.1,73684
677,17135,17,45288
678,17137,15.1,46406
679,17139,11.8,52790
680,17141,11.4,57126
681,17143,16.7,52448
682,17145,16.7,42032
683,17147,7.4,65971
684,17149,15.2,39005
685,17151,19.7,40722
686,17153,23,33943
687,17155,8.9,62024
688,17157,13.8,47862
689,17159,14.6,43396
690,17161,16.3,48024
691,17163,19.1,50155
692,17165,21,38329
693,17167,15.3,55371
694,17169,13.2,47092
695,17171,12,51584
696,17173,11.7,48994
697,17175,11.9,50219
698,17177,14.1,48569
699,17179,9.1,60490
700,17181,17.9,40957
701,17183,19,42036
702,17185,14.8,49385
703,17187,13.5,44180
704,17189,10.2,54683
705,17191,14.9,46839
706,17193,14.1,46927
707,17195,12.2,49895
708,17197,8.1,75176
709,17199,15.8,46322
710,17201,16.9,47708
711,17203,6.3,70127
712,18000,15.2,49384
713,18001,15.4,50172
714,18003,15.2,48651
715,18005,11.8,54101
716,18007,12.8,46196
717,18009,15,39563
718,18011,7.2,68352
719,18013,12.9,52582
720,18015,10.9,55318
721,18017,13.8,44430
722,18019,10.6,52050
723,18021,14.5,44385
724,18023,12.6,49945
725,18025,18,40657
726,18027,13.8,47670
727,18029,11.7,59280
728,18031,13.1,50258
729,18033,10.1,51911
730,18035,22.2,39449
731,18037,8,53211
732,18039,13.9,50192
733,18041,16.4,40122
734,18043,11.6,53186
735,18045,14.6,45168
736,18047,11.1,54086
737,18049,13,44762
738,18051,11.8,46466
739,18053,20,40234
740,18055,15.5,41077
741,18057,4.9,89861
742,18059,6.9,68334
743,18061,10,56787
744,18063,6.4,70358
745,18065,15.5,41955
746,18067,16.8,47433
747,18069,10.7,49832
748,18071,14.9,48368
749,18073,10.3,55190
750,18075,19.9,38663
751,18077,16.2,45964
752,18079,17.5,43783
753,18081,10.2,58833
754,18083,17.4,44077
755,18085,12,54068
756,18087,10.9,52003
757,18089,17.6,50774
758,18091,17.9,46243
759,18093,12.5,45232
760,18095,16.7,44730
761,18097,21.3,42700
762,18099,10.9,52508
763,18101,13.5,48381
764,18103,17.1,41065
765,18105,24,43841
766,18107,12.3,46945
767,18109,11.5,54849
768,18111,11.5,51285
769,18113,11.1,50997
770,18115,11.1,51403
771,18117,18,39572
772,18119,15.4,46001
773,18121,17.5,42056
774,18123,15.5,44623
775,18125,11.3,47217
776,18127,10,63030
777,18129,10.7,59975
778,18131,14.2,43770
779,18133,13.5,49467
780,18135,16.1,41577
781,18137,10.7,52491
782,18139,14.4,47418
783,18141,17.2,46388
784,18143,17.6,41649
785,18145,11.8,54831
786,18147,9.3,54468
787,18149,15.5,43740
788,18151,12.8,50078
789,18153,16.9,43933
790,18155,17.4,47606
791,18157,22.1,46276
792,18159,9.5,55008
793,18161,13.8,47410
794,18163,17.7,42622
795,18165,13.9,44388
796,18167,20.2,41260
797,18169,15.2,45151
798,18171,9.9,55925
799,18173,8.2,65793
800,18175,16.2,43573
801,18177,17.8,40929
802,18179,10.7,51182
803,18181,11.2,50731
804,18183,9.4,59266
805,19000,12.3,53816
806,19001,10.3,48216
807,19003,12.2,51929
808,19005,12.4,45229
809,19007,17.5,40422
810,19009,11.1,50014
811,19011,8.8,61931
812,19013,14.5,51331
813,19015,10.4,54186
814,19017,7.6,62438
815,19019,10.7,55781
816,19021,12.4,50719
817,19023,9.9,52273
818,19025,13.7,49456
819,19027,9.9,52367
820,19029,13.1,46159
821,19031,7.9,61423
822,19033,12,49569
823,19035,9.6,52894
824,19037,9.8,50788
825,19039,14.4,45413
826,19041,11.5,51514
827,19043,10.8,49018
828,19045,12.9,48528
829,19047,11.6,50370
830,19049,6.2,79173
831,19051,15.4,46750
832,19053,21.3,36742
833,19055,8.9,55958
834,19057,15.7,45292
835,19059,7.4,56551
836,19061,11.5,55320
837,19063,11.3,47342
838,19065,14.4,45522
839,19067,12.7,48292
840,19069,12.1,51045
841,19071,11.7,54154
842,19073,13.2,49125
843,19075,6.7,61215
844,19077,12.4,49507
845,19079,9.4,53691
846,19081,8.4,57682
847,19083,11.7,53277
848,19085,11,52824
849,19087,13.3,50347
850,19089,12.1,49837
851,19091,10.1,49696
852,19093,10.9,53905
853,19095,7.5,58234
854,19097,11.3,50299
855,19099,11.2,52750
856,19101,16.9,41094
857,19103,15.9,59946
858,19105,11.6,51558
859,19107,13.5,48316
860,19109,9.6,52967
861,19111,17.7,44719
862,19113,9.3,62700
863,19115,11.1,50924
864,19117,16,42582
865,19119,7.9,61750
866,19121,8.8,62230
867,19123,12.9,48584
868,19125,11.1,57046
869,19127,13,50244
870,19129,9.7,59399
871,19131,11.5,52616
872,19133,14.3,43178
873,19135,11.7,44705
874,19137,19.3,42046
875,19139,11.4,54441
876,19141,10.3,55968
877,19143,9.1,51423
878,19145,14.6,46927
879,19147,11.5,50600
880,19149,7.6,62745
881,19151,12.9,49625
882,19153,13.1,61028
883,19155,12.3,51947
884,19157,12.1,52791
885,19159,16.6,42854
886,19161,10.8,49513
887,19163,12.2,54959
888,19165,9.6,55637
889,19167,7.5,60205
890,19169,19.5,52128
891,19171,12.9,54957
892,19173,13.1,46501
893,19175,12.8,44905
894,19177,14.4,42555
895,19179,16.7,42414
896,19181,6.3,67342
897,19183,10.2,56243
898,19185,16.7,42006
899,19187,16.3,43490
900,19189,10.4,50703
901,19191,9.4,55984
902,19193,15.2,45641
903,19195,11,50286
904,19197,12,50108
905,20000,13.5,52392
906,20001,18.2,39196
907,20003,14.3,45368
908,20005,17.4,44199
909,20007,12.4,51676
910,20009,17.8,46942
911,20011,18.4,38430
912,20013,17.3,45781
913,20015,11.3,60123
914,20017,13.2,47025
915,20019,16.4,39120
916,20021,17.4,40686
917,20023,11.5,41797
918,20025,13,47650
919,20027,10.9,53131
920,20029,14,42697
921,20031,10.9,55705
922,20033,11.4,45353
923,20035,15,45180
924,20037,20.8,38491
925,20039,13.9,41434
926,20041,11.1,47493
927,20043,15,47599
928,20045,19.4,49246
929,20047,10.5,49256
930,20049,17.4,36471
931,20051,13,49508
932,20053,12.4,46961
933,20055,18.8,48609
934,20057,15,51144
935,20059,13.3,50745
936,20061,13.9,41193
937,20063,10.4,50886
938,20065,12,45341
939,20067,10.9,60279
940,20069,8.3,58543
941,20071,10.8,52795
942,20073,16.9,39732
943,20075,12.8,47709
944,20077,12.9,50525
945,20079,12.8,55074
946,20081,10.7,59596
947,20083,8.8,52394
948,20085,10.3,53796
949,20087,9.4,56927
950,20089,13.5,44101
951,20091,6.6,76104
952,20093,12.2,53484
953,20095,11.2,53378
954,20097,12.8,46318
955,20099,18.3,40822
956,20101,10.9,53739
957,20103,10.9,65549
958,20105,12.7,44896
959,20107,14.8,44520
960,20109,9.7,49852
961,20111,18,43038
962,20113,8.8,57878
963,20115,11.9,47723
964,20117,11.1,47901
965,20119,11.7,53903
966,20121,9.5,63924
967,20123,11.2,48645
968,20125,18,42221
969,20127,12.5,44774
970,20129,11.1,55378
971,20131,9.9,54149
972,20133,17.7,41527
973,20135,10,51923
974,20137,13.5,44846
975,20139,12.9,52749
976,20141,12.9,38848
977,20143,10.4,52744
978,20145,13.9,47351
979,20147,11.4,45856
980,20149,10,65373
981,20151,10.3,54701
982,20153,11.8,44932
983,20155,15.8,46533
984,20157,12.7,42381
985,20159,14.7,49152
986,20161,20.2,46468
987,20163,12,48383
988,20165,12.1,43083
989,20167,13.3,45443
990,20169,13,48460
991,20171,8.3,56032
992,20173,14.7,51175
993,20175,15.7,47381
994,20177,15,52795
995,20179,10.9,52300
996,20181,16.2,43100
997,20183,13.5,41303
998,20185,14.1,45945
999,20187,11.5,56591
1000,20189,9.7,59773
1001,20191,13.3,52476
1002,20193,11.3,50639
1003,20195,9.9,46859
1004,20197,9.6,59160
1005,20199,12,49109
1006,20201,10.8,43264
1007,20203,11.5,53447
1008,20205,16.7,39764
1009,20207,18.4,35502
1010,20209,24.4,37087
1011,21000,19,42914
1012,21001,26.3,31558
1013,21003,19,39801
1014,21005,11.3,54331
1015,21007,16.8,44732
1016,21009,19.5,37666
1017,21011,22.7,34126
1018,21013,33.5,24868
1019,21015,8,66939
1020,21017,19.2,42812
1021,21019,23.1,40224
1022,21021,17.5,41538
1023,21023,18.6,41910
1024,21025,33,28647
1025,21027,19.2,41547
1026,21029,12.3,54924
1027,21031,20.6,35219
1028,21033,18.2,42640
1029,21035,20.2,37705
1030,21037,13.2,52349
1031,21039,17,40701
1032,21041,20.4,43615
1033,21043,23.9,34991
1034,21045,30.6,29344
1035,21047,21.6,36736
1036,21049,16,49012
1037,21051,38.2,25215
1038,21053,25.7,28341
1039,21055,20.3,38338
1040,21057,27.8,29067
1041,21059,15,43390
1042,21061,19.9,38544
1043,21063,32.4,30556
1044,21065,29.8,30333
1045,21067,19.8,48552
1046,21069,19.3,35878
1047,21071,31.1,30127
1048,21073,12.9,49400
1049,21075,31.2,30671
1050,21077,16.7,45483
1051,21079,18,43647
1052,21081,16.9,46226
1053,21083,17.7,39247
1054,21085,21.7,35726
1055,21087,21.5,33640
1056,21089,16.4,42452
1057,21091,13.8,50358
1058,21093,14.3,50407
1059,21095,34.2,26351
1060,21097,18.5,41406
1061,21099,23,38038
1062,21101,18.1,43040
1063,21103,18.3,43799
1064,21105,18.4,41588
1065,21107,16.9,42477
1066,21109,26.8,29090
1067,21111,16.8,48264
1068,21113,14.7,51227
1069,21115,25.6,34271
1070,21117,15.5,54728
1071,21119,33.7,27709
1072,21121,34.9,26048
1073,21123,18,40312
1074,21125,24.7,34678
1075,21127,25.9,32835
1076,21129,35,25473
1077,21131,33,27777
1078,21133,30.1,28574
1079,21135,34.4,30217
1080,21137,27.6,35368
1081,21139,14.1,42892
1082,21141,16.9,41150
1083,21143,15.4,43067
1084,21145,17.5,41216
1085,21147,47,24265
1086,21149,16.9,42288
1087,21151,19.7,44358
1088,21153,30.2,29421
1089,21155,21.8,39089
1090,21157,13.1,45596
1091,21159,40.6,27484
1092,21161,18.6,40260
1093,21163,12.6,52377
1094,21165,27.1,30828
1095,21167,17.6,43945
1096,21169,25.2,30460
1097,21171,26.2,30172
1098,21173,20.8,41139
1099,21175,30.4,30872
1100,21177,21.6,38916
1101,21179,12.7,54540
1102,21181,19.4,37061
1103,21183,19.7,38261
1104,21185,5.5,92097
1105,21187,17.4,43626
1106,21189,45.1,23047
1107,21191,15.6,47023
1108,21193,27.5,31265
1109,21195,27.4,32666
1110,21197,26.7,32783
1111,21199,26,32767
1112,21201,23,37281
1113,21203,24.1,33789
1114,21205,23.4,37287
1115,21207,26.3,33623
1116,21209,10.9,61989
1117,21211,12.8,57447
1118,21213,15,45269
1119,21215,8.8,67437
1120,21217,26.7,34633
1121,21219,19.3,40002
1122,21221,15.8,44676
1123,21223,16.2,46708
1124,21225,18.9,44119
1125,21227,18.3,48925
1126,21229,19.7,39983
1127,21231,26.2,30619
1128,21233,17.3,43024
1129,21235,29.8,31086
1130,21237,36.2,25768
1131,21239,11.2,57067
1132,22000,19.9,44680
1133,22001,22,40269
1134,22003,22.5,36852
1135,22005,13.7,67299
1136,22007,17.8,46317
1137,22009,25.5,34022
1138,22011,18.9,43918
1139,22013,27.4,33134
1140,22015,14.3,51138
1141,22017,24.1,39812
1142,22019,18.4,45979
1143,22021,23.3,36350
1144,22023,12.2,59300
1145,22025,23.3,34116
1146,22027,28.2,35385
1147,22029,30.9,31835
1148,22031,23.5,40642
1149,22033,18.4,46831
1150,22035,43,25402
1151,22037,20.4,41651
1152,22039,24.1,32615
1153,22041,29,32318
1154,22043,22.8,40668
1155,22045,19.4,45226
1156,22047,19.9,47377
1157,22049,24.6,37130
1158,22051,15.8,47024
1159,22053,21.7,37968
1160,22055,15.1,51340
1161,22057,17.6,47382
1162,22059,18,44139
1163,22061,29.7,32889
1164,22063,12.3,58818
1165,22065,41.4,26732
1166,22067,29.4,30636
