,County FIPS,Poverty Percent All Ages,Median Household Income
529,13265,33.5,28952
530,13267,27.5,37163
531,13269,27.3,32041
532,13271,34.7,31149
533,13273,36.5,32342
534,13275,21.7,40449
535,13277,27.1,39988
536,13279,25.1,34953
537,13281,16.7,39782
538,13283,28.7,32086
539,13285,19.3,41289
540,13287,28.4,35117
541,13289,26.3,36086
542,13291,14.3,42782
543,13293,22.7,37864
544,13295,18.8,42249
545,13297,12.7,57312
546,13299,28.4,35270
547,13301,27.7,32350
548,13303,26.3,36499
549,13305,20.8,41466
550,13307,23.6,35770
551,13309,39.3,30926
552,13311,15.2,43598
553,13313,15.3,45921
554,13315,30.4,32480
555,13317,22.9,34031
556,13319,20.9,38103
557,13321,21.7,39560
558,15000,10.7,73097
559,15001,18.3,54914
560,15003,9.2,76544
561,15005,.,.
562,15007,11.2,70122
563,15009,10.7,68684
564,16000,14.7,48311
565,16001,11.7,58431
566,16003,15.8,39943
567,16005,22.3,43298
568,16007,13.7,48309
569,16009,18,41368
570,16011,14,49644
571,16013,8.9,65272
572,16015,14.4,52728
573,16017,15.8,44072
574,16019,13.2,54008
575,16021,15.8,41803
576,16023,15.9,43780
577,16025,10.7,46203
578,16027,15.9,44585
579,16029,10.8,57017
580,16031,16.7,47932
581,16033,15.3,40098
582,16035,15.3,42630
583,16037,14,45801
584,16039,15,44509
585,16041,9.7,53901
586,16043,15,49555
587,16045,15.8,44017
588,16047,13.9,48950
589,16049,16.3,41157
590,16051,10.5,53555
591,16053,15.8,47034
592,16055,14.7,48864
593,16057,19.6,46360
594,16059,17.6,40087
595,16061,16.3,41688
596,16063,14.5,46168
597,16065,28.1,38065
598,16067,17,45429
599,16069,13.5,50939
600,16071,12.2,47037
601,16073,19.9,39738
602,16075,15.7,44499
603,16077,14.1,44004
604,16079,21.1,37497
605,16081,9.8,58013
606,16083,14.6,45799
607,16085,10.7,51774
608,16087,17.1,38592
609,17000,13.6,59590
610,17001,13.4,47264
611,17003,28.6,32922
612,17005,14.8,50206
613,17007,10.3,62382
614,17009,16.7,53516
615,17011,12.6,51275
616,17013,11.6,51109
617,17015,10.7,50432
618,17017,12.2,46647
619,17019,20.1,50813
620,17021,12.7,49041
621,17023,13.8,50700
622,17025,14.5,43577
623,17027,8.5,64030
624,17029,21.8,42613
625,17031,16.2,56841
626,17033,13.4,49856
627,17035,12,51505
628,17037,16.2,56874
629,17039,11.6,54796
630,17041,10.2,53213
631,17043,7.1,81616
632,17045,13.9,50306
633,17047,11.3,48329
634,17049,9.8,53077
635,17051,18.5,41838
636,17053,11.3,53151
637,17055,18.7,43428
638,17057,14.9,44649
639,17059,17.9,40817
640,17061,16.6,43943
641,17063,7.7,71928
642,17065,13,45926
643,17067,12.7,48213
644,17069,20.6,39128
645,17071,11.5,47354
646,17073,10.7,58983
647,17075,13.3,49836
648,17077,23.5,36613
649,17079,12,52608
650,17081,16.7,46460
651,17083,11.4,53864
652,17085,9.4,51201
653,17087,14.3,46838
654,17089,10.8,70502
655,17091,15.2,53227
656,17093,4.8,88773
657,17095,17.2,43796
658,17097,9,82160
659,17099,12.9,52316
660,17101,17.7,43268
661,17103,12.7,52581
662,17105,12.8,55474
663,17107,13.7,58191
664,17109,22.8,42453
665,17111,8.1,80513
666,17113,11.7,65766
667,17115,18.2,48302
668,17117,13.7,50460
669,17119,12.9,52969
670,17121,18,43018
671,17123,10.6,53610
672,17125,13.9,43743
673,17127,16.8,41548
674,17129,10.3,64706
675,17131,10.1,57934
676,17133,5,79686
677,17135,16.6,46006
678,17137,14.8,45259
679,17139,8.6,58975
680,17141,10.4,57268
681,17143,15.6,53781
682,17145,16.8,46598
683,17147,6.5,65122
684,17149,15,45106
685,17151,18.1,41150
686,17153,24.7,35135
687,17155,8.8,60590
688,17157,14.3,50129
689,17159,14.9,43332
690,17161,13.2,50419
691,17163,16.4,50416
692,17165,23.2,40873
693,17167,15.3,57591
694,17169,12.9,50720
695,17171,11.3,50474
696,17173,11.6,49633
697,17175,12.7,50083
698,17177,13,46430
699,17179,8.4,57747
700,17181,15.3,44221
701,17183,18.4,44705
702,17185,12.2,51224
703,17187,14.3,46189
704,17189,8.8,57019
705,17191,12.8,47995
706,17193,14.9,46588
707,17195,12.8,45463
708,17197,8,76293
709,17199,16.2,47678
710,17201,14.7,50024
711,17203,7,68233
712,18000,14.4,50510
713,18001,12.8,49251
714,18003,14.6,50017
715,18005,11.9,55580
716,18007,11.1,50754
717,18009,14.5,39611
718,18011,6,75163
719,18013,11.4,53801
720,18015,9.4,52550
721,18017,13.1,45575
722,18019,10.4,51614
723,18021,12.9,48947
724,18023,11.9,50342
725,18025,18.7,41331
726,18027,14.6,47019
727,18029,8.9,64093
728,18031,13,51625
729,18033,10.5,52382
730,18035,23,40633
731,18037,7.6,57336
732,18039,14,50117
733,18041,16.2,42538
734,18043,11.3,57367
735,18045,12.1,51108
736,18047,9.9,53263
737,18049,11.7,51660
738,18051,11,53483
739,18053,18,39984
740,18055,14.7,47952
741,18057,4.7,91844
742,18059,6,70277
743,18061,11.2,53719
744,18063,5.5,73478
745,18065,14.7,47954
746,18067,16.9,47390
747,18069,10.9,49103
748,18071,12.1,45504
749,18073,9.3,60195
750,18075,15.2,42646
751,18077,13.4,47841
752,18079,13.1,46047
753,18081,8,68256
754,18083,19.1,42818
755,18085,10,54147
756,18087,8.6,56662
757,18089,16.6,50613
758,18091,15.7,47401
759,18093,13.9,46890
760,18095,16.7,45065
761,18097,20.6,41407
762,18099,10.6,49714
763,18101,13.8,47717
764,18103,14.8,46968
765,18105,23.5,45341
766,18107,12.3,49425
767,18109,11.4,58376
768,18111,12.2,48316
769,18113,9.8,51876
770,18115,10.2,53177
771,18117,15.7,40918
772,18119,15.8,43731
773,18121,17.2,43637
774,18123,13.2,47192
775,18125,11.1,47324
776,18127,11.6,66070
777,18129,9.7,58298
778,18131,14.2,47455
779,18133,13.6,53910
780,18135,18,41315
781,18137,10.6,51553
782,18139,13.9,48970
783,18141,16.7,46881
784,18143,15.6,43104
785,18145,11.9,54639
786,18147,9.4,56451
787,18149,14.8,48106
788,18151,10.1,53191
789,18153,16.4,44939
790,18155,15.9,46344
791,18157,18.9,50170
792,18159,8.7,56292
793,18161,12.4,45050
794,18163,17.2,43823
795,18165,12.9,44376
796,18167,20.4,39635
797,18169,12,48223
798,18171,10.2,57768
799,18173,7.5,66461
800,18175,14.4,43498
801,18177,18,41849
802,18179,9.5,55987
803,18181,10.9,50370
804,18183,7.9,56142
805,19000,12.1,54843
806,19001,11.9,51531
807,19003,12.5,48162
808,19005,10.8,47756
809,19007,16.5,41018
810,19009,10.3,50948
811,19011,8.3,65127
812,19013,14.2,50335
813,19015,8.8,58010
814,19017,7.8,65295
815,19019,10.3,55848
816,19021,13.7,51991
817,19023,9.2,54947
818,19025,12.5,49206
819,19027,8.7,58575
820,19029,13.9,45915
821,19031,7.3,60120
822,19033,12.3,50208
823,19035,10.3,52879
824,19037,8.5,57559
825,19039,11.8,49424
826,19041,11.6,52584
827,19043,11.2,48598
828,19045,13.4,52945
829,19047,15.1,51834
830,19049,5.3,81381
831,19051,12.7,49851
832,19053,21.7,39424
833,19055,10.2,59260
834,19057,14.7,50125
835,19059,8.6,56869
836,19061,12,57862
837,19063,13.8,46092
838,19065,12.9,47615
839,19067,14.5,49111
840,19069,11.9,52975
841,19071,12.1,55421
842,19073,11.1,51002
843,19075,6.3,62423
844,19077,10.4,54719
845,19079,11,54042
846,19081,9.2,56746
847,19083,9.6,50947
848,19085,9.9,57244
849,19087,12,50241
850,19089,11,50602
851,19091,10.8,52702
852,19093,10.6,53804
853,19095,6.9,63185
854,19097,12.9,49956
855,19099,9.3,53765
856,19101,15.3,43495
857,19103,18.3,57706
858,19105,11.1,55789
859,19107,12.1,50054
860,19109,11.6,52433
861,19111,15.9,45428
862,19113,11,58142
863,19115,10.8,53197
864,19117,14.7,46933
865,19119,7.4,64057
866,19121,8.2,65294
867,19123,14.4,50335
868,19125,9.2,57411
869,19127,11.3,53980
870,19129,10.3,62507
871,19131,9.3,61352
872,19133,13.2,43991
873,19135,12.1,48181
874,19137,13.4,43210
875,19139,11.5,53401
876,19141,9.2,53907
877,19143,9.6,54415
878,19145,15.7,46870
879,19147,11.6,48992
880,19149,8.3,61929
881,19151,13.1,47872
882,19153,11.9,60436
883,19155,13.5,52927
884,19157,10.9,52861
885,19159,14.1,45870
886,19161,10.9,52506
887,19163,12.4,58160
888,19165,9.2,54614
889,19167,7.6,62875
890,19169,18.6,51706
891,19171,11.2,59226
892,19173,14.7,46466
893,19175,14.3,45010
894,19177,15.8,43653
895,19179,16,44738
896,19181,7.8,67728
897,19183,10.9,55283
898,19185,16.4,44381
899,19187,14.6,44922
900,19189,10.8,48408
901,19191,9.5,59096
902,19193,14,50774
903,19195,10.9,50761
904,19197,12.6,49882
905,20000,12.9,53802
906,20001,18.9,41604
907,20003,14,47267
908,20005,16.6,46110
909,20007,11.1,54176
910,20009,14.4,50558
911,20011,18.2,39609
912,20013,14.9,46884
913,20015,10.6,61473
914,20017,12.7,48911
915,20019,16.8,42324
916,20021,18,39842
917,20023,12.3,44111
918,20025,12,50392
919,20027,11.1,51351
920,20029,12.8,42730
921,20031,9.9,57160
922,20033,11.4,43809
923,20035,15.3,47851
924,20037,19.1,38139
925,20039,12.3,43919
926,20041,12.2,47570
927,20043,13.2,47000
928,20045,19.4,52447
929,20047,10.6,46380
930,20049,17.6,39147
931,20051,12,49192
932,20053,10.6,49986
933,20055,14.6,53245
934,20057,13.2,47915
935,20059,11.7,51484
936,20061,11.9,45590
937,20063,9.9,46580
938,20065,12.2,45018
939,20067,10.2,59218
940,20069,8.3,64284
941,20071,11.4,44667
942,20073,15.8,41168
943,20075,13.1,50056
944,20077,13.7,46869
945,20079,9.4,55470
946,20081,11.2,59356
947,20083,9.6,54513
948,20085,11.3,51662
949,20087,9.1,59080
950,20089,13.5,43201
951,20091,5.5,83007
952,20093,11.5,59134
953,20095,11.5,52907
954,20097,12.6,46381
955,20099,18.2,42323
956,20101,9.6,57388
957,20103,10.7,61465
958,20105,12.5,42277
959,20107,14,46065
960,20109,9.4,48399
961,20111,17.5,39562
962,20113,7.6,61356
963,20115,10.9,51196
964,20117,10.7,49270
965,20119,9.5,56325
966,20121,8.8,62375
967,20123,10.5,48310
968,20125,19.9,43289
969,20127,10.8,49720
970,20129,10.3,53443
971,20131,8.8,54486
972,20133,18.9,40744
973,20135,9.4,53456
974,20137,12.7,45096
975,20139,12.7,48364
976,20141,13.1,43518
977,20143,10,50302
978,20145,14.5,47359
979,20147,11.1,46984
980,20149,8.1,60601
981,20151,10.8,52634
982,20153,11.7,47448
983,20155,13.1,47178
984,20157,11.2,44593
985,20159,13.8,52400
986,20161,23.4,46690
987,20163,11.7,45309
988,20165,11.5,43895
989,20167,13.2,42625
990,20169,14.3,47052
991,20171,7.7,56267
992,20173,15.2,50995
993,20175,15,45807
994,20177,14.2,51316
995,20179,10.9,51221
996,20181,16.5,42491
997,20183,12.2,43872
998,20185,12.8,47129
999,20187,10.9,55341
1000,20189,11.3,59735
1001,20191,11.7,51451
1002,20193,10.9,50574
1003,20195,10.4,48576
1004,20197,8.3,57339
1005,20199,12.4,48426
1006,20201,10.7,46153
1007,20203,10.9,52917
1008,20205,15.6,41461
1009,20207,19.5,37394
1010,20209,21.9,41746
1011,21000,18.3,45178
1012,21001,27.2,32007
1013,21003,19.8,42287
1014,21005,10.7,55523
1015,21007,15.1,44352
1016,21009,19.3,40017
1017,21011,24.9,35143
1018,21013,44.7,23968
1019,21015,8.2,68804
1020,21017,14.8,46370
1021,21019,20.5,43406
1022,21021,17.2,40459
1023,21023,15.7,44846
1024,21025,32.9,28196
1025,21027,19,42347
1026,21029,9.6,54755
1027,21031,21.6,39545
1028,21033,18.8,39355
1029,21035,21.1,40585
1030,21037,14.4,51694
1031,21039,14.8,43144
1032,21041,17.6,46499
1033,21043,19.7,37204
1034,21045,25.1,33576
1035,21047,20.3,39840
1036,21049,15.4,54812
1037,21051,46.8,24001
1038,21053,26.4,29178
1039,21055,19.2,40202
1040,21057,24.8,30989
1041,21059,14.9,48724
1042,21061,20,38673
1043,21063,34.4,30299
1044,21065,28.2,32541
1045,21067,19.1,51963
1046,21069,20,47030
1047,21071,29.5,30888
1048,21073,13.7,50471
1049,21075,30.4,30798
1050,21077,15,47679
1051,21079,17,45018
1052,21081,16.4,45307
1053,21083,16.3,39515
1054,21085,22.9,37057
1055,21087,20.5,36226
1056,21089,16.8,45690
1057,21091,13.8,52929
1058,21093,15,49637
1059,21095,35.5,27425
1060,21097,16.2,47040
1061,21099,22,34764
1062,21101,17,45718
1063,21103,17.7,47802
1064,21105,17.6,40890
1065,21107,18.4,44750
1066,21109,31.2,30565
1067,21111,15.4,51230
1068,21113,18.3,49839
1069,21115,25.9,36051
1070,21117,12.8,52631
1071,21119,33.8,30138
1072,21121,32,28578
1073,21123,18.1,40202
1074,21125,23,37737
1075,21127,25,36276
1076,21129,34.7,26201
1077,21131,33.7,28722
1078,21133,33.2,31079
1079,21135,24.7,33867
1080,21137,21.2,37220
1081,21139,15.3,44551
1082,21141,15.5,43795
1083,21143,16.9,48189
1084,21145,15.2,47184
1085,21147,41.5,25655
1086,21149,17.3,44007
1087,21151,18.2,46342
1088,21153,32.6,29921
1089,21155,20.5,41189
1090,21157,12.1,49771
1091,21159,40,29198
1092,21161,19.5,37071
1093,21163,13.5,51111
1094,21165,26.8,34299
1095,21167,15.1,46346
1096,21169,22.9,32654
1097,21171,25.3,31603
1098,21173,21.5,42468
1099,21175,31.3,31489
1100,21177,19.4,40272
1101,21179,12.5,51843
1102,21181,21.5,37267
1103,21183,19.9,40661
1104,21185,6.2,84415
1105,21187,16.9,43686
1106,21189,42.4,23341
1107,21191,16.4,49345
1108,21193,28.5,31740
1109,21195,25,34315
1110,21197,26,34510
1111,21199,23,40702
1112,21201,22.5,40027
1113,21203,22.9,33293
1114,21205,27.2,36597
1115,21207,24.6,31968
1116,21209,13.1,63775
1117,21211,11.5,60189
1118,21213,16,45496
1119,21215,9,68147
1120,21217,23,35700
1121,21219,19.3,40963
1122,21221,15.1,45106
1123,21223,15.7,48392
1124,21225,20.7,45239
1125,21227,18,45964
1126,21229,17.1,45143
1127,21231,28,29826
1128,21233,18.1,44245
1129,21235,29.2,31903
1130,21237,30.7,27196
1131,21239,11.6,57862
1132,22000,19.5,45829
1133,22001,23.7,42033
1134,22003,20.4,42120
1135,22005,10.7,74852
1136,22007,16.8,48516
1137,22009,25.3,34803
1138,22011,19.5,48206
1139,22013,25.4,34565
1140,22015,14.5,55403
1141,22017,22.2,41081
1142,22019,17.5,46523
1143,22021,22.9,38564
1144,22023,12.7,56259
1145,22025,27.2,33958
1146,22027,30.9,33740
1147,22029,29.5,33068
1148,22031,24.9,41691
1149,22033,18.5,50389
1150,22035,43.5,26325
1151,22037,21.8,43105
1152,22039,25.7,33407
1153,22041,25.4,33845
1154,22043,21.3,43437
1155,22045,20.8,45039
1156,22047,22.3,42000
1157,22049,21.1,41029
1158,22051,16.3,49503
1159,22053,20.3,43677
1160,22055,17,52411
1161,22057,14.1,53482
1162,22059,18.5,46258
1163,22061,25.5,38118
1164,22063,13.5,58774
1165,22065,37.6,27225
1166,22067,31.1,31777
