,County FIPS Code,"Poverty Percent, All Ages",Median Household Income
1167,22069,30.3,33439
1168,22071,26.1,37407
1169,22073,24.7,41301
1170,22075,16.2,56199
1171,22077,18.8,45675
1172,22079,19.9,42238
1173,22081,23.3,35662
1174,22083,27.8,36432
1175,22085,22.2,40021
1176,22087,20,44553
1177,22089,11.4,65335
1178,22091,23.2,36723
1179,22093,16.7,53045
1180,22095,18.1,55941
1181,22097,25.6,35693
1182,22099,19.2,44574
1183,22101,20.5,38413
1184,22103,11.1,67926
1185,22105,20.9,44256
1186,22107,34.9,27959
1187,22109,19.7,47971
1188,22111,16.4,40395
1189,22113,17,50562
1190,22115,18.3,45711
1191,22117,23.1,37792
1192,22119,20.3,32522
1193,22121,13.5,64921
1194,22123,21.2,37759
1195,22125,21,56584
1196,22127,23.7,39474
1197,23000,11.3,55980
1198,23001,12.4,48446
1199,23003,14.4,42600
1200,23005,8.1,70661
1201,23007,13.7,45280
1202,23009,11,51009
1203,23011,12.4,52265
1204,23013,10.7,51723
1205,23015,11.4,52019
1206,23017,13.5,50367
1207,23019,14.3,49836
1208,23021,15.5,40841
1209,23023,9.7,61047
1210,23025,15.9,42426
1211,23027,13.1,54547
1212,23029,21.1,37943
1213,23031,7.8,66025
1214,24000,9.4,80711
1215,24001,17,42564
1216,24003,6.1,96133
1217,24005,8.3,73309
1218,24009,6,100000
1219,24011,13.8,56338
1220,24013,5,92890
1221,24015,9.7,72259
1222,24017,7.5,94478
1223,24019,15.7,47011
1224,24021,6.7,91727
1225,24023,11.8,46899
1226,24025,7.1,80922
1227,24027,5.9,111576
1228,24029,12.8,57760
1229,24031,7,102944
1230,24033,8.6,80858
1231,24035,7.7,90696
1232,24037,8.5,82433
1233,24039,24.7,40320
1234,24041,9.1,70620
1235,24043,13.3,59828
1236,24045,15,52341
1237,24047,9.9,61405
1238,24510,22.1,46762
1239,25000,10.5,77385
1240,25001,7.6,70576
1241,25003,10.6,56063
1242,25005,11.1,67085
1243,25007,7.6,67390
1244,25009,10.2,75309
1245,25011,10.4,57930
1246,25013,17.1,51850
1247,25015,10.2,67774
1248,25017,8,97851
1249,25019,5.7,92347
1250,25021,6.7,100710
1251,25023,7.3,86026
1252,25025,17.9,65999
1253,25027,10.4,70222
1254,26000,14.1,54840
1255,26001,14.6,41615
1256,26003,13,46991
1257,26005,9.5,62421
1258,26007,13.8,40603
1259,26009,11.1,50583
1260,26011,15.7,41275
1261,26013,16.7,42180
1262,26015,8.8,59460
1263,26017,14.5,45771
1264,26019,9.4,54065
1265,26021,17.3,48924
1266,26023,12.6,49387
1267,26025,19.1,46113
1268,26027,12,52063
1269,26029,10.1,51457
1270,26031,14.3,43724
1271,26033,17,44586
1272,26035,22.3,36661
1273,26037,7.4,66003
1274,26039,16.6,47068
1275,26041,12.6,50802
1276,26043,12.1,48291
1277,26045,8.7,64318
1278,26047,8.5,52796
1279,26049,18.3,46457
1280,26051,16.6,41667
1281,26053,18.7,38343
1282,26055,9.3,59674
1283,26057,19.5,42653
1284,26059,14,47610
1285,26061,14.9,45127
1286,26063,13.4,46627
1287,26065,19.8,51186
1288,26067,11.6,57318
1289,26069,17,41755
1290,26071,13.5,42082
1291,26073,23.8,45683
1292,26075,13.3,50895
1293,26077,14,56199
1294,26079,17.1,43357
1295,26081,10.4,61146
1296,26083,12.2,43812
1297,26085,22.1,35005
1298,26087,8.7,57621
1299,26089,7.1,66372
1300,26091,10.4,56416
1301,26093,5.3,82076
1302,26095,19,44479
1303,26097,14.3,43427
1304,26099,11.2,60475
1305,26101,13.5,45504
1306,26103,16.7,49472
1307,26105,13.3,46579
1308,26107,20.3,45785
1309,26109,11.8,48627
1310,26111,10.7,61290
1311,26113,14.2,44553
1312,26115,11.7,61121
1313,26117,14.9,46664
1314,26119,14.1,40170
1315,26121,15.2,48885
1316,26123,14.4,47521
1317,26125,7.8,77558
1318,26127,14.6,46423
1319,26129,16.2,38220
1320,26131,15.6,37208
1321,26133,14.7,41268
1322,26135,18,39253
1323,26137,12,51814
1324,26139,8.2,68816
1325,26141,15.4,43244
1326,26143,18.8,40306
1327,26145,17.5,45433
1328,26147,12.4,56671
1329,26149,13,50854
1330,26151,14.5,47287
1331,26153,14.6,41973
1332,26155,11.1,53055
1333,26157,14.2,47357
1334,26159,12.8,52114
1335,26161,12.9,70509
1336,26163,22.6,45182
1337,26165,13.5,46072
1338,27000,9.5,68364
1339,27001,12.1,44344
1340,27003,5.4,79097
1341,27005,11.7,54502
1342,27007,18.8,47336
1343,27009,9.7,58572
1344,27011,12.3,48553
1345,27013,16.3,56137
1346,27015,8,57742
1347,27017,9.3,60740
1348,27019,4,102511
1349,27021,15.1,51884
1350,27023,10.5,60039
1351,27025,6.1,82118
1352,27027,12,60213
1353,27029,14.8,48115
1354,27031,8.8,51146
1355,27033,11.3,48976
1356,27035,9.8,54065
1357,27037,5.8,81004
1358,27039,5.8,70431
1359,27041,7.3,62809
1360,27043,12.1,45963
1361,27045,10.3,56165
1362,27047,11.8,52117
1363,27049,8,65953
1364,27051,9.2,50943
1365,27053,10.5,74568
1366,27055,7.6,55558
1367,27057,11.5,56129
1368,27059,7.9,70594
1369,27061,11.2,49934
1370,27063,8.6,55981
1371,27065,9.4,53181
1372,27067,10.6,59816
1373,27069,9.4,52327
1374,27071,12.7,48942
1375,27073,9.8,53046
1376,27075,8.4,55622
1377,27077,9.7,49828
1378,27079,7.7,69581
1379,27081,10.4,51278
1380,27083,12.2,55255
1381,27085,7.7,61822
1382,27087,21,43591
1383,27089,9.4,56330
1384,27091,11.1,53805
1385,27093,9.1,56068
1386,27095,11,53273
1387,27097,10.5,55709
1388,27099,10.6,55772
1389,27101,8.2,60682
1390,27103,8.8,66944
1391,27105,12.8,49935
1392,27107,12.7,50481
1393,27109,8.3,77110
1394,27111,10.3,53033
1395,27113,10.3,56015
1396,27115,12.2,52226
1397,27117,9.7,50784
1398,27119,11.6,54717
1399,27121,8,59903
1400,27123,14,61924
1401,27125,10.3,51785
1402,27127,10,53985
1403,27129,10.4,54758
1404,27131,11.1,65011
1405,27133,9.3,60041
1406,27135,8.3,58742
1407,27137,14.5,53013
1408,27139,4,99685
1409,27141,4.3,87094
1410,27143,7.7,59378
1411,27145,11,63017
1412,27147,9.3,60143
1413,27149,10.3,59406
1414,27151,11.5,53561
1415,27153,13.3,49962
1416,27155,13,50692
1417,27157,7,63374
1418,27159,15.7,45716
1419,27161,10.3,59246
1420,27163,4.2,92582
1421,27165,11.2,50678
1422,27167,9.3,58118
1423,27169,13.8,55577
1424,27171,5.4,80805
1425,27173,9.9,53596
1426,28000,19.9,43595
1427,28001,32.5,31044
1428,28003,19.1,39528
1429,28005,23.3,35422
1430,28007,24.1,35158
1431,28009,21.8,35797
1432,28011,32.4,34216
1433,28013,21.8,35886
1434,28015,17.6,40798
1435,28017,18.2,37231
1436,28019,22.1,37561
1437,28021,42.6,28518
1438,28023,20.8,38840
1439,28025,25.4,36044
1440,28027,34.8,28921
1441,28029,22.5,39107
1442,28031,23,39644
1443,28033,8.7,66125
1444,28035,22.7,39394
1445,28037,20.6,38370
1446,28039,16,51185
1447,28041,21.7,44337
1448,28043,20.4,38827
1449,28045,17,45535
1450,28047,19.7,46709
1451,28049,20.2,44076
1452,28051,40.8,24783
1453,28053,38.4,26489
1454,28055,38.1,28075
1455,28057,14.5,45718
1456,28059,14.5,49699
1457,28061,23.8,35916
1458,28063,34.1,27925
1459,28065,28.7,28043
1460,28067,21.3,39459
1461,28069,29.8,32026
1462,28071,21.1,47899
1463,28073,15.5,57125
1464,28075,20.5,43538
1465,28077,19.7,38446
1466,28079,21.7,36031
1467,28081,14,51559
1468,28083,42.2,25569
1469,28085,18.2,40898
1470,28087,22.2,42277
1471,28089,10.7,69820
1472,28091,24.7,28967
1473,28093,22.8,38498
1474,28095,18.2,40371
1475,28097,23.2,36182
1476,28099,22.4,38728
1477,28101,20.4,39898
1478,28103,34.5,30130
1479,28105,25.5,39387
1480,28107,22.7,35927
1481,28109,17.2,47757
1482,28111,20.5,38997
1483,28113,28,32525
1484,28115,14.6,45396
1485,28117,17.7,36654
1486,28119,40.9,26740
1487,28121,9.3,65504
1488,28123,21.9,37201
1489,28125,35.5,28842
1490,28127,23,38385
1491,28129,16.3,42517
1492,28131,16.3,44159
1493,28133,36.2,29704
1494,28135,35.2,30998
1495,28137,16.5,47296
1496,28139,17.9,39695
1497,28141,17.9,35031
1498,28143,29.1,31492
1499,28145,14.5,46979
1500,28147,26.1,32078
1501,28149,21.4,44227
1502,28151,32.7,30865
1503,28153,23,36339
1504,28155,23,39479
1505,28157,33.1,27962
1506,28159,22.5,36305
1507,28161,21.3,36834
1508,28163,33.9,33051
1509,29000,13.4,53506
1510,29001,25.6,38784
1511,29003,8,60759
1512,29005,11.9,49469
1513,29007,17.2,44212
1514,29009,16.1,40765
1515,29011,14.7,41796
1516,29013,14.4,45392
1517,29015,17.2,39588
1518,29017,14.8,43611
1519,29019,15.1,52179
1520,29021,15.6,46516
1521,29023,22.7,39642
1522,29025,13.9,44252
1523,29027,12.3,53317
1524,29029,13.6,51489
1525,29031,14.6,51955
1526,29033,13.9,45404
1527,29035,20.9,33793
1528,29037,9.2,65839
1529,29039,17.2,37958
1530,29041,12.7,44587
1531,29043,9.9,58931
1532,29045,16,43130
1533,29047,7.4,67666
1534,29049,11.1,57807
1535,29051,11.7,55315
1536,29053,11.5,48851
1537,29055,19.4,39306
1538,29057,16.6,39127
1539,29059,18.5,38685
1540,29061,13.8,45342
1541,29063,15.5,48060
1542,29065,20.2,35445
1543,29067,20.4,34265
1544,29069,24.6,33721
1545,29071,10.4,55937
1546,29073,11.9,48711
1547,29075,14,43182
1548,29077,16.2,45608
1549,29079,17.9,40305
1550,29081,16.7,40139
1551,29083,16.1,43615
1552,29085,19.3,35170
1553,29087,13.9,46560
1554,29089,13.3,45858
1555,29091,22.3,35483
1556,29093,22.6,35682
1557,29095,13.8,52585
1558,29097,16.8,46611
1559,29099,10.7,62334
1560,29101,12.8,54417
1561,29103,18.6,36866
1562,29105,15.6,45267
1563,29107,12.5,51745
1564,29109,16,42856
1565,29111,16,46517
1566,29113,9.8,67986
1567,29115,13.5,42331
1568,29117,16.3,45448
1569,29119,19.1,38468
1570,29121,12.6,40037
1571,29123,18.6,38206
1572,29125,13.9,44366
1573,29127,17.2,45064
1574,29129,14.5,42048
1575,29131,15,42042
1576,29133,28.5,34185
1577,29135,12,49452
1578,29137,13.5,42299
1579,29139,15.2,47044
1580,29141,19.7,41908
1581,29143,25.4,38542
1582,29145,13.2,49161
1583,29147,17,44273
1584,29149,24.3,31714
1585,29151,9.2,57694
1586,29153,21.5,33284
1587,29155,26.4,32224
1588,29157,9.7,52132
1589,29159,16,44867
1590,29161,18.4,41330
1591,29163,16.4,44040
1592,29165,6.2,75651
1593,29167,15.1,44214
1594,29169,13,53168
1595,29171,16.5,38024
1596,29173,9.6,53965
1597,29175,16.9,47327
1598,29177,10.3,61592
1599,29179,20.4,34424
1600,29181,23.9,32331
1601,29183,5.3,81827
1602,29185,20.4,35230
1603,29186,10.8,58797
1604,29187,17.7,41708
1605,29189,10,64926
1606,29195,15.6,43235
1607,29197,15.9,32860
1608,29199,15.6,40900
1609,29201,20.2,42581
1610,29203,35.9,29152
1611,29205,15.7,42444
1612,29207,17.1,41824
1613,29209,15.5,44384
1614,29211,16.1,40517
1615,29213,13.8,43110
1616,29215,21.2,33457
1617,29217,15.6,41284
1618,29219,10.1,59723
1619,29221,22.8,37318
1620,29223,22.9,33390
1621,29225,15.5,46039
1622,29227,14.8,41017
1623,29229,24.3,33191
1624,29510,21.4,40876
1625,30000,12.7,53262
1626,30001,13.8,55842
1627,30003,26.8,41957
1628,30005,26.2,37653
1629,30007,9.8,54523
1630,30009,9.4,52726
1631,30011,12.9,44774
1632,30013,11.9,47882
1633,30015,14.5,42598
1634,30017,13,47675
1635,30019,10.2,47032
1636,30021,10.7,54210
1637,30023,15.9,44295
1638,30025,9.1,60495
1639,30027,12.7,49892
1640,30029,11,57389
1641,30031,9.8,61446
1642,30033,16.4,43753
1643,30035,26.2,38345
1644,30037,19,35850
1645,30039,12.2,44834
1646,30041,15.7,48470
1647,30043,8.4,66813
1648,30045,12.7,43748
1649,30047,18.8,42265
1650,30049,8.3,59819
1651,30051,18.5,41798
1652,30053,15.6,38257
1653,30055,14.7,44001
1654,30057,10,50248
1655,30059,16,43001
1656,30061,14.5,42452
1657,30063,14.3,53141
1658,30065,17.2,42255
1659,30067,12.9,49550
1660,30069,14.1,43669
1661,30071,14.4,44168
1662,30073,17.7,42175
1663,30075,12.2,49446
1664,30077,18.7,45418
1665,30079,12,43238
1666,30081,12.5,49997
1667,30083,8.7,63343
1668,30085,26.1,42379
1669,30087,17.3,54998
1670,30089,20.5,40582
1671,30091,11,49862
1672,30093,16.3,44762
1673,30095,8.5,63140
1674,30097,10,52303
1675,30099,13.5,47750
1676,30101,15.7,46896
1677,30103,11.7,50432
1678,30105,11.8,47676
1679,30107,18.5,36771
1680,30109,10.8,48092
1681,30111,10.3,58031
1682,31000,10.7,59913
1683,31001,12.1,53321
1684,31003,11.2,46560
1685,31005,13.8,44109
1686,31007,11.7,53040
1687,31009,14.5,44016
1688,31011,9.2,55493
1689,31013,11.6,58728
1690,31015,12.6,43189
1691,31017,12.1,46768
1692,31019,12.7,58800
1693,31021,11.5,52879
1694,31023,8.5,52033
1695,31025,6,71166
1696,31027,8.3,61159
1697,31029,9.3,57965
1698,31031,11.7,46894
1699,31033,10.2,59971
1700,31035,10.8,51775
1701,31037,9.2,61176
1702,31039,8.3,55465
1703,31041,12.1,50627
1704,31043,12.7,52055
1705,31045,17,43627
1706,31047,11.5,46395
1707,31049,12.2,47584
1708,31051,8.8,54941
1709,31053,13.7,53152
1710,31055,11.4,61706
1711,31057,14.9,45680
1712,31059,8.2,57539
1713,31061,13.7,47002
1714,31063,13.1,49455
1715,31065,11.2,50675
1716,31067,10.7,53305
1717,31069,15.6,39446
1718,31071,11.6,43478
1719,31073,9.2,54787
1720,31075,10,52665
1721,31077,12.5,45037
1722,31079,12,54546
1723,31081,6.5,68296
1724,31083,10.4,47829
1725,31085,16.7,45136
1726,31087,13.7,42567
1727,31089,10.8,50370
1728,31091,8.6,47327
1729,31093,10,54671
1730,31095,11.5,48930
1731,31097,12.7,48518
1732,31099,8.4,62499
1733,31101,12.3,47598
1734,31103,17.7,45688
1735,31105,13.8,46571
1736,31107,12.6,46163
1737,31109,11.4,59681
1738,31111,11.6,55934
1739,31113,8.9,48579
1740,31115,15.8,46875
1741,31117,12.7,49875
1742,31119,13.1,51184
1743,31121,10.2,59984
1744,31123,14.3,44062
1745,31125,11.8,48972
1746,31127,12.6,52229
1747,31129,11.5,43712
1748,31131,9.1,60469
1749,31133,13.2,42962
1750,31135,9.3,55033
1751,31137,8.8,60695
1752,31139,9.5,58375
1753,31141,8.6,57693
1754,31143,6.9,61422
1755,31145,10.9,49447
1756,31147,13,48087
1757,31149,14.3,48373
1758,31151,10.6,53662
1759,31153,5.1,80842
1760,31155,7.6,63849
1761,31157,13.3,48662
1762,31159,7.5,68762
1763,31161,14.3,41247
1764,31163,11.7,55432
1765,31165,17.1,50910
1766,31167,7.8,58295
1767,31169,11.6,51757
1768,31171,13.5,46927
1769,31173,23.3,45328
1770,31175,12.1,44907
1771,31177,7.2,72385
1772,31179,12.2,54548
1773,31181,13,45768
1774,31183,9.2,55906
1775,31185,10.1,55950
1776,32000,13.3,57932
1777,32001,11.5,53302
1778,32003,14,57217
1779,32005,8.2,66092
1780,32007,10.6,76439
1781,32009,14.6,47053
1782,32011,9,67976
1783,32013,10.5,68753
1784,32015,11.1,75943
1785,32017,13.8,54844
1786,32019,10.8,54588
1787,32021,17.5,45589
1788,32023,15.8,48513
1789,32027,18.2,57885
1790,32029,7,61751
1791,32031,11.1,61506
1792,32033,13.8,53765
1793,32510,11,55228
1794,33000,7.7,73638
1795,33001,8.3,63902
1796,33003,9.3,58005
1797,33005,9.4,60844
1798,33007,11.7,43836
1799,33009,9.4,63322
1800,33011,7.9,78171
1801,33013,7.3,70408
1802,33015,5.1,89049
1803,33017,9.4,68864
1804,33019,10.3,59493
1805,34000,10,80106
1806,34001,14.4,59309
1807,34003,6.6,93805
1808,34005,6.5,86777
1809,34007,11.7,65817
1810,34009,10.4,64450
1811,34011,18.4,51786
1812,34013,15.7,60284
1813,34015,6.7,84639
1814,34017,14.1,65673
1815,34019,3.9,113083
1816,34021,11.4,78161
1817,34023,8.5,85187
1818,34025,7.3,97627
1819,34027,4.9,114269
1820,34029,10.2,70493
1821,34031,16.5,63127
1822,34033,13.3,61322
1823,34035,5.3,111838
1824,34037,5.3,89744
1825,34039,9.3,76830
1826,34041,7.4,79633
1827,35000,19,47086
1828,35001,14.6,51091
1829,35003,21.2,34458
1830,35005,18.9,43341
1831,35006,30.1,37753
1832,35007,19.8,39372
1833,35009,18.9,43590
1834,35011,22,33095
1835,35013,26.3,38562
1836,35015,16.9,52932
1837,35017,20.3,40684
1838,35019,22.6,31915
1839,35021,15.1,35441
1840,35023,24.8,33557
1841,35025,16.1,52358
1842,35027,15.8,47141
1843,35028,3.7,118380
1844,35029,28.3,30621
1845,35031,37.8,31746
1846,35033,22.6,33671
1847,35035,18.5,43338
1848,35037,23.9,29600
1849,35039,28.9,36977
1850,35041,25.7,37767
1851,35043,15.3,56937
1852,35045,23.1,46977
1853,35047,29.2,33205
1854,35049,12.2,58639
1855,35051,26.6,30356
1856,35053,28.3,34880
1857,35055,22.8,34980
1858,35057,26.7,36886
1859,35059,17.6,38627
1860,35061,17.5,46155
1861,36000,14.1,64783
1862,36001,11.3,65659
1863,36003,16.3,46491
1864,36005,27.9,37377
1865,36007,17.5,47910
1866,36009,15.8,47875
1867,36011,12.6,55460
1868,36013,17.7,45840
1869,36015,15.3,50562
1870,36017,12.6,48161
1871,36019,13.7,56436
1872,36021,10.5,60629
1873,36023,15.7,52038
1874,36025,17.9,45385
1875,36027,10.1,76955
1876,36029,14.5,55581
1877,36031,10.6,52741
1878,36033,18.9,50187
1879,36035,15.9,46984
1880,36037,10.8,55522
1881,36039,12.7,54635
1882,36041,9.8,51520
1883,36043,14.3,46733
1884,36045,15.1,47436
1885,36047,19.8,56548
1886,36049,12.5,51857
1887,36051,12,56407
1888,36053,10.8,56477
1889,36055,14.6,57660
1890,36057,17.8,46601
1891,36059,6.2,107465
1892,36061,16.3,84133
1893,36063,12.4,54317
1894,36065,16.1,53234
1895,36067,13.7,57641
1896,36069,9.3,65271
1897,36071,10.9,77606
1898,36073,15.2,48799
1899,36075,16.3,52732
1900,36077,13.1,51561
1901,36079,5.4,98765
1902,36081,12.2,64046
1903,36083,11.5,63457
1904,36085,11.9,78466
1905,36087,13.3,87873
1906,36089,18.9,49607
1907,36091,6.6,82732
1908,36093,12.8,61841
1909,36095,13.9,51007
1910,36097,13.9,48782
1911,36099,12,54563
1912,36101,12.8,50807
1913,36103,7,94108
1914,36105,14.9,52504
1915,36107,9.9,57190
1916,36109,18.6,56539
1917,36111,13.7,62531
1918,36113,9.7,58859
1919,36115,11.7,53609
1920,36117,12.1,52709
1921,36119,8.5,90483
1922,36121,11.2,53986
1923,36123,13.9,49198
1924,37000,14.7,52797
1925,37001,14.4,47914
1926,37003,11.7,48577
1927,37005,20.9,38994
1928,37007,22.2,41266
1929,37009,15.9,40611
1930,37011,18.6,40682
1931,37013,22,43497
1932,37015,27.2,33022
1933,37017,20.7,38059
1934,37019,11.9,56227
1935,37021,11.5,50271
1936,37023,16.6,42179
1937,37025,11.1,62167
1938,37027,16.3,44798
1939,37029,8,64086
1940,37031,13.3,53192
1941,37033,19.3,44998
1942,37035,12.5,53348
1943,37037,10.3,63373
1944,37039,17.2,38283
1945,37041,17.6,43182
1946,37043,15.4,43684
1947,37045,18.8,39911
1948,37047,23.1,37639
1949,37049,16.3,51390
1950,37051,18.6,44065
1951,37053,10.7,62397
1952,37055,9.4,57316
1953,37057,15.2,47595
1954,37059,12.2,58147
1955,37061,20.7,39470
1956,37063,15.7,60045
1957,37065,25.5,35130
1958,37067,16.6,50803
1959,37069,15.7,53076
1960,37071,15.1,50016
1961,37073,15.7,50164
1962,37075,18.1,37748
1963,37077,12.6,53142
1964,37079,27.6,40131
1965,37081,14.5,52284
1966,37083,28.1,34027
1967,37085,16.4,51406
1968,37087,14.5,47872
1969,37089,10.7,51314
1970,37091,24.4,38786
1971,37093,15.9,50777
1972,37095,21.9,41214
1973,37097,11.3,56559
1974,37099,17,46113
1975,37101,15.1,58647
1976,37103,22.3,41523
1977,37105,14.8,53297
1978,37107,24.7,39411
1979,37109,12.5,57042
1980,37111,16.2,42853
1981,37113,16.2,42456
1982,37115,17.6,41891
1983,37117,20.5,37225
1984,37119,11.4,65750
1985,37121,16.7,40589
1986,37123,17.8,43695
1987,37125,10.7,62781
1988,37127,15.8,47597
1989,37129,15.5,53692
1990,37131,24.3,36190
1991,37133,13.5,49634
1992,37135,13.4,69422
1993,37137,17.4,48410
1994,37139,20.2,46709
1995,37141,12.6,52187
1996,37143,18,45011
1997,37145,15.1,50269
1998,37147,21.7,46229
1999,37149,12.5,45587
2000,37151,15.8,44207
2001,37153,24.8,36401
2002,37155,29,33714
2003,37157,16.3,46247
2004,37159,15.3,47541
2005,37161,16.1,40758
2006,37163,20.7,41951
2007,37165,26.4,37947
2008,37167,12.4,49871
2009,37169,14.1,48748
2010,37171,16.1,43023
2011,37173,15.8,41407
2012,37175,15.2,47587
2013,37177,24.4,35223
2014,37179,9.1,77875
2015,37181,23.4,39847
2016,37183,8.9,77641
2017,37185,20.9,36831
2018,37187,24.8,36171
2019,37189,20.5,48417
2020,37191,20.3,44592
2021,37193,18.5,42453
2022,37195,18.1,44825
2023,37197,13.4,46885
2024,37199,16.5,41053
2025,38000,10.2,62400
2026,38001,9.5,50847
2027,38003,10.7,56696
2028,38005,28.4,41941
2029,38007,9.2,74312
2030,38009,10,55775
2031,38011,8.4,59451
2032,38013,9.1,62629
2033,38015,7.3,70075
2034,38017,8.6,64428
2035,38019,9.6,59794
2036,38021,10.5,53564
2037,38023,10,55867
2038,38025,10.5,67337
2039,38027,10.6,49725
2040,38029,13.9,46681
2041,38031,8,58752
2042,38033,10.6,63054
2043,38035,14.8,50933
2044,38037,15.3,48189
2045,38039,8.7,51823
2046,38041,11.8,51827
2047,38043,13.1,46708
2048,38045,10.3,57808
2049,38047,13.1,46948
2050,38049,11.1,53060
2051,38051,12,43804
2052,38053,8.5,75408
2053,38055,9.1,61121
2054,38057,6.2,82991
2055,38059,8.3,63279
2056,38061,9.7,64247
2057,38063,10.9,47708
2058,38065,9.4,68151
2059,38067,8.3,56164
2060,38069,11.8,48380
2061,38071,12.3,56464
2062,38073,7.6,62465
2063,38075,7.9,60178
2064,38077,10,61361
2065,38079,27.1,40777
2066,38081,7.7,62940
2067,38083,16.3,40786
2068,38085,35.9,34705
2069,38087,12.1,55326
2070,38089,9,66925
2071,38091,7.8,66210
2072,38093,9.7,57265
2073,38095,10.1,51382
2074,38097,7.7,63204
2075,38099,10.3,50807
2076,38101,10.1,62932
2077,38103,10.8,54556
2078,38105,6.6,80161
2079,39000,13.9,54077
2080,39001,18.6,41644
2081,39003,15.2,51325
2082,39005,11.4,51103
2083,39007,19.3,45157
2084,39009,28.8,42955
2085,39011,8.7,63336
2086,39013,11.1,52221
2087,39015,16.9,48207
2088,39017,10.7,64026
2089,39019,13,51296
2090,39021,11,54335
2091,39023,15.4,47654
2092,39025,8.7,66193
2093,39027,13,50794
2094,39029,15.1,43123
2095,39031,15.7,44471
2096,39033,15.5,45395
2097,39035,18.1,46918
2098,39037,9.2,53954
2099,39039,9.5,59538
2100,39041,4.8,107676
2101,39043,12.4,54849
2102,39045,9,67276
2103,39047,15.6,46067
2104,39049,16,59214
2105,39051,8.2,59214
2106,39053,19,43149
2107,39055,6.4,82744
2108,39057,9.8,68040
2109,39059,18.2,43733
2110,39061,16.2,55178
2111,39063,9.7,54386
2112,39065,15.8,47185
2113,39067,12.8,48160
2114,39069,8.2,57678
2115,39071,16.8,43840
2116,39073,14.5,48397
2117,39075,9,61593
2118,39077,14.8,48244
2119,39079,17.9,44671
2120,39081,17.6,43520
2121,39083,10.7,52061
2122,39085,8.7,60521
2123,39087,19.5,43108
2124,39089,8.9,62658
2125,39091,11.1,54782
2126,39093,13.5,55443
2127,39095,17.9,47562
2128,39097,9.6,69937
2129,39099,18.4,43904
2130,39101,16.5,46450
2131,39103,6,72926
2132,39105,19.9,42200
2133,39107,6.9,60055
2134,39109,9,60800
2135,39111,15.2,44868
2136,39113,15.9,48039
2137,39115,20.5,41375
2138,39117,11.2,55466
2139,39119,14.8,44884
2140,39121,16.2,44835
2141,39123,8.9,55968
2142,39125,10.2,52534
2143,39127,15.7,51702
2144,39129,12,62445
2145,39131,20,43499
2146,39133,11.8,59490
2147,39135,9.9,52300
2148,39137,6.4,62944
2149,39139,13.4,47141
2150,39141,16.3,50387
2151,39143,11.1,53058
2152,39145,21.4,41843
2153,39147,13.6,47805
2154,39149,8.1,60148
2155,39151,14.3,51214
2156,39153,12.9,55531
2157,39155,15.4,46340
2158,39157,12.8,51408
2159,39159,5.2,86609
2160,39161,11.4,49120
2161,39163,19.8,40927
2162,39165,4.7,85532
2163,39167,14.6,46417
2164,39169,12.9,56172
2165,39171,10.7,50347
2166,39173,10.8,61774
2167,39175,8.8,47527
2168,40000,15.8,50051
2169,40001,27.2,33187
2170,40003,15.8,52017
2171,40005,19.1,38595
2172,40007,12.4,53242
2173,40009,17.3,49784
2174,40011,17.7,46253
2175,40013,18.2,41563
2176,40015,21.1,41085
2177,40017,7.5,73878
2178,40019,17,45755
2179,40021,21.2,40051
2180,40023,26.3,30501
2181,40025,17.4,40370
2182,40027,11.6,61364
2183,40029,22.1,37874
2184,40031,16.8,50530
2185,40033,18.5,42518
2186,40035,19.8,39320
2187,40037,16.3,47397
2188,40039,14.9,47244
2189,40041,18.4,37173
2190,40043,13.5,48939
2191,40045,13.5,48001
2192,40047,14,49116
2193,40049,17.1,41990
2194,40051,13.2,54887
2195,40053,12.7,45025
2196,40055,25.9,34254
2197,40057,24.4,35144
2198,40059,11.1,50101
2199,40061,20.4,36551
2200,40063,23.6,35875
2201,40065,17.4,44733
2202,40067,23,36169
2203,40069,18,40129
2204,40071,16.6,45447
2205,40073,9.8,61728
2206,40075,25.3,36003
2207,40077,17.4,37358
2208,40079,22.4,38576
2209,40081,16.2,47011
2210,40083,12.4,60628
2211,40085,13.4,48312
2212,40087,10.4,63787
2213,40089,26,32092
2214,40091,19.9,37210
2215,40093,11.9,49929
2216,40095,15.8,45133
2217,40097,17.2,45343
2218,40099,15.5,46602
2219,40101,24.8,38692
2220,40103,12.8,57383
2221,40105,17,41183
2222,40107,24.2,37551
2223,40109,15.9,51389
2224,40111,18.1,42811
2225,40113,16.8,47084
2226,40115,19.9,38168
2227,40117,18.5,46570
2228,40119,23.8,40237
2229,40121,17.7,44194
2230,40123,17.9,44913
2231,40125,15.2,48103
2232,40127,20,35695
2233,40129,16.6,51695
2234,40131,10.1,61731
2235,40133,22.1,36780
2236,40135,20.5,37755
2237,40137,15,47637
2238,40139,16.8,48412
2239,40141,23,39581
2240,40143,14.4,52579
2241,40145,10,59466
2242,40147,14.3,51691
2243,40149,16.2,44970
2244,40151,14.6,49979
2245,40153,13.9,52345
2246,41000,13.2,60123
2247,41001,17.7,43929
2248,41003,16,60572
2249,41005,8.3,79404
2250,41007,12.2,52706
2251,41009,12.3,61453
2252,41011,19.9,42464
2253,41013,13.3,47940
2254,41015,15.5,40580
2255,41017,9.7,65506
2256,41019,14.9,47157
2257,41021,11.2,53792
