,County FIPS Code,"Poverty Percent, All Ages",Median Household Income
237,06091,13.7,49495
238,06093,17.7,44013
239,06095,10,75931
240,06097,9.3,79511
241,06099,14,58925
242,06101,13.2,54102
243,06103,20.1,41819
244,06105,20.3,40676
245,06107,24,46377
246,06109,12.2,58776
247,06111,9.5,82436
248,06113,17.5,64900
249,06115,15.3,53822
250,08000,10.3,69113
251,08001,10.6,65977
252,08003,21.3,43121
253,08005,7.8,75196
254,08007,11.7,52481
255,08009,19.7,35725
256,08011,32,37307
257,08013,12.6,80701
258,08014,4.6,91968
259,08015,11.4,53545
260,08017,13.6,50571
261,08019,7.8,71850
262,08021,21.2,36852
263,08023,27.3,30486
264,08025,47.4,38112
265,08027,13.2,54080
266,08029,16.7,43528
267,08031,12.5,64974
268,08033,12.8,44882
269,08035,3.2,112386
270,08037,7.5,88913
271,08039,4.9,102731
272,08041,10.8,65260
273,08043,16.6,48820
274,08045,7.6,71897
275,08047,6.9,79636
276,08049,8.7,61241
277,08051,14.8,53480
278,08053,8.6,59157
279,08055,20.8,37424
280,08057,13.7,48785
281,08059,7.6,80562
282,08061,14,43845
283,08063,11.6,44028
284,08065,12.2,49799
285,08067,9.2,61974
286,08069,11,69443
287,08071,23.7,39552
288,08073,17.6,45308
289,08075,15.8,50246
290,08077,14.9,52623
291,08079,8.5,55906
292,08081,11,57680
293,08083,15.2,48692
294,08085,12.9,51031
295,08087,11.4,50453
296,08089,23.5,37907
297,08091,7.7,63627
298,08093,8.6,69884
299,08095,10.9,52096
300,08097,5.9,78596
301,08099,18.2,41238
302,08101,18.2,44060
303,08103,9.5,58336
304,08105,18.4,41693
305,08107,6.9,76505
306,08109,24.4,36558
307,08111,13.6,46985
308,08113,7.7,70418
309,08115,15.5,39880
310,08117,7.3,75420
311,08119,8.8,68078
312,08121,12.9,48325
313,08123,9.4,68679
314,08125,13,48893
315,09000,9.7,74428
316,09001,8.8,91170
317,09003,11,70433
318,09005,6.9,77968
319,09007,6.8,81533
320,09009,11,66764
321,09011,8.6,71721
322,09013,7.4,75571
323,09015,11.5,62606
324,10000,13,64085
325,10001,13.2,57112
326,10003,13.4,66839
327,10005,11.9,61124
328,11000,16.6,80153
329,11001,16.6,80153
330,12000,14.1,52582
331,12001,21.2,45230
332,12003,15.3,51856
333,12005,14.9,51633
334,12007,19.1,44997
335,12009,12.4,52596
336,12011,13.1,56702
337,12013,21.1,37612
338,12015,10.8,51583
339,12017,14.4,43147
340,12019,9.9,65375
341,12021,11.7,66709
342,12023,16.5,42097
343,12027,26.1,37342
344,12029,24.4,38355
345,12031,15.1,52105
346,12033,16.4,48289
347,12035,12,52713
348,12037,21.3,40158
349,12039,23.1,38084
350,12041,16.1,42880
351,12043,18.9,42865
352,12045,21.6,44135
353,12047,24,35262
354,12049,23.3,40056
355,12051,23.9,38361
356,12053,14,44710
357,12055,19.8,37445
358,12057,15.5,54741
359,12059,21.2,40657
360,12061,10.6,51797
361,12063,18,41524
362,12065,17.7,48163
363,12067,22.7,41549
364,12069,12.6,51429
365,12071,11.8,54198
366,12073,18,51716
367,12075,20.8,37272
368,12077,23,41308
369,12079,28.3,37256
370,12081,10.8,55189
371,12083,16.2,43772
372,12085,10.9,58344
373,12086,16.7,49758
374,12087,11.8,63009
375,12089,9.1,70590
376,12091,10.9,60798
377,12093,21.8,42524
378,12095,15.3,54021
379,12097,14,49284
380,12099,11.8,60059
381,12101,13,51247
382,12103,12.2,51488
383,12105,16.1,48328
384,12107,26.3,34390
385,12109,8.3,77022
386,12111,12.8,49995
387,12113,10.2,65434
388,12115,9.2,58423
389,12117,11.2,63865
390,12119,9.1,57931
391,12121,20.3,44144
392,12123,23.8,41557
393,12125,22.2,47373
394,12127,15.2,46911
395,12129,12.9,55717
396,12131,15.9,52922
397,12133,21.1,36052
398,13000,15.1,56117
399,13001,22.2,40862
400,13003,24.2,34821
401,13005,28.2,38417
402,13007,24.6,37286
403,13009,25.2,40358
404,13011,13.5,49481
405,13013,12,60028
406,13015,13.2,55067
407,13017,24.5,32370
408,13019,18.6,38239
409,13021,25,39047
410,13023,20.3,44262
411,13025,19,40906
412,13027,23.7,36030
413,13029,10.4,73877
414,13031,24.6,42068
415,13033,23.1,41863
416,13035,18.3,46062
417,13037,35.1,33889
418,13039,12.5,53582
419,13043,24.7,33846
420,13045,17.2,51388
421,13047,12,53833
422,13049,25.6,40636
423,13051,16.3,54667
424,13053,19.6,44439
425,13055,20.2,39325
426,13057,7.5,78247
427,13059,26.6,39901
428,13061,33.1,29122
429,13063,16.3,44757
430,13065,27.6,37174
431,13067,9.5,75485
432,13069,24.9,39408
433,13071,25.6,36651
434,13073,6.6,75832
435,13075,21.3,36463
436,13077,10.4,73296
437,13079,17.6,47422
438,13081,29.7,34754
439,13083,15.2,45053
440,13085,9.4,64930
441,13087,21.9,37835
442,13089,15.3,61496
443,13091,21.8,36067
444,13093,27.6,35781
445,13095,28.2,36994
446,13097,11.8,60177
447,13099,26.7,32490
448,13101,26.5,36559
449,13103,9.8,68109
450,13105,22.9,35452
451,13107,27.6,33551
452,13109,28,34464
453,13111,13.6,42986
454,13113,5.7,87831
455,13115,19.2,45979
456,13117,5.3,103083
457,13119,18.7,42703
458,13121,14.8,64901
459,13123,14.4,46200
460,13125,17.3,43529
461,13127,17,50740
462,13129,14,46868
463,13131,20.3,41095
464,13133,17,50736
465,13135,10.7,68957
466,13137,13.3,49292
467,13139,13.3,61320
468,13141,30.3,31247
469,13143,15.3,45167
470,13145,8.3,72811
471,13147,18.9,44603
472,13149,18.9,44575
473,13151,9.8,67493
474,13153,13,59291
475,13155,22,38511
476,13157,11.5,63422
477,13159,17.6,50234
478,13161,21.2,36786
479,13163,24,35201
480,13165,32.8,32472
481,13167,29,35243
482,13169,12.9,56039
483,13171,16.5,41060
484,13173,20.5,39165
485,13175,22.6,38078
486,13177,10.9,68891
487,13179,16.8,45655
488,13181,18.1,44819
489,13183,19.1,48328
490,13185,25.3,42019
491,13187,13.9,55453
492,13189,21.2,40814
493,13191,19.5,40832
494,13193,29.6,32974
495,13195,15.9,47956
496,13197,23.9,39408
497,13199,19.9,38442
498,13201,23.8,37878
499,13205,27.5,36234
500,13207,13.3,57038
501,13209,20.5,41858
502,13211,12,55251
503,13213,17.2,45975
504,13215,22.6,42610
505,13217,13.4,55632
506,13219,6.5,92216
507,13221,13.4,44718
508,13223,8.3,67906
509,13225,19.6,46608
510,13227,10.8,61145
511,13229,19.4,42140
512,13231,10.7,62250
513,13233,19,43488
514,13235,22.5,39743
515,13237,17.2,47710
516,13239,26.1,31151
517,13241,17.8,43042
518,13243,33.6,30847
519,13245,23.7,38297
520,13247,14.1,59341
521,13249,18,43568
522,13251,20.5,38870
523,13253,29.2,35527
524,13255,19.9,45121
525,13257,18.7,40483
526,13259,36.2,31800
527,13261,25.5,36611
528,13263,22.2,36269
529,13265,26.5,30586
530,13267,27.3,38672
531,13269,23.7,35608
532,13271,34.6,31354
533,13273,33,33939
534,13275,17.9,43257
535,13277,21.7,41544
536,13279,22.3,35226
537,13281,13.8,44055
538,13283,27.4,34473
539,13285,21.6,43112
540,13287,27.6,33310
541,13289,22.2,39639
542,13291,15.4,46097
543,13293,20.5,39780
544,13295,15.6,44176
545,13297,12.3,58028
546,13299,22,38412
547,13301,27.9,34680
548,13303,26.7,37464
549,13305,20.2,45814
550,13307,20,39266
551,13309,37.4,31001
552,13311,13.3,50194
553,13313,16.5,42568
554,13315,30.7,35015
555,13317,22.8,34897
556,13319,23.5,40906
557,13321,21.6,42913
558,15000,9.5,77936
559,15001,15,56540
560,15003,8.3,80947
561,15005,.,.
562,15007,10.1,74881
563,15009,10,76376
564,16000,12.6,52280
565,16001,10.8,61469
566,16003,14.5,43442
567,16005,14.2,51093
568,16007,11.7,51343
569,16009,14.3,43570
570,16011,12.5,52697
571,16013,8.5,68101
572,16015,12.1,56067
573,16017,13.7,47537
574,16019,10.5,55744
575,16021,15.5,43835
576,16023,16.9,45226
577,16025,9.2,51045
578,16027,15.5,47915
579,16029,9.1,58739
580,16031,12.7,51323
581,16033,14.5,42226
582,16035,15.7,46214
583,16037,14.7,44100
584,16039,12.9,45708
585,16041,8.2,55056
586,16043,13.2,48581
587,16045,13.5,47481
588,16047,14.9,46218
589,16049,15.1,42503
590,16051,9.2,59869
591,16053,13.7,50728
592,16055,10.6,56921
593,16057,16.5,49445
594,16059,16.1,41153
595,16061,14.4,44674
596,16063,12.8,49207
597,16065,19.1,40666
598,16067,14.1,48485
599,16069,12,54729
600,16071,11.1,60264
601,16073,15.9,44251
602,16075,13,50817
603,16077,14.6,45922
604,16079,17.4,46793
605,16081,8.3,63168
606,16083,13.5,50909
607,16085,8.5,56532
608,16087,15.7,41757
609,17000,12.5,63044
610,17001,13.5,49088
611,17003,30.3,33985
612,17005,13.3,54831
613,17007,8.8,69413
614,17009,14.9,53875
615,17011,10.7,55632
616,17013,10.5,55138
617,17015,11.5,49744
618,17017,13.3,50568
619,17019,19.2,51466
620,17021,13.6,52817
621,17023,11,55205
622,17025,13.2,45028
623,17027,8.2,65586
624,17029,19.5,46012
625,17031,14.6,61401
626,17033,13.8,49712
627,17035,10.3,55622
628,17037,14.1,60856
629,17039,11.7,56091
630,17041,9.8,54538
631,17043,6.2,89536
632,17045,13.8,46916
633,17047,10.9,48649
634,17049,9.7,60061
635,17051,18.2,45193
636,17053,11.6,55356
637,17055,19.5,40682
638,17057,15.2,49315
639,17059,18.9,42533
640,17061,14.8,47188
641,17063,7.1,76214
642,17065,12.9,49092
643,17067,11.7,52625
644,17069,21.6,40160
645,17071,11.2,51014
646,17073,11,58675
647,17075,12.9,50131
648,17077,29.2,38157
649,17079,11.9,55240
650,17081,17.4,50622
651,17083,10.3,58928
652,17085,9.3,51866
653,17087,15,49763
654,17089,9.2,75739
655,17091,15,57706
656,17093,4.8,97039
657,17095,16.1,44686
658,17097,7.7,86242
659,17099,14.3,56854
660,17101,17.3,45235
661,17103,11.4,59450
662,17105,12.8,55003
663,17107,12.2,56838
664,17109,18.6,44524
665,17111,6.1,86450
666,17113,15.6,68895
667,17115,14.3,51828
668,17117,13.8,51756
669,17119,14.4,58077
670,17121,16.1,45126
671,17123,9.7,55337
672,17125,13.7,51731
673,17127,15.3,47646
674,17129,8.7,65367
675,17131,10.6,52846
676,17133,4.9,83767
677,17135,15.5,51206
678,17137,13.5,52357
679,17139,9,60496
680,17141,9.7,60656
681,17143,15.4,54195
682,17145,15.6,50553
683,17147,6.3,67173
684,17149,15.9,43301
685,17151,18.4,43119
686,17153,22.9,38846
687,17155,8,64000
688,17157,15.8,52749
689,17159,15.4,48489
690,17161,12.9,51805
691,17163,16,51937
692,17165,18.6,41394
693,17167,15.4,61519
694,17169,11.8,52946
695,17171,12.2,49745
696,17173,10.3,51873
697,17175,11.1,51446
698,17177,16.7,48237
699,17179,9.1,61086
700,17181,19,45847
701,17183,19.4,43649
702,17185,13.8,52535
703,17187,11.7,54023
704,17189,8.1,56118
705,17191,14,46339
706,17193,15.3,48202
707,17195,12.9,54284
708,17197,7,82477
709,17199,15.3,49993
710,17201,14.2,53490
711,17203,5.8,75733
712,18000,13.3,54134
713,18001,15.4,51488
714,18003,13.1,52661
715,18005,10.6,61943
716,18007,11.2,52841
717,18009,14.3,42636
718,18011,5.7,82670
719,18013,10.9,56979
720,18015,9.6,55471
721,18017,13.8,47727
722,18019,10.6,52746
723,18021,11.2,50746
724,18023,13.4,51540
725,18025,16.2,42555
726,18027,13.4,46292
727,18029,9.7,65005
728,18031,11.1,55808
729,18033,10.4,54289
730,18035,20.6,41874
731,18037,8.3,63033
732,18039,10.8,58781
733,18041,15.5,44970
734,18043,10.5,61009
735,18045,12.9,50817
736,18047,9.4,62467
737,18049,12.2,51088
738,18051,10.4,53714
739,18053,18.4,44790
740,18055,11.6,59347
741,18057,3.8,95080
742,18059,5.5,73294
743,18061,9.4,57136
744,18063,5.1,75647
745,18065,12.8,48915
746,18067,14.5,51035
747,18069,10.2,53635
748,18071,12.7,48789
749,18073,10,58891
750,18075,14.3,46740
751,18077,13.7,51163
752,18079,12.8,48961
753,18081,8.8,70690
754,18083,18.9,44044
755,18085,10.4,62666
756,18087,7.8,63291
757,18089,15.9,54929
758,18091,14.5,51532
759,18093,13.3,49112
760,18095,17.4,44987
761,18097,17.6,47642
762,18099,11.6,53387
763,18101,12.5,50203
764,18103,14,47225
765,18105,21.6,49180
766,18107,12.1,53720
767,18109,9.9,61068
768,18111,10.9,58384
769,18113,9.8,52764
770,18115,9.3,56915
771,18117,14.4,43061
772,18119,14.7,49044
773,18121,14.3,48537
774,18123,12.1,50670
775,18125,10.4,49844
776,18127,10.4,67525
777,18129,9.1,65617
778,18131,12.5,50022
779,18133,12,57402
780,18135,15.3,46016
781,18137,10.9,52562
782,18139,12,51113
783,18141,16,52188
784,18143,16.3,48615
785,18145,8.4,61327
786,18147,10.4,56646
787,18149,17.1,46940
788,18151,11,55184
789,18153,14.6,46810
790,18155,16.3,47478
791,18157,18,52858
792,18159,8.9,55503
793,18161,10.7,48206
794,18163,17.5,47456
795,18165,13.3,46330
796,18167,19.4,42497
797,18169,13.3,50177
798,18171,10,58045
799,18173,6.8,75727
800,18175,13.5,47686
801,18177,16.6,44179
802,18179,8.6,55221
803,18181,10.5,52377
804,18183,8.5,60126
805,19000,10.8,58706
806,19001,10.2,52155
807,19003,12.3,48191
808,19005,11,49445
809,19007,16.9,42274
810,19009,10.7,51484
811,19011,7.8,67946
812,19013,15.3,50426
813,19015,7.3,60558
814,19017,7.1,64213
815,19019,9,62294
816,19021,12.8,53230
817,19023,9,58386
818,19025,12.4,51754
819,19027,9.1,55084
820,19029,12.1,49281
821,19031,6.9,63430
822,19033,10.8,54454
823,19035,9.6,56343
824,19037,9.5,56819
825,19039,11,49889
826,19041,9.3,53615
827,19043,9.6,54740
828,19045,13.4,50729
829,19047,11.8,53806
830,19049,4.4,90133
831,19051,12.1,51477
832,19053,17.1,41843
833,19055,9.3,60458
834,19057,13.5,50773
835,19059,7.5,56496
836,19061,9.8,60936
837,19063,10.3,49353
838,19065,13.4,46389
839,19067,11.8,51901
840,19069,11.1,53157
841,19071,12.2,52616
842,19073,10.4,52459
843,19075,5.9,72184
844,19077,9.5,57635
845,19079,8.7,57106
846,19081,8.4,56542
847,19083,11.4,52662
848,19085,10,55835
849,19087,11.6,53670
850,19089,10.1,53046
851,19091,9.4,57197
852,19093,9.1,55732
853,19095,7.2,64091
854,19097,11.7,53539
855,19099,9,56134
856,19101,14,47907
857,19103,15.3,61395
858,19105,9.5,58689
859,19107,11.5,50980
860,19109,9.2,55491
861,19111,14.1,50481
862,19113,9,63754
863,19115,9.9,56067
864,19117,13.6,46169
865,19119,7.6,61749
866,19121,7.4,66012
867,19123,13,55947
868,19125,7.9,61175
869,19127,12.7,50495
870,19129,9.2,67016
871,19131,9.1,54451
872,19133,11.6,49236
873,19135,10.9,52047
874,19137,12.5,51317
875,19139,10.7,59042
876,19141,7.7,60375
877,19143,10.1,56459
878,19145,14.5,47994
879,19147,10.4,52311
880,19149,7.2,67056
881,19151,12.9,47919
882,19153,9.5,66112
883,19155,10.6,57867
884,19157,11.5,55766
885,19159,14.7,45259
886,19161,10.1,54328
887,19163,11.3,59461
888,19165,8.4,56373
889,19167,7.1,70601
890,19169,16.9,61381
891,19171,9.5,52685
892,19173,11.6,47383
893,19175,14.6,47814
894,19177,14,47667
895,19179,14.5,46981
896,19181,6.1,76146
897,19183,9.5,59903
898,19185,16.6,45384
899,19187,15,48712
900,19189,9.4,54045
901,19191,9,59365
902,19193,13.4,54528
903,19195,8.5,55404
904,19197,10,52803
905,20000,11.9,56382
906,20001,16.7,42957
907,20003,13.3,46595
908,20005,14.3,45941
909,20007,12.2,47948
910,20009,15.6,46934
911,20011,18.3,41847
912,20013,15,45637
913,20015,10.1,65561
914,20017,11.2,47436
915,20019,16.8,41890
916,20021,15.8,42469
917,20023,12.8,42247
918,20025,12,51621
919,20027,10.6,50634
920,20029,12.6,46241
921,20031,10.2,57021
922,20033,11.2,46636
923,20035,17.6,46703
924,20037,18.9,39461
925,20039,14.5,42077
926,20041,9.9,52562
927,20043,14.8,48553
928,20045,15.9,56007
929,20047,11.2,47725
930,20049,15.8,39556
931,20051,15.2,49715
932,20053,11.5,51355
933,20055,13.2,54534
934,20057,12.7,50080
935,20059,10.5,55330
936,20061,12,52012
937,20063,9.8,47029
938,20065,12.8,41138
939,20067,12.3,59534
940,20069,7.6,67671
941,20071,10.8,48647
942,20073,15.3,40741
943,20075,13,47454
944,20077,14.5,44594
945,20079,9.1,55470
946,20081,10.1,54145
947,20083,10.8,51962
948,20085,11,49779
949,20087,8.5,66044
950,20089,12.8,43234
951,20091,5.3,83516
952,20093,10.5,50526
953,20095,12.1,50081
954,20097,11.6,44374
955,20099,15.3,46819
956,20101,10.2,55083
957,20103,7.4,70740
958,20105,11.8,43865
959,20107,14.1,47300
960,20109,9.7,48024
961,20111,15.9,47279
962,20113,8.5,55686
963,20115,10.9,49980
964,20117,10.8,49466
965,20119,9.9,56397
966,20121,7.3,69327
967,20123,12,43743
968,20125,16.8,45808
969,20127,11.2,49561
970,20129,10.9,50698
971,20131,8.2,58729
972,20133,15.5,44073
973,20135,11.1,49258
974,20137,12.3,47697
975,20139,11.7,53537
976,20141,12.5,42832
977,20143,11.4,46585
978,20145,13,47677
979,20147,11.6,47196
980,20149,9.8,65956
981,20151,11.2,56540
982,20153,11.9,44596
983,20155,13.4,48588
984,20157,11.7,44247
985,20159,12.3,51102
986,20161,20.4,50212
987,20163,10.9,44086
988,20165,12.1,44203
989,20167,14.2,43139
990,20169,11.8,50072
991,20171,7.6,59798
992,20173,14.2,54176
993,20175,14.9,46541
994,20177,11.7,56810
995,20179,11.5,51363
996,20181,13.2,45991
997,20183,12.8,41047
998,20185,13.2,46396
999,20187,10.2,57769
1000,20189,10.3,56569
1001,20191,11.8,53212
1002,20193,11.5,53249
1003,20195,11.6,46634
1004,20197,7.6,63690
1005,20199,11.2,52621
1006,20201,10,47889
1007,20203,11.6,54401
1008,20205,15.3,41866
1009,20207,15.6,38840
1010,20209,18.4,46032
1011,21000,17.1,48332
1012,21001,22.5,35026
1013,21003,21.8,40955
1014,21005,10.4,53113
1015,21007,16,44010
1016,21009,22.1,41477
1017,21011,23,40507
1018,21013,36.7,28150
1019,21015,7.1,78163
1020,21017,16.7,46281
1021,21019,20.1,40752
1022,21021,15.5,48290
1023,21023,15.6,49416
1024,21025,36.2,27372
1025,21027,17.9,43148
1026,21029,9.2,62550
1027,21031,17.1,47146
1028,21033,16,42857
1029,21035,16.6,43554
1030,21037,10.9,61384
1031,21039,15.1,42019
1032,21041,20.8,48404
1033,21043,28.2,37186
1034,21045,25.1,31395
1035,21047,19.3,43124
1036,21049,14.1,53784
1037,21051,41.7,26386
1038,21053,26.4,29641
1039,21055,18.1,41522
1040,21057,22.8,31736
1041,21059,16.1,50359
1042,21061,16.9,39490
1043,21063,29.7,32846
1044,21065,24.8,34096
1045,21067,16.5,56192
1046,21069,17.4,41029
1047,21071,32.2,32841
1048,21073,13.7,53198
1049,21075,29,30761
1050,21077,14.7,47907
1051,21079,17,50518
1052,21081,13.9,51849
1053,21083,17.5,41963
1054,21085,22.5,38133
1055,21087,18.5,36809
1056,21089,16,46699
1057,21091,12.2,49475
1058,21093,12.8,52673
1059,21095,41.5,25815
1060,21097,15.3,49694
1061,21099,20,38182
1062,21101,16.2,47589
1063,21103,15.3,50721
1064,21105,19.1,40902
1065,21107,19.3,44419
1066,21109,31.4,31355
1067,21111,14.1,54977
1068,21113,14.7,57015
1069,21115,23.3,37724
1070,21117,12,59594
1071,21119,34.6,31788
1072,21121,32.2,28586
1073,21123,15.1,45288
1074,21125,24.3,39830
1075,21127,32.8,28672
1076,21129,33.7,28084
1077,21131,31,29317
1078,21133,30.8,32635
1079,21135,25.6,35056
1080,21137,21,39347
1081,21139,15.4,44435
1082,21141,17.9,47174
1083,21143,14.3,44318
1084,21145,15.2,48994
1085,21147,34.4,28024
1086,21149,16.4,44574
1087,21151,17,50783
1088,21153,32.1,28077
1089,21155,14.8,46125
1090,21157,12.1,50786
1091,21159,35.8,30177
1092,21161,18,45608
1093,21163,11.2,58873
1094,21165,25.4,36595
1095,21167,13.4,47611
1096,21169,23.4,33139
1097,21171,24.3,32518
1098,21173,17.7,43890
1099,21175,30.1,34121
1100,21177,19.4,40338
1101,21179,9.8,58960
1102,21181,18.8,40264
1103,21183,17.6,43142
1104,21185,5.1,97960
1105,21187,15.7,48362
1106,21189,36.8,25344
1107,21191,14.6,52861
1108,21193,25.9,34105
1109,21195,28.8,34076
1110,21197,24.6,35817
1111,21199,23.7,36295
1112,21201,21.1,43227
1113,21203,21.3,36756
1114,21205,23.7,41050
1115,21207,23.3,33575
1116,21209,10.4,67234
1117,21211,10.8,65054
1118,21213,14.4,47542
1119,21215,7.5,80808
1120,21217,18.2,41087
1121,21219,18,43512
1122,21221,14,47963
1123,21223,13.5,53024
1124,21225,17.8,46708
1125,21227,16.1,49966
1126,21229,15.2,49750
1127,21231,24.9,34382
1128,21233,14.7,42968
1129,21235,26.5,33809
1130,21237,29.9,29326
1131,21239,9.3,64177
1132,22000,19.6,46283
1133,22001,23.1,39252
1134,22003,20.8,42846
1135,22005,12.6,72154
1136,22007,18.9,45774
1137,22009,24.6,36177
1138,22011,14.6,51422
1139,22013,25.4,30483
1140,22015,16.8,52158
1141,22017,25.8,37636
1142,22019,14.2,52407
1143,22021,23.4,39863
1144,22023,13.2,56025
1145,22025,27.8,32380
1146,22027,39.5,34109
1147,22029,27.7,33873
1148,22031,22.8,40839
1149,22033,18.9,54494
1150,22035,46.7,26431
1151,22037,20.6,45839
1152,22039,23.6,33942
1153,22041,27.9,32485
1154,22043,21,44298
1155,22045,23.8,40964
1156,22047,22.9,44410
1157,22049,24.6,38893
1158,22051,17.1,51461
1159,22053,19.3,43317
1160,22055,17.4,52827
1161,22057,15.8,53081
1162,22059,18.4,44125
1163,22061,27.9,39941
1164,22063,11.4,61297
1165,22065,38.9,29507
1166,22067,28,32988
