FIPS,Deaths,Population,Crude_Rate
"05103",Suppressed,25002,Suppressed

"05105",Suppressed,10345,Suppressed

"05107",Suppressed,20399,Suppressed

"05109",Suppressed,11177,Suppressed

"05111",Suppressed,24145,Suppressed

"05113",Suppressed,20406,Suppressed

"05115",Suppressed,62547,Suppressed

"05117",Suppressed,8374,Suppressed

"05119",24,391284,6.1

"05121",Suppressed,17692,Suppressed

"05123",Suppressed,27260,Suppressed

"05125",Suppressed,114404,Suppressed

"05127",Suppressed,10950,Suppressed

"05129",Suppressed,8023,Suppressed

"05131",Suppressed,127342,Suppressed

"05133",Suppressed,17366,Suppressed

"05135",Suppressed,17049,Suppressed

"05137",Suppressed,12581,Suppressed

"05139",Suppressed,40694,Suppressed

"05141",Suppressed,16932,Suppressed

"05143",Suppressed,216410,Suppressed

"05145",Suppressed,78483,Suppressed

"05147",Suppressed,7072,Suppressed

"05149",Suppressed,21893,Suppressed

"06001",44,1578891,2.8

"06003",Suppressed,1159,Suppressed

"06005",Suppressed,36519,Suppressed

"06007",10,222090,Unreliable

"06009",Suppressed,44515,Suppressed

"06011",Suppressed,21358,Suppressed

"06013",43,1094205,3.9

"06015",Suppressed,27873,Suppressed

"06017",Suppressed,181737,Suppressed

"06019",50,955272,5.2

"06021",Suppressed,27940,Suppressed

"06023",20,134493,14.9

"06025",11,176584,Unreliable

"06027",Suppressed,18467,Suppressed

"06029",40,864124,4.6

"06031",Suppressed,150960,Suppressed

"06033",19,63860,Unreliable

"06035",Suppressed,32163,Suppressed

"06037",294,10017068,2.9

"06039",12,152389,Unreliable

"06041",Suppressed,258365,Suppressed

"06043",Suppressed,17755,Suppressed

"06045",11,87192,Unreliable

"06047",17,263228,Unreliable

"06049",Suppressed,9147,Suppressed

"06051",Suppressed,14074,Suppressed

"06053",27,428826,6.3

"06055",Suppressed,140326,Suppressed

"06057",Suppressed,98200,Suppressed

"06059",238,3114363,7.6

"06061",13,367309,Unreliable

"06063",Suppressed,18859,Suppressed

"06065",129,2292507,5.6

"06067",99,1462131,6.8

"06069",Suppressed,57600,Suppressed

"06071",56,2088371,2.7

"06073",257,3211252,8.0

"06075",75,837442,9.0

"06077",64,704379,9.1

"06079",21,276443,7.6

"06081",20,747373,2.7

"06083",17,435697,Unreliable

"06085",47,1862041,2.5

"06087",27,269419,10.0

"06089",21,178980,11.7

"06091",Suppressed,3047,Suppressed

"06093",Suppressed,43799,Suppressed

"06095",11,424788,Unreliable

"06097",12,495025,Unreliable

"06099",18,525491,Unreliable

"06101",Suppressed,95350,Suppressed

"06103",Suppressed,63057,Suppressed

"06105",Suppressed,13448,Suppressed

"06107",18,454143,Unreliable

"06109",Suppressed,53874,Suppressed

"06111",64,839620,7.6

"06113",Suppressed,204593,Suppressed

"06115",Suppressed,73340,Suppressed

"08001",50,469193,10.7

"08003",Suppressed,16253,Suppressed

"08005",20,607070,3.3

"08007",Suppressed,12194,Suppressed

"08009",Suppressed,3682,Suppressed

"08011",Suppressed,5688,Suppressed

"08013",39,310048,12.6

"08014",Suppressed,59471,Suppressed

"08015",Suppressed,18510,Suppressed

"08017",Suppressed,1890,Suppressed

"08019",Suppressed,9031,Suppressed

"08021",Suppressed,8277,Suppressed

"08023",Suppressed,3518,Suppressed

"08025",Suppressed,5322,Suppressed

"08027",Suppressed,4285,Suppressed

"08029",Suppressed,30483,Suppressed

"08031",75,649495,11.5

"08033",Suppressed,2029,Suppressed

"08035",17,305963,Unreliable

"08037",Suppressed,52460,Suppressed

"08039",Suppressed,23733,Suppressed

"08041",47,655044,7.2

"08043",Suppressed,46451,Suppressed

"08045",Suppressed,57302,Suppressed

"08047",Suppressed,5601,Suppressed

"08049",Suppressed,14289,Suppressed

"08051",Suppressed,15507,Suppressed

"08053",Suppressed,813,Suppressed

"08055",Suppressed,6519,Suppressed

"08057",Suppressed,1365,Suppressed

"08059",44,551798,8.0

"08061",Suppressed,1423,Suppressed

"08063",Suppressed,8037,Suppressed

"08065",Suppressed,7306,Suppressed

"08067",Suppressed,53284,Suppressed

"08069",24,315988,7.6

"08071",Suppressed,14446,Suppressed

"08073",Suppressed,5430,Suppressed

"08075",Suppressed,22450,Suppressed

"08077",Suppressed,147554,Suppressed

"08079",Suppressed,721,Suppressed

"08081",Suppressed,13103,Suppressed

"08083",Suppressed,25642,Suppressed

"08085",Suppressed,40713,Suppressed

"08087",Suppressed,28404,Suppressed

"08089",Suppressed,18703,Suppressed

"08091",Suppressed,4557,Suppressed

"08093",Suppressed,16121,Suppressed

"08095",Suppressed,4356,Suppressed

"08097",Suppressed,17379,Suppressed

"08099",Suppressed,12291,Suppressed

"08101",31,161451,19.2

"08103",Suppressed,6807,Suppressed

"08105",Suppressed,11803,Suppressed

"08107",Suppressed,23513,Suppressed

"08109",Suppressed,6208,Suppressed

"08111",Suppressed,692,Suppressed

"08113",Suppressed,7678,Suppressed

"08115",Suppressed,2360,Suppressed

"08117",Suppressed,28649,Suppressed

"08119",Suppressed,23275,Suppressed

"08121",Suppressed,4803,Suppressed

"08123",15,269785,Unreliable

"08125",Suppressed,10151,Suppressed

"09001",81,939904,8.6

"09003",113,898272,12.6

"09005",28,186924,15.0

"09007",19,165562,Unreliable

"09009",116,862287,13.5

"09011",49,274150,17.9

"09013",10,151377,Unreliable

"09015",11,117604,Unreliable

"10001",28,169416,16.5

"10003",51,549684,9.3

"10005",25,206649,12.1

"11001",54,646449,8.4

"12001",Suppressed,253451,Suppressed

"12003",Suppressed,27013,Suppressed

"12005",14,174987,Unreliable

"12007",Suppressed,26850,Suppressed

"12009",21,550823,3.8

"12011",99,1838844,5.4

"12013",Suppressed,14682,Suppressed

"12015",Suppressed,164736,Suppressed

"12017",Suppressed,139271,Suppressed

"12019",21,196399,10.7

"12021",26,339642,7.7

"12023",Suppressed,67543,Suppressed

"12027",Suppressed,34517,Suppressed

"12029",Suppressed,15940,Suppressed

"12031",87,885855,9.8

"12033",13,305817,Unreliable

"12035",Suppressed,99956,Suppressed

"12037",Suppressed,11598,Suppressed

"12039",Suppressed,46194,Suppressed

"12041",Suppressed,16931,Suppressed

"12043",Suppressed,13345,Suppressed

"12045",Suppressed,15829,Suppressed

"12047",Suppressed,14354,Suppressed

"12049",Suppressed,27519,Suppressed

"12051",Suppressed,37471,Suppressed

"12053",14,174441,Unreliable

"12055",Suppressed,97616,Suppressed

"12057",110,1291578,8.5

"12059",Suppressed,19717,Suppressed

"12061",Suppressed,141994,Suppressed

"12063",Suppressed,48922,Suppressed

"12065",Suppressed,14194,Suppressed

"12067",Suppressed,8848,Suppressed

"12069",Suppressed,308034,Suppressed

"12071",43,661115,6.5

"12073",12,281845,Unreliable

"12075",Suppressed,39644,Suppressed

"12077",Suppressed,8349,Suppressed

"12079",Suppressed,18728,Suppressed

"12081",54,342106,15.8

"12083",13,337362,Unreliable

"12085",10,151263,Unreliable

"12086",66,2617176,2.5

"12087",Suppressed,76351,Suppressed

"12089",Suppressed,75710,Suppressed

"12091",Suppressed,193811,Suppressed

"12093",Suppressed,39330,Suppressed

"12095",91,1225267,7.4

"12097",24,298504,8.0

"12099",80,1372171,5.8

"12101",40,475502,8.4

"12103",55,929048,5.9

"12105",17,623009,Unreliable

"12107",Suppressed,72577,Suppressed

"12109",14,209647,Unreliable

"12111",12,286832,Unreliable

"12113",10,161096,Unreliable

"12115",48,390429,12.3

"12117",40,436041,9.2

"12119",Suppressed,107056,Suppressed

"12121",Suppressed,43734,Suppressed

"12123",Suppressed,22857,Suppressed

"12125",Suppressed,15136,Suppressed

"12127",69,500800,13.8

"12129",Suppressed,31022,Suppressed

"12131",Suppressed,59807,Suppressed

"12133",Suppressed,24624,Suppressed

"13001",Suppressed,18440,Suppressed

"13003",Suppressed,8290,Suppressed

"13005",Suppressed,11216,Suppressed

"13007",Suppressed,3341,Suppressed

"13009",Suppressed,46039,Suppressed

"13011",Suppressed,18415,Suppressed

"13013",Suppressed,71453,Suppressed

"13015",Suppressed,101273,Suppressed

"13017",Suppressed,17515,Suppressed

"13019",Suppressed,19048,Suppressed

"13021",Suppressed,154721,Suppressed

"13023",Suppressed,12771,Suppressed

"13025",Suppressed,18292,Suppressed

"13027",Suppressed,15516,Suppressed

"13029",Suppressed,33157,Suppressed

"13031",Suppressed,71214,Suppressed

"13033",Suppressed,22923,Suppressed

"13035",Suppressed,23361,Suppressed

"13037",Suppressed,6523,Suppressed

"13039",Suppressed,51476,Suppressed

"13043",Suppressed,10937,Suppressed

"13045",10,112355,Unreliable

"13047",Suppressed,65311,Suppressed

"13049",Suppressed,13255,Suppressed

"13051",14,278434,Unreliable

"13053",Suppressed,12842,Suppressed

"13055",Suppressed,25138,Suppressed

"13057",18,225106,Unreliable

"13059",Suppressed,121265,Suppressed

"13061",Suppressed,3045,Suppressed

"13063",11,264220,Unreliable

"13065",Suppressed,6795,Suppressed

"13067",17,717190,Unreliable

"13069",Suppressed,43220,Suppressed

"13071",Suppressed,46275,Suppressed

"13073",Suppressed,135416,Suppressed

"13075",Suppressed,17066,Suppressed

"13077",Suppressed,133180,Suppressed

"13079",Suppressed,12504,Suppressed

"13081",Suppressed,23336,Suppressed

"13083",Suppressed,16507,Suppressed

"13085",Suppressed,22686,Suppressed

"13087",Suppressed,27359,Suppressed

"13089",18,713340,Unreliable

"13091",Suppressed,21221,Suppressed

"13093",Suppressed,14304,Suppressed

"13095",Suppressed,92969,Suppressed

"13097",Suppressed,136379,Suppressed

"13099",Suppressed,10542,Suppressed

"13101",Suppressed,4057,Suppressed

"13103",Suppressed,54456,Suppressed

"13105",Suppressed,19599,Suppressed

"13107",Suppressed,22867,Suppressed

"13109",Suppressed,10833,Suppressed

"13111",Suppressed,23760,Suppressed

"13113",Suppressed,108365,Suppressed

"13115",Suppressed,95821,Suppressed

"13117",11,195405,Unreliable

"13119",Suppressed,22009,Suppressed

"13121",67,984293,6.8

"13123",Suppressed,28579,Suppressed

"13125",Suppressed,3102,Suppressed

"13127",Suppressed,81508,Suppressed

"13129",Suppressed,55757,Suppressed

"13131",Suppressed,25278,Suppressed

"13133",Suppressed,16321,Suppressed

"13135",38,859304,4.4

"13137",Suppressed,43300,Suppressed

"13139",11,187745,Unreliable

"13141",Suppressed,8879,Suppressed

"13143",Suppressed,28495,Suppressed

"13145",Suppressed,32663,Suppressed

"13147",Suppressed,25446,Suppressed

"13149",Suppressed,11558,Suppressed

"13151",10,211128,Unreliable

"13153",Suppressed,147658,Suppressed

"13155",Suppressed,9427,Suppressed

"13157",Suppressed,61044,Suppressed

"13159",Suppressed,13601,Suppressed

"13161",Suppressed,15004,Suppressed

"13163",Suppressed,16320,Suppressed

"13165",Suppressed,9269,Suppressed

"13167",Suppressed,9767,Suppressed

"13169",Suppressed,28569,Suppressed

"13171",Suppressed,17959,Suppressed

"13173",Suppressed,10408,Suppressed

"13175",Suppressed,47999,Suppressed

"13177",Suppressed,29071,Suppressed

"13179",Suppressed,64135,Suppressed

"13181",Suppressed,7751,Suppressed

"13183",Suppressed,16624,Suppressed

"13185",Suppressed,112916,Suppressed

"13187",Suppressed,30918,Suppressed

"13189",Suppressed,21565,Suppressed

"13191",Suppressed,14007,Suppressed

"13193",Suppressed,14009,Suppressed

"13195",Suppressed,28057,Suppressed

"13197",Suppressed,8640,Suppressed

"13199",Suppressed,21232,Suppressed

"13201",Suppressed,5932,Suppressed

"13205",Suppressed,23045,Suppressed

"13207",Suppressed,26984,Suppressed

"13209",Suppressed,9021,Suppressed

"13211",Suppressed,17781,Suppressed

"13213",Suppressed,39267,Suppressed

"13215",Suppressed,202824,Suppressed

"13217",Suppressed,102446,Suppressed

"13219",Suppressed,34035,Suppressed

"13221",Suppressed,14548,Suppressed

"13223",11,146950,Unreliable

"13225",Suppressed,27014,Suppressed

"13227",Suppressed,29584,Suppressed

"13229",Suppressed,18938,Suppressed

"13231",Suppressed,17796,Suppressed

"13233",Suppressed,41183,Suppressed

"13235",Suppressed,11542,Suppressed

"13237",Suppressed,21371,Suppressed

"13239",Suppressed,2367,Suppressed

"13241",Suppressed,16235,Suppressed

"13243",Suppressed,7197,Suppressed

"13245",Suppressed,202003,Suppressed

"13247",Suppressed,86919,Suppressed

"13249",Suppressed,5089,Suppressed

"13251",Suppressed,14240,Suppressed

"13253",Suppressed,8945,Suppressed

"13255",Suppressed,63829,Suppressed

"13257",Suppressed,25683,Suppressed

"13259",Suppressed,5868,Suppressed

"13261",Suppressed,31364,Suppressed

"13263",Suppressed,6456,Suppressed

"13265",Suppressed,1703,Suppressed

"13267",Suppressed,25526,Suppressed

"13269",Suppressed,8464,Suppressed

"13271",Suppressed,16591,Suppressed

"13273",Suppressed,9022,Suppressed

"13275",Suppressed,44869,Suppressed

"13277",Suppressed,40286,Suppressed

"13279",Suppressed,27273,Suppressed

"13281",Suppressed,10771,Suppressed

"13283",Suppressed,6712,Suppressed

"13285",Suppressed,69053,Suppressed

"13287",Suppressed,8134,Suppressed

"13289",Suppressed,8481,Suppressed

"13291",Suppressed,21566,Suppressed

"13293",Suppressed,26566,Suppressed

"13295",Suppressed,68198,Suppressed

"13297",13,85754,Unreliable

"13299",Suppressed,35709,Suppressed

"13301",Suppressed,5558,Suppressed

"13303",Suppressed,20676,Suppressed

"13305",Suppressed,30077,Suppressed

"13307",Suppressed,2719,Suppressed

"13309",Suppressed,7909,Suppressed

"13311",Suppressed,27797,Suppressed

"13313",Suppressed,102945,Suppressed

"13315",Suppressed,8960,Suppressed

"13317",Suppressed,10010,Suppressed

"13319",Suppressed,9432,Suppressed

"13321",Suppressed,21291,Suppressed

"15001",Suppressed,190821,Suppressed

"15003",47,983429,4.8

"15005",Suppressed,90,Suppressed

"15007",Suppressed,69512,Suppressed

"15009",Suppressed,160202,Suppressed

"16001",36,416464,8.6

"16003",Suppressed,3828,Suppressed

"16005",Suppressed,83249,Suppressed

"16007",Suppressed,5943,Suppressed

"16009",Suppressed,9044,Suppressed

"16011",Suppressed,45290,Suppressed

"16013",Suppressed,21329,Suppressed

"16015",Suppressed,6795,Suppressed

"16017",Suppressed,40699,Suppressed

"16019",Suppressed,107517,Suppressed

"16021",Suppressed,10853,Suppressed

"16023",Suppressed,2642,Suppressed

"16025",Suppressed,1042,Suppressed

"16027",Suppressed,198871,Suppressed

"16029",Suppressed,6808,Suppressed

"16031",Suppressed,23331,Suppressed

"16033",Suppressed,867,Suppressed

"16035",Suppressed,8577,Suppressed

"16037",Suppressed,4249,Suppressed

"16039",Suppressed,26170,Suppressed

"16041",Suppressed,12854,Suppressed

"16043",Suppressed,12927,Suppressed

"16045",Suppressed,16686,Suppressed

"16047",Suppressed,15080,Suppressed

"16049",Suppressed,16116,Suppressed

"16051",Suppressed,26914,Suppressed

"16053",Suppressed,22514,Suppressed

"16055",Suppressed,144265,Suppressed

"16057",Suppressed,38078,Suppressed

"16059",Suppressed,7712,Suppressed

"16061",Suppressed,3902,Suppressed

"16063",Suppressed,5315,Suppressed

"16065",Suppressed,37450,Suppressed

"16067",Suppressed,20292,Suppressed

"16069",Suppressed,39915,Suppressed

"16071",Suppressed,4275,Suppressed

"16073",Suppressed,11472,Suppressed

"16075",Suppressed,22610,Suppressed

"16077",Suppressed,7719,Suppressed

"16079",Suppressed,12690,Suppressed

"16081",Suppressed,10275,Suppressed

"16083",Suppressed,79957,Suppressed

"16085",Suppressed,9606,Suppressed

"16087",Suppressed,9944,Suppressed

"17001",Suppressed,67130,Suppressed

"17003",Suppressed,7629,Suppressed

"17005",Suppressed,17470,Suppressed

"17007",Suppressed,53957,Suppressed

"17009",Suppressed,6860,Suppressed

"17011",Suppressed,34056,Suppressed

"17013",Suppressed,5059,Suppressed

"17015",Suppressed,14910,Suppressed

"17017",Suppressed,13324,Suppressed

"17019",13,204897,Unreliable

"17021",Suppressed,34298,Suppressed

"17023",Suppressed,16182,Suppressed

"17025",Suppressed,13566,Suppressed

"17027",Suppressed,37907,Suppressed

"17029",Suppressed,53697,Suppressed

"17031",478,5240700,9.1

"17033",Suppressed,19505,Suppressed

"17035",Suppressed,10939,Suppressed

"17037",Suppressed,104741,Suppressed

"17039",Suppressed,16420,Suppressed

"17041",Suppressed,19887,Suppressed

"17043",56,932126,6.0

"17045",Suppressed,17960,Suppressed

"17047",Suppressed,6672,Suppressed

"17049",Suppressed,34307,Suppressed

"17051",Suppressed,22060,Suppressed

"17053",Suppressed,13832,Suppressed

"17055",Suppressed,39202,Suppressed

"17057",Suppressed,36346,Suppressed

"17059",Suppressed,5415,Suppressed

"17061",Suppressed,13629,Suppressed

"17063",Suppressed,50228,Suppressed

"17065",Suppressed,8368,Suppressed

"17067",Suppressed,18618,Suppressed

"17069",Suppressed,4181,Suppressed

"17071",Suppressed,6990,Suppressed

"17073",Suppressed,49860,Suppressed

"17075",Suppressed,28982,Suppressed

"17077",Suppressed,59814,Suppressed

"17079",Suppressed,9592,Suppressed

"17081",Suppressed,38644,Suppressed

"17083",Suppressed,22641,Suppressed

"17085",Suppressed,22407,Suppressed

"17087",Suppressed,12677,Suppressed

"17089",22,523643,4.2

"17091",15,112120,Unreliable

"17093",Suppressed,119348,Suppressed

"17095",Suppressed,52078,Suppressed

"17097",44,703019,6.3

"17099",20,112183,17.8

"17101",Suppressed,16558,Suppressed

"17103",Suppressed,34858,Suppressed

"17105",Suppressed,38186,Suppressed

"17107",Suppressed,29964,Suppressed

"17109",Suppressed,32464,Suppressed

"17111",18,307409,Unreliable

"17113",Suppressed,174647,Suppressed

"17115",Suppressed,109278,Suppressed

"17117",Suppressed,46880,Suppressed

"17119",35,267225,13.1

"17121",Suppressed,38622,Suppressed

"17123",Suppressed,12153,Suppressed

"17125",Suppressed,14248,Suppressed

"17127",Suppressed,15073,Suppressed

"17129",Suppressed,12607,Suppressed

"17131",Suppressed,16178,Suppressed

"17133",Suppressed,33493,Suppressed

"17135",Suppressed,29654,Suppressed

"17137",Suppressed,35067,Suppressed

"17139",Suppressed,14876,Suppressed

"17141",Suppressed,52385,Suppressed

"17143",20,188429,10.6

"17145",Suppressed,21887,Suppressed

"17147",Suppressed,16433,Suppressed

"17149",Suppressed,16150,Suppressed

"17151",Suppressed,4312,Suppressed

"17153",Suppressed,5908,Suppressed

"17155",Suppressed,5801,Suppressed

"17157",Suppressed,32890,Suppressed

"17159",Suppressed,16182,Suppressed

"17161",Suppressed,147258,Suppressed

"17163",23,266955,8.6

"17165",Suppressed,24939,Suppressed

"17167",14,199145,Unreliable

"17169",Suppressed,7444,Suppressed

"17171",Suppressed,5222,Suppressed

"17173",Suppressed,22119,Suppressed

"17175",Suppressed,5907,Suppressed

"17177",Suppressed,46740,Suppressed

"17179",Suppressed,136352,Suppressed

"17181",Suppressed,17583,Suppressed

"17183",Suppressed,80329,Suppressed

"17185",Suppressed,11665,Suppressed

"17187",Suppressed,17726,Suppressed

"17189",Suppressed,14448,Suppressed

"17191",Suppressed,16612,Suppressed

"17193",Suppressed,14549,Suppressed

"17195",Suppressed,57557,Suppressed

"17197",48,682829,7.0

"17199",Suppressed,66924,Suppressed

"17201",58,290666,20.0

"17203",Suppressed,39273,Suppressed

"18001",Suppressed,34614,Suppressed

"18003",Suppressed,363014,Suppressed

"18005",Suppressed,79587,Suppressed

"18007",Suppressed,8767,Suppressed

"18009",Suppressed,12481,Suppressed

"18011",Suppressed,60477,Suppressed

"18013",Suppressed,15023,Suppressed

"18015",Suppressed,20086,Suppressed

"18017",Suppressed,38463,Suppressed

"18019",13,112938,Unreliable

"18021",Suppressed,26803,Suppressed

"18023",Suppressed,32916,Suppressed

"18025",Suppressed,10621,Suppressed

"18027",Suppressed,32407,Suppressed

"18029",Suppressed,49904,Suppressed

"18031",Suppressed,26277,Suppressed

"18033",Suppressed,42307,Suppressed

"18035",11,117484,Unreliable

"18037",Suppressed,42361,Suppressed

"18039",Suppressed,200563,Suppressed

"18041",Suppressed,23861,Suppressed

"18043",Suppressed,76244,Suppressed

"18045",Suppressed,16880,Suppressed

"18047",Suppressed,22951,Suppressed

"18049",Suppressed,20449,Suppressed

"18051",Suppressed,33612,Suppressed

"18053",Suppressed,69126,Suppressed

"18055",Suppressed,32781,Suppressed

"18057",Suppressed,296693,Suppressed

"18059",Suppressed,71575,Suppressed

"18061",Suppressed,39163,Suppressed

"18063",Suppressed,153879,Suppressed

"18065",Suppressed,49044,Suppressed

"18067",Suppressed,82760,Suppressed

"18069",Suppressed,36791,Suppressed

"18071",Suppressed,43466,Suppressed

"18073",Suppressed,33389,Suppressed

"18075",Suppressed,21330,Suppressed

