FIPS,Deaths,Population,Crude_Rate
"05001",Suppressed,18892,Suppressed

"05003",Suppressed,21692,Suppressed

"05005",Suppressed,41536,Suppressed

"05007",12,227556,Unreliable

"05009",Suppressed,37051,Suppressed

"05011",Suppressed,11482,Suppressed

"05013",Suppressed,5144,Suppressed

"05015",Suppressed,27512,Suppressed

"05017",Suppressed,11721,Suppressed

"05019",Suppressed,22858,Suppressed

"05021",Suppressed,15880,Suppressed

"05023",Suppressed,25901,Suppressed

"05025",Suppressed,8672,Suppressed

"05027",Suppressed,24401,Suppressed

"05029",Suppressed,21270,Suppressed

"05031",Suppressed,98315,Suppressed

"05033",Suppressed,61944,Suppressed

"05035",Suppressed,50525,Suppressed

"05037",Suppressed,17781,Suppressed

"05039",Suppressed,8072,Suppressed

"05041",Suppressed,12763,Suppressed

"05043",Suppressed,18467,Suppressed

"05045",Suppressed,116342,Suppressed

"05047",Suppressed,18047,Suppressed

"05049",Suppressed,12296,Suppressed

"05051",Suppressed,97124,Suppressed

"05053",Suppressed,17988,Suppressed

"05055",Suppressed,42720,Suppressed

"05057",Suppressed,22541,Suppressed

"05059",Suppressed,32881,Suppressed

"05061",Suppressed,13886,Suppressed

"05063",Suppressed,36861,Suppressed

"05065",Suppressed,13419,Suppressed

"05067",Suppressed,17866,Suppressed

"05069",Suppressed,76246,Suppressed

"05071",Suppressed,25742,Suppressed

"05073",Suppressed,7516,Suppressed

"05075",Suppressed,17178,Suppressed

"05077",Suppressed,10326,Suppressed

"05079",Suppressed,14006,Suppressed

"05081",Suppressed,12996,Suppressed

"05083",Suppressed,22290,Suppressed

"05085",Suppressed,69341,Suppressed

"05087",Suppressed,15776,Suppressed

"05089",Suppressed,16573,Suppressed

"05091",Suppressed,43759,Suppressed

"05093",Suppressed,45966,Suppressed

"05095",Suppressed,8075,Suppressed

"05097",Suppressed,9433,Suppressed

"05099",Suppressed,9017,Suppressed

"05101",Suppressed,8264,Suppressed

"05103",Suppressed,25880,Suppressed

"05105",Suppressed,10405,Suppressed

"05107",Suppressed,21442,Suppressed

"05109",Suppressed,11259,Suppressed

"05111",Suppressed,24514,Suppressed

"05113",Suppressed,20610,Suppressed

"05115",Suppressed,62331,Suppressed

"05117",Suppressed,8618,Suppressed

"05119",22,386299,5.7

"05121",Suppressed,18017,Suppressed

"05123",Suppressed,27970,Suppressed

"05125",Suppressed,109526,Suppressed

"05127",Suppressed,11272,Suppressed

"05129",Suppressed,8036,Suppressed

"05131",Suppressed,127127,Suppressed

"05133",Suppressed,17293,Suppressed

"05135",Suppressed,17380,Suppressed

"05137",Suppressed,12603,Suppressed

"05139",Suppressed,41427,Suppressed

"05141",Suppressed,17083,Suppressed

"05143",Suppressed,207521,Suppressed

"05145",Suppressed,78167,Suppressed

"05147",Suppressed,7229,Suppressed

"05149",Suppressed,22060,Suppressed

"06001",44,1529875,2.9

"06003",Suppressed,1102,Suppressed

"06005",Suppressed,37953,Suppressed

"06007",22,220266,10.0

"06009",Suppressed,45052,Suppressed

"06011",Suppressed,21549,Suppressed

"06013",37,1066096,3.5

"06015",Suppressed,28659,Suppressed

"06017",Suppressed,180938,Suppressed

"06019",61,942904,6.5

"06021",Suppressed,28128,Suppressed

"06023",23,134761,17.1

"06025",Suppressed,177057,Suppressed

"06027",Suppressed,18478,Suppressed

"06029",43,851710,5.0

"06031",Suppressed,153765,Suppressed

"06033",18,64323,Unreliable

"06035",10,34200,Unreliable

"06037",245,9889056,2.5

"06039",18,152925,Unreliable

"06041",Suppressed,255031,Suppressed

"06043",Suppressed,18191,Suppressed

"06045",Suppressed,87553,Suppressed

"06047",Suppressed,259898,Suppressed

"06049",Suppressed,9517,Suppressed

"06051",Suppressed,14309,Suppressed

"06053",30,421898,7.1

"06055",Suppressed,138088,Suppressed

"06057",Suppressed,98612,Suppressed

"06059",215,3055745,7.0

"06061",11,357138,Unreliable

"06063",Suppressed,19765,Suppressed

"06065",108,2239620,4.8

"06067",66,1436105,4.6

"06069",Suppressed,56072,Suppressed

"06071",61,2065377,3.0

"06073",275,3140069,8.8

"06075",106,812826,13.0

"06077",73,696214,10.5

"06079",23,271969,8.5

"06081",14,727209,Unreliable

"06083",12,426878,Unreliable

"06085",58,1809378,3.2

"06087",43,264298,16.3

"06089",17,177774,Unreliable

"06091",Suppressed,3113,Suppressed

"06093",Suppressed,44507,Suppressed

"06095",15,416471,Unreliable

"06097",23,488116,4.7

"06099",18,518522,Unreliable

"06101",Suppressed,94919,Suppressed

"06103",Suppressed,63601,Suppressed

"06105",Suppressed,13723,Suppressed

"06107",23,449253,5.1

"06109",Suppressed,54953,Suppressed

"06111",84,831771,10.1

"06113",Suppressed,202054,Suppressed

"06115",Suppressed,72578,Suppressed

"08001",55,451443,12.2

"08003",Suppressed,15710,Suppressed

"08005",16,584948,Unreliable

"08007",Suppressed,12013,Suppressed

"08009",Suppressed,3795,Suppressed

"08011",Suppressed,6250,Suppressed

"08013",23,299378,7.7

"08014",Suppressed,57352,Suppressed

"08015",Suppressed,17932,Suppressed

"08017",Suppressed,1876,Suppressed

"08019",Suppressed,9012,Suppressed

"08021",Suppressed,8291,Suppressed

"08023",Suppressed,3662,Suppressed

"08025",Suppressed,5736,Suppressed

"08027",Suppressed,4205,Suppressed

"08029",Suppressed,30451,Suppressed

"08031",88,619968,14.2

"08033",Suppressed,2056,Suppressed

"08035",18,292167,Unreliable

"08037",Suppressed,51854,Suppressed

"08039",Suppressed,23174,Suppressed

"08041",34,636963,5.3

"08043",Suppressed,47347,Suppressed

"08045",Suppressed,56270,Suppressed

"08047",Suppressed,5467,Suppressed

"08049",Suppressed,14548,Suppressed

"08051",Suppressed,15408,Suppressed

"08053",Suppressed,830,Suppressed

"08055",Suppressed,6520,Suppressed

"08057",Suppressed,1370,Suppressed

"08059",47,539884,8.7

"08061",Suppressed,1433,Suppressed

"08063",Suppressed,8142,Suppressed

"08065",Suppressed,7427,Suppressed

"08067",Suppressed,51917,Suppressed

"08069",33,305525,10.8

"08071",Suppressed,15037,Suppressed

"08073",Suppressed,5454,Suppressed

"08075",Suppressed,22619,Suppressed

"08077",Suppressed,147083,Suppressed

"08079",Suppressed,708,Suppressed

"08081",Suppressed,13451,Suppressed

"08083",Suppressed,25442,Suppressed

"08085",Suppressed,41011,Suppressed

"08087",Suppressed,28175,Suppressed

"08089",Suppressed,18865,Suppressed

"08091",Suppressed,4356,Suppressed

"08093",Suppressed,16089,Suppressed

"08095",Suppressed,4399,Suppressed

"08097",Suppressed,17102,Suppressed

"08099",Suppressed,12549,Suppressed

"08101",14,160545,Unreliable

"08103",Suppressed,6782,Suppressed

"08105",Suppressed,11956,Suppressed

"08107",Suppressed,23239,Suppressed

"08109",Suppressed,6228,Suppressed

"08111",Suppressed,692,Suppressed

"08113",Suppressed,7490,Suppressed

"08115",Suppressed,2364,Suppressed

"08117",Suppressed,27972,Suppressed

"08119",Suppressed,23356,Suppressed

"08121",Suppressed,4770,Suppressed

"08123",24,258638,9.3

"08125",Suppressed,10100,Suppressed

"09001",29,925899,3.1

"09003",50,894705,5.6

"09005",Suppressed,188789,Suppressed

"09007",12,166043,Unreliable

"09009",65,861113,7.5

"09011",22,273502,8.0

"09013",Suppressed,152507,Suppressed

"09015",10,118151,Unreliable

"10001",23,164834,14.0

"10003",52,541971,9.6

"10005",21,200330,10.5

"11001",42,617996,6.8

"12001",13,249365,Unreliable

"12003",Suppressed,27154,Suppressed

"12005",Suppressed,169856,Suppressed

"12007",Suppressed,28255,Suppressed

"12009",31,543566,5.7

"12011",125,1780172,7.0

"12013",Suppressed,14750,Suppressed

"12015",Suppressed,160511,Suppressed

"12017",Suppressed,140031,Suppressed

"12019",18,192370,Unreliable

"12021",39,328134,11.9

"12023",Suppressed,67485,Suppressed

"12027",Suppressed,34894,Suppressed

"12029",Suppressed,16486,Suppressed

"12031",86,870709,9.9

"12033",28,299114,9.4

"12035",13,97376,Unreliable

"12037",Suppressed,11596,Suppressed

"12039",Suppressed,46151,Suppressed

"12041",Suppressed,17004,Suppressed

"12043",Suppressed,12635,Suppressed

"12045",Suppressed,15844,Suppressed

"12047",Suppressed,14671,Suppressed

"12049",Suppressed,27887,Suppressed

"12051",Suppressed,39089,Suppressed

"12053",11,173094,Unreliable

"12055",Suppressed,98630,Suppressed

"12057",201,1267775,15.9

"12059",Suppressed,19873,Suppressed

"12061",11,138894,Unreliable

"12063",Suppressed,49292,Suppressed

"12065",Suppressed,14658,Suppressed

"12067",Suppressed,8942,Suppressed

"12069",17,301019,Unreliable

"12071",71,631330,11.2

"12073",Suppressed,277971,Suppressed

"12075",Suppressed,40156,Suppressed

"12077",Suppressed,8314,Suppressed

"12079",Suppressed,19115,Suppressed

"12081",61,327142,18.6

"12083",16,332529,Unreliable

"12085",10,147495,Unreliable

"12086",74,2554766,2.9

"12087",Suppressed,73873,Suppressed

"12089",Suppressed,74195,Suppressed

"12091",13,183482,Unreliable

"12093",Suppressed,40140,Suppressed

"12095",116,1169107,9.9

"12097",36,276163,13.0

"12099",61,1335187,4.6

"12101",54,466457,11.6

"12103",71,917398,7.7

"12105",20,609492,3.3

"12107",16,74041,Unreliable

"12109",19,195823,Unreliable

"12111",18,280379,Unreliable

"12113",15,154104,Unreliable

"12115",65,382213,17.0

"12117",50,425071,11.8

"12119",Suppressed,97756,Suppressed

"12121",Suppressed,41972,Suppressed

"12123",Suppressed,22691,Suppressed

"12125",Suppressed,15388,Suppressed

"12127",65,494804,13.1

"12129",Suppressed,30978,Suppressed

"12131",Suppressed,55793,Suppressed

"12133",Suppressed,24935,Suppressed

"13001",Suppressed,18420,Suppressed

"13003",Suppressed,8413,Suppressed

"13005",Suppressed,11203,Suppressed

"13007",Suppressed,3085,Suppressed

"13009",Suppressed,44417,Suppressed

"13011",Suppressed,18251,Suppressed

"13013",Suppressed,69912,Suppressed

"13015",13,100421,Unreliable

"13017",Suppressed,17673,Suppressed

"13019",Suppressed,19372,Suppressed

"13021",Suppressed,156433,Suppressed

"13023",Suppressed,13290,Suppressed

"13025",Suppressed,18367,Suppressed

"13027",Suppressed,15889,Suppressed

"13029",Suppressed,31377,Suppressed

"13031",Suppressed,72881,Suppressed

"13033",Suppressed,23504,Suppressed

"13035",Suppressed,23504,Suppressed

"13037",Suppressed,6740,Suppressed

"13039",Suppressed,50410,Suppressed

"13043",Suppressed,11276,Suppressed

"13045",14,111159,Unreliable

"13047",Suppressed,64530,Suppressed

"13049",Suppressed,13422,Suppressed

"13051",10,271544,Unreliable

"13053",Suppressed,11749,Suppressed

"13055",Suppressed,25736,Suppressed

"13057",13,218286,Unreliable

"13059",10,117344,Unreliable

"13061",Suppressed,3111,Suppressed

"13063",16,261532,Unreliable

"13065",Suppressed,6777,Suppressed

"13067",14,697553,Unreliable

"13069",Suppressed,42864,Suppressed

"13071",Suppressed,45645,Suppressed

"13073",Suppressed,128112,Suppressed

"13075",Suppressed,17125,Suppressed

"13077",Suppressed,129629,Suppressed

"13079",Suppressed,12567,Suppressed

"13081",Suppressed,23710,Suppressed

"13083",Suppressed,16570,Suppressed

"13085",Suppressed,22459,Suppressed

"13087",Suppressed,27694,Suppressed

"13089",24,699893,3.4

"13091",Suppressed,21894,Suppressed

"13093",Suppressed,14587,Suppressed

"13095",Suppressed,94788,Suppressed

"13097",Suppressed,133355,Suppressed

"13099",Suppressed,10778,Suppressed

"13101",Suppressed,4129,Suppressed

"13103",Suppressed,52655,Suppressed

"13105",Suppressed,19886,Suppressed

"13107",Suppressed,22567,Suppressed

"13109",Suppressed,11065,Suppressed

"13111",Suppressed,23708,Suppressed

"13113",Suppressed,107784,Suppressed

"13115",Suppressed,95989,Suppressed

"13117",16,181840,Unreliable

"13119",Suppressed,21864,Suppressed

"13121",56,949599,5.9

"13123",Suppressed,28324,Suppressed

"13125",Suppressed,3084,Suppressed

"13127",Suppressed,80386,Suppressed

"13129",Suppressed,55621,Suppressed

"13131",Suppressed,25255,Suppressed

"13133",Suppressed,16031,Suppressed

"13135",24,824941,2.9

"13137",Suppressed,43279,Suppressed

"13139",12,183052,Unreliable

"13141",Suppressed,9400,Suppressed

"13143",Suppressed,28638,Suppressed

"13145",Suppressed,32265,Suppressed

"13147",Suppressed,25305,Suppressed

"13149",Suppressed,11744,Suppressed

"13151",13,207360,Unreliable

"13153",Suppressed,143925,Suppressed

"13155",Suppressed,9679,Suppressed

"13157",Suppressed,61257,Suppressed

"13159",Suppressed,13885,Suppressed

"13161",Suppressed,15162,Suppressed

"13163",Suppressed,16675,Suppressed

"13165",Suppressed,8148,Suppressed

"13167",Suppressed,9975,Suppressed

"13169",Suppressed,28516,Suppressed

"13171",Suppressed,18194,Suppressed

"13173",Suppressed,10404,Suppressed

"13175",Suppressed,47949,Suppressed

"13177",Suppressed,28575,Suppressed

"13179",Suppressed,65451,Suppressed

"13181",Suppressed,7862,Suppressed

"13183",Suppressed,15136,Suppressed

"13185",Suppressed,111885,Suppressed

"13187",Suppressed,30031,Suppressed

"13189",Suppressed,21673,Suppressed

"13191",Suppressed,14170,Suppressed

"13193",Suppressed,14405,Suppressed

"13195",Suppressed,27921,Suppressed

"13197",Suppressed,8746,Suppressed

"13199",Suppressed,21617,Suppressed

"13201",Suppressed,6141,Suppressed

"13205",Suppressed,23462,Suppressed

"13207",Suppressed,26625,Suppressed

"13209",Suppressed,9065,Suppressed

"13211",Suppressed,17961,Suppressed

"13213",Suppressed,39557,Suppressed

"13215",11,194107,Unreliable

"13217",Suppressed,100814,Suppressed

"13219",Suppressed,33366,Suppressed

"13221",Suppressed,14686,Suppressed

"13223",17,143542,Unreliable

"13225",Suppressed,27823,Suppressed

"13227",Suppressed,29415,Suppressed

"13229",Suppressed,18770,Suppressed

"13231",Suppressed,17751,Suppressed

"13233",Suppressed,41211,Suppressed

"13235",Suppressed,11735,Suppressed

"13237",Suppressed,21345,Suppressed

"13239",Suppressed,2464,Suppressed

"13241",Suppressed,16274,Suppressed

"13243",Suppressed,7558,Suppressed

"13245",Suppressed,201217,Suppressed

"13247",Suppressed,85765,Suppressed

"13249",Suppressed,5020,Suppressed

"13251",Suppressed,14367,Suppressed

"13253",Suppressed,8791,Suppressed

"13255",Suppressed,64033,Suppressed

"13257",Suppressed,25960,Suppressed

"13259",Suppressed,5910,Suppressed

"13261",Suppressed,32511,Suppressed

"13263",Suppressed,6751,Suppressed

"13265",Suppressed,1703,Suppressed

"13267",Suppressed,25688,Suppressed

"13269",Suppressed,8499,Suppressed

"13271",Suppressed,16057,Suppressed

"13273",Suppressed,9319,Suppressed

"13275",Suppressed,44702,Suppressed

"13277",Suppressed,41461,Suppressed

"13279",Suppressed,27434,Suppressed

"13281",Suppressed,10611,Suppressed

"13283",Suppressed,6825,Suppressed

"13285",Suppressed,67764,Suppressed

"13287",Suppressed,8875,Suppressed

"13289",Suppressed,8779,Suppressed

"13291",Suppressed,21134,Suppressed

"13293",Suppressed,26977,Suppressed

"13295",Suppressed,68848,Suppressed

"13297",Suppressed,84580,Suppressed

"13299",Suppressed,36474,Suppressed

"13301",Suppressed,5721,Suppressed

"13303",Suppressed,21111,Suppressed

"13305",Suppressed,30327,Suppressed

"13307",Suppressed,2791,Suppressed

"13309",Suppressed,7939,Suppressed

"13311",Suppressed,27273,Suppressed

"13313",12,103184,Unreliable

"13315",Suppressed,9298,Suppressed

"13317",Suppressed,10211,Suppressed

"13319",Suppressed,9444,Suppressed

"13321",Suppressed,21921,Suppressed

"15001",Suppressed,186738,Suppressed

"15003",41,963607,4.3

"15005",Suppressed,90,Suppressed

"15007",Suppressed,67701,Suppressed

"15009",Suppressed,156674,Suppressed

"16001",23,400842,5.7

"16003",Suppressed,3977,Suppressed

"16005",Suppressed,83691,Suppressed

"16007",Suppressed,6001,Suppressed

"16009",Suppressed,9209,Suppressed

"16011",Suppressed,45952,Suppressed

"16013",Suppressed,21199,Suppressed

"16015",Suppressed,7025,Suppressed

"16017",Suppressed,40808,Suppressed

"16019",Suppressed,105772,Suppressed

"16021",Suppressed,10804,Suppressed

"16023",Suppressed,2822,Suppressed

"16025",Suppressed,1124,Suppressed

"16027",Suppressed,191694,Suppressed

"16029",Suppressed,6850,Suppressed

"16031",Suppressed,23186,Suppressed

"16033",Suppressed,949,Suppressed

"16035",Suppressed,8702,Suppressed

"16037",Suppressed,4333,Suppressed

"16039",Suppressed,26346,Suppressed

"16041",Suppressed,12850,Suppressed

"16043",Suppressed,13128,Suppressed

"16045",Suppressed,16665,Suppressed

"16047",Suppressed,15475,Suppressed

"16049",Suppressed,16446,Suppressed

"16051",Suppressed,26301,Suppressed

"16053",Suppressed,22682,Suppressed

"16055",Suppressed,141132,Suppressed

"16057",Suppressed,37704,Suppressed

"16059",Suppressed,7967,Suppressed

"16061",Suppressed,3822,Suppressed

"16063",Suppressed,5186,Suppressed

"16065",Suppressed,37864,Suppressed

"16067",Suppressed,20155,Suppressed

"16069",Suppressed,39543,Suppressed

"16071",Suppressed,4215,Suppressed

"16073",Suppressed,11438,Suppressed

"16075",Suppressed,22624,Suppressed

"16077",Suppressed,7766,Suppressed

"16079",Suppressed,12672,Suppressed

"16081",Suppressed,10166,Suppressed

"16083",Suppressed,78005,Suppressed

"16085",Suppressed,9638,Suppressed

"16087",Suppressed,10255,Suppressed

"17001",Suppressed,67159,Suppressed

"17003",Suppressed,8036,Suppressed

"17005",Suppressed,17727,Suppressed

"17007",Suppressed,54367,Suppressed

"17009",Suppressed,6878,Suppressed

"17011",Suppressed,34606,Suppressed

"17013",Suppressed,5048,Suppressed

"17015",Suppressed,15163,Suppressed

"17017",Suppressed,13579,Suppressed

"17019",14,201685,Unreliable

"17021",Suppressed,34865,Suppressed

"17023",Suppressed,16161,Suppressed

"17025",Suppressed,13728,Suppressed

"17027",Suppressed,37956,Suppressed

"17029",Suppressed,53916,Suppressed

"17031",353,5217080,6.8

"17033",Suppressed,19857,Suppressed

"17035",Suppressed,11096,Suppressed

"17037",Suppressed,104743,Suppressed

"17039",Suppressed,16578,Suppressed

"17041",Suppressed,19836,Suppressed

"17043",58,923222,6.3

"17045",Suppressed,18393,Suppressed

"17047",Suppressed,6618,Suppressed

"17049",Suppressed,34280,Suppressed

"17051",Suppressed,22133,Suppressed

"17053",Suppressed,13976,Suppressed

"17055",Suppressed,39627,Suppressed

"17057",Suppressed,36962,Suppressed

"17059",Suppressed,5528,Suppressed

"17061",Suppressed,13798,Suppressed

"17063",Suppressed,50130,Suppressed

"17065",Suppressed,8425,Suppressed

"17067",Suppressed,19031,Suppressed

"17069",Suppressed,4281,Suppressed

"17071",Suppressed,7196,Suppressed

"17073",Suppressed,50328,Suppressed

"17075",Suppressed,29475,Suppressed

"17077",Suppressed,60365,Suppressed

"17079",Suppressed,9717,Suppressed

"17081",Suppressed,38713,Suppressed

"17083",Suppressed,22916,Suppressed

"17085",Suppressed,22712,Suppressed

"17087",Suppressed,12654,Suppressed

"17089",16,520271,Unreliable

"17091",Suppressed,113698,Suppressed

"17093",Suppressed,116631,Suppressed

"17095",Suppressed,52917,Suppressed

"17097",62,706222,8.8

"17099",19,113518,Unreliable

"17101",Suppressed,16745,Suppressed

"17103",Suppressed,35467,Suppressed

"17105",Suppressed,38885,Suppressed

"17107",Suppressed,30140,Suppressed

"17109",Suppressed,32582,Suppressed

"17111",19,308944,Unreliable

"17113",Suppressed,170556,Suppressed

"17115",Suppressed,110730,Suppressed

"17117",Suppressed,47687,Suppressed

"17119",43,268459,16.0

"17121",Suppressed,39335,Suppressed

"17123",Suppressed,12533,Suppressed

"17125",Suppressed,14485,Suppressed

"17127",Suppressed,15442,Suppressed

"17129",Suppressed,12703,Suppressed

"17131",Suppressed,16363,Suppressed

"17133",Suppressed,33306,Suppressed

"17135",Suppressed,29848,Suppressed

"17137",Suppressed,35543,Suppressed

"17139",Suppressed,14824,Suppressed

"17141",Suppressed,53115,Suppressed

"17143",20,186834,10.7

"17145",Suppressed,22264,Suppressed

"17147",Suppressed,16675,Suppressed

"17149",Suppressed,16398,Suppressed

"17151",Suppressed,4370,Suppressed

"17153",Suppressed,6046,Suppressed

"17155",Suppressed,5968,Suppressed

"17157",Suppressed,33361,Suppressed

"17159",Suppressed,16230,Suppressed

"17161",12,147556,Unreliable

"17163",24,270259,8.9

"17165",Suppressed,24981,Suppressed

"17167",18,198844,Unreliable

"17169",Suppressed,7479,Suppressed

"17171",Suppressed,5271,Suppressed

"17173",Suppressed,22212,Suppressed

"17175",Suppressed,5667,Suppressed

"17177",Suppressed,47563,Suppressed

"17179",12,135661,Unreliable

"17181",Suppressed,17708,Suppressed

"17183",Suppressed,81509,Suppressed

"17185",Suppressed,11834,Suppressed

"17187",Suppressed,17818,Suppressed

"17189",Suppressed,14533,Suppressed

"17191",Suppressed,16651,Suppressed

"17193",Suppressed,14663,Suppressed

"17195",Suppressed,58388,Suppressed

"17197",54,681545,7.9

"17199",Suppressed,66622,Suppressed

"17201",21,293993,7.1

"17203",Suppressed,38861,Suppressed

"18001",Suppressed,34370,Suppressed

"18003",Suppressed,358327,Suppressed

"18005",Suppressed,77870,Suppressed

"18007",Suppressed,8853,Suppressed

"18009",Suppressed,12594,Suppressed

"18011",Suppressed,57481,Suppressed

"18013",Suppressed,15099,Suppressed

"18015",Suppressed,20031,Suppressed

"18017",Suppressed,38828,Suppressed

"18019",Suppressed,111570,Suppressed

"18021",Suppressed,26894,Suppressed

"18023",Suppressed,33104,Suppressed

"18025",Suppressed,10658,Suppressed

"18027",Suppressed,31978,Suppressed

"18029",Suppressed,50113,Suppressed

"18031",Suppressed,25944,Suppressed

"18033",Suppressed,42462,Suppressed

"18035",13,117660,Unreliable

"18037",Suppressed,42199,Suppressed

"18039",10,198941,Unreliable

"18041",Suppressed,24285,Suppressed

"18043",Suppressed,74989,Suppressed

"18045",Suppressed,17213,Suppressed

"18047",Suppressed,23041,Suppressed

"18049",Suppressed,20872,Suppressed

"18051",Suppressed,33505,Suppressed

"18053",Suppressed,69793,Suppressed

"18055",Suppressed,32895,Suppressed

"18057",Suppressed,282810,Suppressed

"18059",Suppressed,70529,Suppressed

"18061",Suppressed,39336,Suppressed

"18063",Suppressed,147979,Suppressed

"18065",Suppressed,49264,Suppressed

"18067",Suppressed,82800,Suppressed

"18069",Suppressed,37211,Suppressed

"18071",Suppressed,42966,Suppressed

"18073",Suppressed,33416,Suppressed

