FIPS,Deaths,Population,Crude_Rate
"18069",Suppressed,36630,Suppressed

"18071",Suppressed,44069,Suppressed

"18073",Suppressed,33470,Suppressed

"18075",Suppressed,21121,Suppressed

"18077",Suppressed,32416,Suppressed

"18079",Suppressed,27897,Suppressed

"18081",Suppressed,149633,Suppressed

"18083",Suppressed,37927,Suppressed

"18085",Suppressed,78620,Suppressed

"18087",Suppressed,38809,Suppressed

"18089",32,487865,6.6

"18091",Suppressed,110884,Suppressed

"18093",Suppressed,45495,Suppressed

"18095",19,129723,Unreliable

"18097",90,939020,9.6

"18099",Suppressed,46857,Suppressed

"18101",Suppressed,10226,Suppressed

"18103",Suppressed,35862,Suppressed

"18105",10,144705,Unreliable

"18107",Suppressed,38227,Suppressed

"18109",10,69648,Unreliable

"18111",Suppressed,14008,Suppressed

"18113",Suppressed,47733,Suppressed

"18115",Suppressed,5938,Suppressed

"18117",Suppressed,19605,Suppressed

"18119",Suppressed,20872,Suppressed

"18121",Suppressed,16901,Suppressed

"18123",Suppressed,19347,Suppressed

"18125",Suppressed,12594,Suppressed

"18127",22,167688,13.1

"18129",Suppressed,25512,Suppressed

"18131",Suppressed,12889,Suppressed

"18133",Suppressed,37585,Suppressed

"18135",Suppressed,25172,Suppressed

"18137",Suppressed,28701,Suppressed

"18139",Suppressed,16672,Suppressed

"18141",41,268441,15.3

