"County"	FIPS	Deaths	Population	Crude_Rate
	"Greenlee County, AZ"	"04011"	Suppressed	8802	Suppressed
	"La Paz County, AZ"	"04012"	Suppressed	20281	Suppressed
	"Maricopa County, AZ"	"04013"	201	3942169	5.1
	"Mohave County, AZ"	"04015"	42	203334	20.7
	"Navajo County, AZ"	"04017"	Suppressed	107094	Suppressed
	"Pima County, AZ"	"04019"	141	992394	14.2
	"Pinal County, AZ"	"04021"	31	387365	8.0
	"Santa Cruz County, AZ"	"04023"	Suppressed	47303	Suppressed
	"Yavapai County, AZ"	"04025"	23	212637	10.8
	"Yuma County, AZ"	"04027"	Suppressed	200022	Suppressed
	"Arkansas County, AR"	"05001"	Suppressed	18892	Suppressed
	"Ashley County, AR"	"05003"	Suppressed	21524	Suppressed
	"Baxter County, AR"	"05005"	Suppressed	41048	Suppressed
	"Benton County, AR"	"05007"	Suppressed	232268	Suppressed
	"Boone County, AR"	"05009"	Suppressed	37327	Suppressed
	"Bradley County, AR"	"05011"	Suppressed	11397	Suppressed
	"Calhoun County, AR"	"05013"	Suppressed	5307	Suppressed
	"Carroll County, AR"	"05015"	Suppressed	27610	Suppressed
	"Chicot County, AR"	"05017"	Suppressed	11433	Suppressed
	"Clark County, AR"	"05019"	Suppressed	22936	Suppressed
	"Clay County, AR"	"05021"	Suppressed	15684	Suppressed
	"Cleburne County, AR"	"05023"	Suppressed	25808	Suppressed
	"Cleveland County, AR"	"05025"	Suppressed	8627	Suppressed
	"Columbia County, AR"	"05027"	Suppressed	24473	Suppressed
	"Conway County, AR"	"05029"	Suppressed	21287	Suppressed
	"Craighead County, AR"	"05031"	Suppressed	99735	Suppressed
	"Crawford County, AR"	"05033"	Suppressed	61946	Suppressed
	"Crittenden County, AR"	"05035"	Suppressed	50021	Suppressed
	"Cross County, AR"	"05037"	Suppressed	17683	Suppressed
	"Dallas County, AR"	"05039"	Suppressed	7987	Suppressed
	"Desha County, AR"	"05041"	Suppressed	12545	Suppressed
	"Drew County, AR"	"05043"	Suppressed	18743	Suppressed
	"Faulkner County, AR"	"05045"	Suppressed	118704	Suppressed
	"Franklin County, AR"	"05047"	Suppressed	18045	Suppressed
	"Fulton County, AR"	"05049"	Suppressed	12318	Suppressed
	"Garland County, AR"	"05051"	Suppressed	96903	Suppressed
	"Grant County, AR"	"05053"	Suppressed	17986	Suppressed
	"Greene County, AR"	"05055"	Suppressed	43163	Suppressed
	"Hempstead County, AR"	"05057"	Suppressed	22373	Suppressed
	"Hot Spring County, AR"	"05059"	Suppressed	33394	Suppressed
	"Howard County, AR"	"05061"	Suppressed	13735	Suppressed
	"Independence County, AR"	"05063"	Suppressed	37025	Suppressed
	"Izard County, AR"	"05065"	Suppressed	13474	Suppressed
	"Jackson County, AR"	"05067"	Suppressed	17600	Suppressed
	"Jefferson County, AR"	"05069"	Suppressed	74723	Suppressed
	"Johnson County, AR"	"05071"	Suppressed	25901	Suppressed
	"Lafayette County, AR"	"05073"	Suppressed	7447	Suppressed
	"Lawrence County, AR"	"05075"	Suppressed	17012	Suppressed
	"Lee County, AR"	"05077"	Suppressed	10216	Suppressed
	"Lincoln County, AR"	"05079"	Suppressed	14101	Suppressed
	"Little River County, AR"	"05081"	Suppressed	12919	Suppressed
	"Logan County, AR"	"05083"	Suppressed	21983	Suppressed
	"Lonoke County, AR"	"05085"	Suppressed	69839	Suppressed
	"Madison County, AR"	"05087"	Suppressed	15645	Suppressed
	"Marion County, AR"	"05089"	Suppressed	16568	Suppressed
	"Miller County, AR"	"05091"	Suppressed	43634	Suppressed
	"Mississippi County, AR"	"05093"	Suppressed	45562	Suppressed
	"Monroe County, AR"	"05095"	Suppressed	7828	Suppressed
	"Montgomery County, AR"	"05097"	Suppressed	9340	Suppressed
	"Nevada County, AR"	"05099"	Suppressed	8925	Suppressed
	"Newton County, AR"	"05101"	Suppressed	8086	Suppressed
	"Ouachita County, AR"	"05103"	Suppressed	25396	Suppressed
	"Perry County, AR"	"05105"	Suppressed	10339	Suppressed
	"Phillips County, AR"	"05107"	Suppressed	20784	Suppressed
	"Pike County, AR"	"05109"	Suppressed	11247	Suppressed
	"Poinsett County, AR"	"05111"	Suppressed	24307	Suppressed
	"Polk County, AR"	"05113"	Suppressed	20471	Suppressed
	"Pope County, AR"	"05115"	Suppressed	62765	Suppressed
	"Prairie County, AR"	"05117"	Suppressed	8458	Suppressed
	"Pulaski County, AR"	"05119"	17	388953	Unreliable
	"Randolph County, AR"	"05121"	Suppressed	17930	Suppressed
	"St. Francis County, AR"	"05123"	Suppressed	27858	Suppressed
	"Saline County, AR"	"05125"	Suppressed	111845	Suppressed
	"Scott County, AR"	"05127"	Suppressed	11010	Suppressed
	"Searcy County, AR"	"05129"	Suppressed	8007	Suppressed
	"Sebastian County, AR"	"05131"	Suppressed	127304	Suppressed
	"Sevier County, AR"	"05133"	Suppressed	17177	Suppressed
	"Sharp County, AR"	"05135"	Suppressed	17054	Suppressed
	"Stone County, AR"	"05137"	Suppressed	12663	Suppressed
	"Union County, AR"	"05139"	Suppressed	40867	Suppressed
	"Van Buren County, AR"	"05141"	Suppressed	17030	Suppressed
	"Washington County, AR"	"05143"	10	211411	Unreliable
	"White County, AR"	"05145"	Suppressed	78493	Suppressed
	"Woodruff County, AR"	"05147"	Suppressed	7100	Suppressed
	"Yell County, AR"	"05149"	Suppressed	21932	Suppressed
	"Alameda County, CA"	"06001"	33	1554720	2.1
	"Alpine County, CA"	"06003"	Suppressed	1129	Suppressed
	"Amador County, CA"	"06005"	Suppressed	37035	Suppressed
	"Butte County, CA"	"06007"	16	221539	Unreliable
	"Calaveras County, CA"	"06009"	Suppressed	44742	Suppressed
	"Colusa County, CA"	"06011"	Suppressed	21411	Suppressed
	"Contra Costa County, CA"	"06013"	43	1079597	4.0
	"Del Norte County, CA"	"06015"	Suppressed	28290	Suppressed
	"El Dorado County, CA"	"06017"	Suppressed	180561	Suppressed
	"Fresno County, CA"	"06019"	39	947895	4.1
	"Glenn County, CA"	"06021"	Suppressed	27992	Suppressed
	"Humboldt County, CA"	"06023"	22	134827	16.3
	"Imperial County, CA"	"06025"	Suppressed	176948	Suppressed
	"Inyo County, CA"	"06027"	Suppressed	18495	Suppressed
	"Kern County, CA"	"06029"	46	856158	5.4
	"Kings County, CA"	"06031"	Suppressed	151364	Suppressed
	"Lake County, CA"	"06033"	15	63983	Unreliable
	"Lassen County, CA"	"06035"	Suppressed	33658	Suppressed
	"Los Angeles County, CA"	"06037"	233	9962789	2.3
	"Madera County, CA"	"06039"	17	152218	Unreliable
	"Marin County, CA"	"06041"	14	256069	Unreliable
	"Mariposa County, CA"	"06043"	Suppressed	17905	Suppressed
	"Mendocino County, CA"	"06045"	Suppressed	87428	Suppressed
	"Merced County, CA"	"06047"	Suppressed	262305	Suppressed
	"Modoc County, CA"	"06049"	Suppressed	9327	Suppressed
	"Mono County, CA"	"06051"	Suppressed	14348	Suppressed
	"Monterey County, CA"	"06053"	24	426762	5.6
	"Napa County, CA"	"06055"	Suppressed	139045	Suppressed
	"Nevada County, CA"	"06057"	Suppressed	98292	Suppressed
	"Orange County, CA"	"06059"	206	3090132	6.7
	"Placer County, CA"	"06061"	Suppressed	361682	Suppressed
	"Plumas County, CA"	"06063"	Suppressed	19399	Suppressed
	"Riverside County, CA"	"06065"	120	2268783	5.3
	"Sacramento County, CA"	"06067"	59	1450121	4.1
	"San Benito County, CA"	"06069"	Suppressed	56884	Suppressed
	"San Bernardino County, CA"	"06071"	56	2081313	2.7
	"San Diego County, CA"	"06073"	264	3177063	8.3
	"San Francisco County, CA"	"06075"	58	825863	7.0
	"San Joaquin County, CA"	"06077"	40	702612	5.7
	"San Luis Obispo County, CA"	"06079"	19	274804	Unreliable
	"San Mateo County, CA"	"06081"	17	739311	Unreliable
	"Santa Barbara County, CA"	"06083"	14	431249	Unreliable
	"Santa Clara County, CA"	"06085"	40	1837504	2.2
	"Santa Cruz County, CA"	"06087"	26	266776	9.7
	"Shasta County, CA"	"06089"	24	178586	13.4
	"Sierra County, CA"	"06091"	Suppressed	3086	Suppressed
	"Siskiyou County, CA"	"06093"	Suppressed	44154	Suppressed
	"Solano County, CA"	"06095"	Suppressed	420757	Suppressed
	"Sonoma County, CA"	"06097"	25	491829	5.1
	"Stanislaus County, CA"	"06099"	13	521726	Unreliable
	"Sutter County, CA"	"06101"	Suppressed	95022	Suppressed
	"Tehama County, CA"	"06103"	Suppressed	63406	Suppressed
	"Trinity County, CA"	"06105"	Suppressed	13526	Suppressed
	"Tulare County, CA"	"06107"	Suppressed	451977	Suppressed
	"Tuolumne County, CA"	"06109"	Suppressed	54008	Suppressed
	"Ventura County, CA"	"06111"	90	835981	10.8
	"Yolo County, CA"	"06113"	Suppressed	204118	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	72926	Suppressed
	"Adams County, CO"	"08001"	62	459598	13.5
	"Alamosa County, CO"	"08003"	Suppressed	16148	Suppressed
	"Arapahoe County, CO"	"08005"	13	595546	Unreliable
	"Archuleta County, CO"	"08007"	Suppressed	12070	Suppressed
	"Baca County, CO"	"08009"	Suppressed	3751	Suppressed
	"Bent County, CO"	"08011"	Suppressed	5773	Suppressed
	"Boulder County, CO"	"08013"	25	305318	8.2
	"Broomfield County, CO"	"08014"	Suppressed	58298	Suppressed
	"Chaffee County, CO"	"08015"	Suppressed	18150	Suppressed
	"Cheyenne County, CO"	"08017"	Suppressed	1874	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	9026	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	8275	Suppressed
	"Costilla County, CO"	"08023"	Suppressed	3594	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	5365	Suppressed
	"Custer County, CO"	"08027"	Suppressed	4249	Suppressed
	"Delta County, CO"	"08029"	Suppressed	30432	Suppressed
	"Denver County, CO"	"08031"	68	634265	10.7
	"Dolores County, CO"	"08033"	Suppressed	1994	Suppressed
	"Douglas County, CO"	"08035"	22	298215	7.4
	"Eagle County, CO"	"08037"	Suppressed	51874	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	23383	Suppressed
	"El Paso County, CO"	"08041"	45	644964	7.0
	"Fremont County, CO"	"08043"	Suppressed	46788	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	56953	Suppressed
	"Gilpin County, CO"	"08047"	Suppressed	5491	Suppressed
	"Grand County, CO"	"08049"	Suppressed	14195	Suppressed
	"Gunnison County, CO"	"08051"	Suppressed	15475	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	810	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	6596	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	1348	Suppressed
	"Jefferson County, CO"	"08059"	49	545358	9.0
	"Kiowa County, CO"	"08061"	Suppressed	1444	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	8094	Suppressed
	"Lake County, CO"	"08065"	Suppressed	7338	Suppressed
	"La Plata County, CO"	"08067"	Suppressed	52401	Suppressed
	"Larimer County, CO"	"08069"	20	310487	6.4
	"Las Animas County, CO"	"08071"	Suppressed	14945	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	5453	Suppressed
	"Logan County, CO"	"08075"	Suppressed	22631	Suppressed
	"Mesa County, CO"	"08077"	Suppressed	147848	Suppressed
	"Mineral County, CO"	"08079"	Suppressed	709	Suppressed
	"Moffat County, CO"	"08081"	Suppressed	13200	Suppressed
	"Montezuma County, CO"	"08083"	Suppressed	25431	Suppressed
	"Montrose County, CO"	"08085"	Suppressed	40725	Suppressed
	"Morgan County, CO"	"08087"	Suppressed	28472	Suppressed
	"Otero County, CO"	"08089"	Suppressed	18698	Suppressed
	"Ouray County, CO"	"08091"	Suppressed	4530	Suppressed
	"Park County, CO"	"08093"	Suppressed	16029	Suppressed
	"Phillips County, CO"	"08095"	Suppressed	4367	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	17263	Suppressed
	"Prowers County, CO"	"08099"	Suppressed	12389	Suppressed
	"Pueblo County, CO"	"08101"	26	160852	16.2
	"Rio Blanco County, CO"	"08103"	Suppressed	6857	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	11943	Suppressed
	"Routt County, CO"	"08107"	Suppressed	23334	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	6304	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	690	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	7580	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	2383	Suppressed
	"Summit County, CO"	"08117"	Suppressed	28044	Suppressed
	"Teller County, CO"	"08119"	Suppressed	23389	Suppressed
	"Washington County, CO"	"08121"	Suppressed	4766	Suppressed
	"Weld County, CO"	"08123"	15	263691	Unreliable
	"Yuma County, CO"	"08125"	Suppressed	10119	Suppressed
	"Fairfield County, CT"	"09001"	37	933835	4.0
	"Hartford County, CT"	"09003"	45	897259	5.0
	"Litchfield County, CT"	"09005"	13	187530	Unreliable
	"Middlesex County, CT"	"09007"	11	165602	Unreliable
	"New Haven County, CT"	"09009"	43	862813	5.0
	"New London County, CT"	"09011"	31	274170	11.3
	"Tolland County, CT"	"09013"	10	151539	Unreliable
	"Windham County, CT"	"09015"	Suppressed	117599	Suppressed
	"Kent County, DE"	"10001"	20	167626	11.9
	"New Castle County, DE"	"10003"	43	546076	7.9
	"Sussex County, DE"	"10005"	14	203390	Unreliable
	"District of Columbia, DC"	"11001"	36	632323	5.7
	"Alachua County, FL"	"12001"	Suppressed	251417	Suppressed
	"Baker County, FL"	"12003"	Suppressed	27086	Suppressed
	"Bay County, FL"	"12005"	11	171903	Unreliable
	"Bradford County, FL"	"12007"	Suppressed	27049	Suppressed
	"Brevard County, FL"	"12009"	25	547307	4.6
	"Broward County, FL"	"12011"	113	1815137	6.2
	"Calhoun County, FL"	"12013"	Suppressed	14723	Suppressed
	"Charlotte County, FL"	"12015"	Suppressed	162449	Suppressed
	"Citrus County, FL"	"12017"	19	139360	Unreliable
	"Clay County, FL"	"12019"	25	194345	12.9
	"Collier County, FL"	"12021"	31	332427	9.3
	"Columbia County, FL"	"12023"	11	67966	Unreliable
	"DeSoto County, FL"	"12027"	Suppressed	34712	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	16126	Suppressed
	"Duval County, FL"	"12031"	109	879602	12.4
	"Escambia County, FL"	"12033"	24	302715	7.9
	"Flagler County, FL"	"12035"	Suppressed	98359	Suppressed
	"Franklin County, FL"	"12037"	Suppressed	11686	Suppressed
	"Gadsden County, FL"	"12039"	Suppressed	46528	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	16815	Suppressed
	"Glades County, FL"	"12043"	Suppressed	13107	Suppressed
	"Gulf County, FL"	"12045"	Suppressed	15718	Suppressed
	"Hamilton County, FL"	"12047"	Suppressed	14708	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	27514	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	37447	Suppressed
	"Hernando County, FL"	"12053"	13	173422	Unreliable
	"Highlands County, FL"	"12055"	Suppressed	98128	Suppressed
	"Hillsborough County, FL"	"12057"	136	1277746	10.6
	"Holmes County, FL"	"12059"	Suppressed	19804	Suppressed
	"Indian River County, FL"	"12061"	11	140567	Unreliable
	"Jackson County, FL"	"12063"	Suppressed	48968	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	14256	Suppressed
	"Lafayette County, FL"	"12067"	Suppressed	8804	Suppressed
	"Lake County, FL"	"12069"	Suppressed	303186	Suppressed
	"Lee County, FL"	"12071"	44	645293	6.8
	"Leon County, FL"	"12073"	Suppressed	283769	Suppressed
	"Levy County, FL"	"12075"	Suppressed	40025	Suppressed
	"Liberty County, FL"	"12077"	Suppressed	8276	Suppressed
	"Madison County, FL"	"12079"	Suppressed	18907	Suppressed
	"Manatee County, FL"	"12081"	38	333895	11.4
	"Marion County, FL"	"12083"	10	335125	Unreliable
	"Martin County, FL"	"12085"	Suppressed	148817	Suppressed
	"Miami-Dade County, FL"	"12086"	79	2591035	3.0
	"Monroe County, FL"	"12087"	Suppressed	74809	Suppressed
	"Nassau County, FL"	"12089"	14	74629	Unreliable
	"Okaloosa County, FL"	"12091"	15	190083	Unreliable
	"Okeechobee County, FL"	"12093"	Suppressed	39467	Suppressed
	"Orange County, FL"	"12095"	104	1202234	8.7
	"Osceola County, FL"	"12097"	24	287416	8.4
	"Palm Beach County, FL"	"12099"	54	1356545	4.0
	"Pasco County, FL"	"12101"	35	470391	7.4
	"Pinellas County, FL"	"12103"	66	921319	7.2
	"Polk County, FL"	"12105"	12	616158	Unreliable
	"Putnam County, FL"	"12107"	Suppressed	73263	Suppressed
	"St. Johns County, FL"	"12109"	12	202188	Unreliable
	"St. Lucie County, FL"	"12111"	13	283866	Unreliable
	"Santa Rosa County, FL"	"12113"	10	158512	Unreliable
	"Sarasota County, FL"	"12115"	57	386147	14.8
	"Seminole County, FL"	"12117"	34	430838	7.9
	"Sumter County, FL"	"12119"	Suppressed	101620	Suppressed
	"Suwannee County, FL"	"12121"	Suppressed	43656	Suppressed
	"Taylor County, FL"	"12123"	Suppressed	22744	Suppressed
	"Union County, FL"	"12125"	Suppressed	15212	Suppressed
	"Volusia County, FL"	"12127"	57	496950	11.5
	"Wakulla County, FL"	"12129"	Suppressed	30818	Suppressed
	"Walton County, FL"	"12131"	Suppressed	57582	Suppressed
	"Washington County, FL"	"12133"	Suppressed	24892	Suppressed
	"Appling County, GA"	"13001"	Suppressed	18368	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	8284	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	11198	Suppressed
	"Baker County, GA"	"13007"	Suppressed	3366	Suppressed
	"Baldwin County, GA"	"13009"	Suppressed	46367	Suppressed
	"Banks County, GA"	"13011"	Suppressed	18316	Suppressed
	"Barrow County, GA"	"13013"	Suppressed	70169	Suppressed
	"Bartow County, GA"	"13015"	10	100661	Unreliable
	"Ben Hill County, GA"	"13017"	Suppressed	17538	Suppressed
	"Berrien County, GA"	"13019"	Suppressed	19041	Suppressed
	"Bibb County, GA"	"13021"	Suppressed	156462	Suppressed
	"Bleckley County, GA"	"13023"	Suppressed	12913	Suppressed
	"Brantley County, GA"	"13025"	Suppressed	18587	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	15403	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	32214	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	72694	Suppressed
	"Burke County, GA"	"13033"	Suppressed	23125	Suppressed
	"Butts County, GA"	"13035"	Suppressed	23524	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	6504	Suppressed
	"Camden County, GA"	"13039"	Suppressed	51402	Suppressed
	"Candler County, GA"	"13043"	Suppressed	11117	Suppressed
	"Carroll County, GA"	"13045"	11	111580	Unreliable
	"Catoosa County, GA"	"13047"	14	65046	Unreliable
	"Charlton County, GA"	"13049"	Suppressed	13295	Suppressed
	"Chatham County, GA"	"13051"	Suppressed	276434	Suppressed
	"Chattahoochee County, GA"	"13053"	Suppressed	13037	Suppressed
	"Chattooga County, GA"	"13055"	Suppressed	25725	Suppressed
	"Cherokee County, GA"	"13057"	12	221315	Unreliable
	"Clarke County, GA"	"13059"	Suppressed	120266	Suppressed
	"Clay County, GA"	"13061"	Suppressed	3116	Suppressed
	"Clayton County, GA"	"13063"	19	265888	Unreliable
	"Clinch County, GA"	"13065"	Suppressed	6718	Suppressed
	"Cobb County, GA"	"13067"	17	707442	Unreliable
	"Coffee County, GA"	"13069"	Suppressed	43170	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	46137	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	131627	Suppressed
	"Cook County, GA"	"13075"	Suppressed	16923	Suppressed
	"Coweta County, GA"	"13077"	11	130929	Unreliable
	"Crawford County, GA"	"13079"	Suppressed	12600	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	23606	Suppressed
	"Dade County, GA"	"13083"	Suppressed	16490	Suppressed
	"Dawson County, GA"	"13085"	Suppressed	22422	Suppressed
	"Decatur County, GA"	"13087"	Suppressed	27509	Suppressed
	"DeKalb County, GA"	"13089"	24	707089	3.4
	"Dodge County, GA"	"13091"	Suppressed	21329	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	14318	Suppressed
	"Dougherty County, GA"	"13095"	Suppressed	94501	Suppressed
	"Douglas County, GA"	"13097"	Suppressed	133971	Suppressed
	"Early County, GA"	"13099"	Suppressed	10594	Suppressed
	"Echols County, GA"	"13101"	Suppressed	3988	Suppressed
	"Effingham County, GA"	"13103"	Suppressed	53293	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	19684	Suppressed
	"Emanuel County, GA"	"13107"	Suppressed	22898	Suppressed
	"Evans County, GA"	"13109"	Suppressed	10689	Suppressed
