FIPS_Code,Prescription_Rate_2011
12083,96.4
12085,91.3
12086,38.5
12087,110.3
12089,123.8
12091,124.3
12093,117.4
12095,62.7
12097,72.6
12099,76.1
12101,118.3
12103,105.2
12105,84.1
12107,124.7
12109,73.7
12111,85.6
12113,124.8
12115,97.2
12117,82.9
12119,75.3
12121,92.8
12123,109.0
12125,69.6
12127,98.1
12129,80.6
12131,101.6
12133,153.2
13001,105.5
13003,71.4
13005,165.8
13007,–
13009,120.0
13011,39.1
13013,91.3
13015,117.7
13017,138.7
13019,96.5
13021,165.4
13023,143.7
13025,70.1
13027,114.1
13029,76.5
13031,93.8
13033,76.4
13035,86.5
13037,–
13039,89.2
13043,121.7
13045,137.9
13047,173.1
13049,78.4
13051,99.8
13053,–
13055,124.1
13057,78.8
13059,127.1
13061,117.0
13063,57.4
13065,135.4
13067,75.3
13069,187.9
13071,84.2
13073,97.0
13075,110.1
13077,95.8
13079,–
13081,195.3
13083,105.1
13085,153.3
13087,130.4
13089,51.2
13091,92.5
13093,–
13095,127.0
13097,113.6
13099,108.0
13101,–
13103,75.5
13105,133.5
13107,111.0
13109,169.2
13111,130.4
13113,85.1
13115,160.9
13117,64.7
13119,161.3
13121,56.9
13123,138.6
13125,–
13127,127.4
13129,145.7
13131,63.0
13133,128.2
13135,54.7
13137,137.8
13139,103.9
13141,47.9
13143,236.3
13145,5.2
13147,105.8
13149,–
13151,86.9
13153,123.1
13155,69.4
13157,120.5
13159,54.4
13161,146.5
13163,112.8
13165,37.0
13167,35.1
13169,47.7
13171,92.5
13173,–
13175,159.6
13177,40.1
13179,56.5
13181,–
13183,–
13185,106.1
13187,73.9
13189,178.7
13191,85.9
13193,56.5
13195,98.1
13197,–
13199,32.2
13201,137.9
13205,97.9
13207,61.4
13209,–
13211,54.3
13213,114.4
13215,111.9
13217,102.1
13219,63.4
13221,–
13223,75.2
13225,95.2
13227,145.3
13229,45.9
13231,–
13233,183.4
13235,86.8
13237,51.5
13239,–
13241,151.8
13243,174.8
13245,107.8
13247,87.3
13249,–
13251,44.5
13253,144.1
13255,161.6
13257,171.4
13259,84.9
13261,123.6
13263,–
13265,–
13267,65.7
13269,45.2
13271,50.8
13273,50.1
13275,101.3
13277,141.4
13279,201.0
13281,106.3
13283,–
13285,117.9
13287,70.7
13289,–
13291,162.4
13293,131.3
13295,45.9
13297,113.7
13299,225.3
13301,–
13303,90.9
13305,167.3
13307,–
13309,–
13311,85.9
13313,99.1
13315,–
13317,158.9
13319,–
13321,95.6
15001,82.2
15003,38.4
15005,–
15007,80.2
15009,71.3
19001,37.9
19003,53.7
19005,54.6
19007,74.9
19009,41.6
19011,3.9
19013,83.0
19015,53.4
19017,41.9
19019,39.7
19021,44.2
19023,38.0
19025,40.5
19027,97.2
19029,104.5
19031,25.6
19033,101.5
19035,61.5
19037,31.1
19039,71.2
19041,101.3
19043,35.2
19045,73.4
19047,49.8
19049,20.1
19051,35.2
19053,–
19055,56.6
19057,94.9
19059,55.2
19061,65.0
19063,32.8
19065,87.9
19067,79.9
19069,28.3
19071,69.6
19073,69.5
19075,8.3
19077,21.7
19079,53.9
19081,22.4
19083,54.9
19085,64.4
19087,47.5
19089,64.5
19091,40.3
19093,76.5
19095,22.8
19097,28.9
19099,77.5
19101,57.3
19103,40.9
19105,20.9
19107,18.0
19109,37.1
19111,100.8
19113,68.7
19115,14.0
19117,69.4
19119,24.5
19121,40.5
19123,72.7
19125,48.2
19127,78.8
19129,20.6
19131,11.4
19133,79.5
19135,70.1
19137,71.7
19139,56.0
19141,23.9
19143,14.3
19145,103.8
19147,57.3
19149,35.7
19151,69.2
19153,96.1
19155,93.3
19157,47.0
19159,63.5
19161,33.1
19163,75.2
19165,41.9
19167,24.3
19169,34.4
19171,10.6
19173,51.9
19175,110.4
19177,–
19179,96.2
19181,36.1
19183,36.8
19185,86.3
19187,91.6
19189,36.6
19191,36.7
19193,59.3
19195,–
19197,69.1
16001,88.3
16003,–
16005,115.0
16007,124.2
16009,96.4
16011,67.6
16013,57.1
16015,–
16017,90.2
16019,102.0
16021,101.0
16023,84.9
16025,–
16027,86.9
16029,80.6
16031,135.8
16033,–
16035,98.3
16037,20.7
16039,58.8
16041,90.4
16043,38.0
16045,119.2
16047,65.6
16049,66.5
16051,35.0
16053,77.2
16055,109.9
16057,87.6
16059,84.9
16061,223.2
16063,–
16065,65.4
16067,35.4
16069,152.9
16071,–
16073,35.7
16075,43.1
16077,60.7
16079,157.8
16081,54.8
16083,135.6
16085,110.3
16087,120.3
17001,115.0
17003,59.9
17005,70.5
17007,59.2
17009,–
17011,33.4
17013,–
17015,21.0
17017,40.2
17019,76.7
17021,111.4
17023,97.5
17025,93.3
17027,28.4
17029,110.5
17031,47.2
17033,22.4
17035,–
17037,63.1
17039,79.2
17041,14.9
17043,54.9
17045,100.6
17047,98.9
17049,125.1
17051,71.5
17053,–
17055,158.3
17057,70.8
17059,–
17061,11.4
17063,84.7
17065,–
17067,21.3
17069,244.7
17071,–
17073,67.5
17075,65.4
17077,130.5
17079,53.4
17081,124.0
17083,131.1
17085,40.7
17087,–
17089,48.1
17091,87.0
17093,65.6
17095,103.2
17097,59.2
17099,87.5
17101,97.3
17103,64.4
17105,76.8
17107,96.2
17109,73.4
17111,70.0
17113,67.0
17115,113.0
17117,43.3
17119,116.7
17121,124.4
17123,27.1
17125,70.7
17127,130.7
17129,–
17131,38.7
17133,97.2
17135,157.3
17137,124.2
17139,37.4
17141,29.0
17143,90.2
17145,114.0
17147,34.0
17149,81.7
17151,–
17153,82.7
17155,–
17157,57.4
17159,108.4
17161,80.9
17163,86.1
17165,227.0
17167,118.7
17169,114.7
17171,–
17173,47.9
17175,–
17177,80.6
17179,98.4
17181,170.6
17183,115.6
17185,119.2
17187,71.1
17189,12.9
17191,95.0
17193,143.6
17195,76.4
17197,59.7
17199,176.9
17201,110.4
17203,20.3
18001,67.9
18003,89.7
18005,150.8
18007,26.1
18009,128.9
18011,77.9
18013,47.6
18015,39.8
18017,85.4
18019,143.7
18021,127.7
18023,98.6
18025,73.2
18027,106.9
18029,123.8
18031,96.2
18033,67.7
18035,142.1
18037,133.8
18039,88.9
18041,170.9
18043,202.2
18045,133.4
18047,67.0
18049,114.4
18051,92.8
18053,129.4
18055,103.2
18057,67.6
18059,96.2
18061,105.6
18063,87.3
18065,118.4
18067,173.9
18069,96.5
18071,140.4
18073,124.9
18075,121.4
18077,158.2
18079,143.0
18081,107.5
18083,135.0
18085,87.4
18087,27.0
18089,92.6
18091,117.7
18093,157.5
18095,153.1
18097,100.3
18099,88.7
18101,113.2
18103,75.7
18105,93.7
18107,119.3
18109,160.1
18111,29.1
18113,82.4
18115,–
18117,133.2
18119,85.4
18121,63.2
18123,114.3
18125,129.7
18127,100.7
18129,69.9
18131,89.6
18133,90.7
18135,92.0
18137,109.3
18139,105.4
18141,96.9
18143,238.8
18145,111.1
18147,45.1
18149,147.6
18151,106.1
18153,130.0
18155,62.7
18157,84.1
18159,80.8
18161,64.8
18163,165.0
18165,121.6
18167,158.7
18169,108.1
18171,–
18173,94.7
18175,117.7
18177,127.5
18179,73.6
18181,92.1
18183,117.6
20001,176.9
20003,–
20005,134.9
20007,128.8
20009,115.1
20011,102.7
20013,12.9
20015,105.4
20017,–
20019,26.5
20021,16.0
20023,92.6
20025,–
20027,83.7
20029,58.3
20031,–
20033,–
20035,93.5
20037,142.8
20039,118.9
20041,61.1
20043,–
20045,79.8
20047,–
20049,–
20051,134.5
20053,80.9
20055,93.7
20057,89.0
20059,135.3
20061,72.1
20063,–
20065,166.8
20067,–
20069,22.1
20071,179.7
20073,–
20075,72.2
20077,67.4
20079,94.9
20081,–
20083,–
20085,41.3
20087,15.7
20089,–
20091,79.2
20093,62.5
20095,–
20097,–
20099,102.6
20101,–
20103,57.4
20105,–
20107,–
20109,78.6
20111,92.6
20113,82.3
20115,36.4
20117,20.5
20119,–
20121,19.6
20123,–
20125,117.2
20127,–
20129,267.5
20131,26.1
20133,25.3
20135,–
20137,88.3
20139,–
20141,169.6
20143,–
20145,44.5
20147,–
20149,–
20151,198.8
20153,–
20155,113.1
20157,108.9
20159,37.3
20161,79.7
20163,–
20165,70.0
20167,–
20169,158.0
20171,115.1
20173,113.3
20175,155.0
20177,125.6
20179,58.8
20181,85.3
20183,145.9
20185,–
20187,–
20189,4.5
20191,87.4
20193,120.8
20195,119.2
20197,–
20199,–
20201,8.2
20203,–
20205,105.4
20207,–
20209,77.5
21001,122.1
21003,114.3
21005,111.9
21007,144.1
21009,138.2
21011,30.3
21013,347.1
21015,128.7
21017,111.1
21019,172.4
21021,187.4
21023,1.1
21025,204.8
21027,63.4
21029,92.2
21031,180.3
21033,145.6
21035,130.8
21037,117.9
21039,81.7
21041,192.5
21043,130.0
21045,66.5
21047,77.6
21049,171.8
21051,286.1
21053,–
21055,164.6
21057,278.6
21059,144.9
21061,96.4
21063,–
21065,202.4
21067,97.3
21069,194.1
21071,426.4
21073,140.8
21075,210.1
21077,–
21079,68.6
21081,210.5
21083,118.7
21085,151.4
21087,97.7
21089,135.8
21091,–
21093,108.3
21095,165.4
21097,116.0
21099,82.0
21101,151.7
21103,74.6
21105,94.6
21107,167.8
21109,51.0
21111,130.8
21113,117.4
21115,248.8
21117,106.1
21119,83.9
21121,128.4
21123,82.3
21125,160.9
21127,136.3
21129,167.3
21131,187.0
21133,222.9
21135,47.0
21137,93.7
21139,81.4
21141,97.1
21143,126.5
21145,227.2
21147,136.5
21149,64.6
21151,132.5
21153,170.2
21155,128.0
21157,138.6
21159,116.6
21161,129.0
21163,67.2
21165,60.6
21167,115.2
21169,60.4
21171,188.6
21173,207.5
21175,69.5
21177,161.2
21179,127.2
21181,18.4
21183,131.0
21185,80.3
21187,80.2
21189,316.0
21191,65.6
21193,320.6
21195,315.5
21197,167.9
21199,149.7
21201,–
21203,100.4
21205,165.2
21207,223.6
21209,112.3
21211,105.6
21213,165.5
21215,70.4
21217,141.4
21219,82.9
21221,120.9
21223,35.4
21225,149.3
21227,137.6
21229,57.5
21231,154.5
21233,116.1
21235,345.6
21237,32.2
21239,81.9
22001,96.2
22003,93.9
22005,118.6
22007,39.1
22009,128.8
22011,109.7
22013,–
22015,112.5
22017,121.9
22019,115.4
22021,–
22023,–
22025,102.6
22027,58.9
22029,78.7
22031,28.6
22033,121.7
22035,96.6
22037,72.4
22039,192.0
22041,105.6
22043,4.9
22045,115.6
22047,97.0
22049,25.2
22051,123.3
22053,117.0
22055,128.2
22057,99.0
22059,105.6
22061,104.9
22063,125.7
22065,–
22067,111.5
22069,82.6
22071,75.3
22073,128.4
22075,–
22077,89.7
22079,165.6
22081,–
22083,65.9
22085,96.8
22087,127.6
22089,82.7
22091,64.4
22093,50.9
22095,87.5
22097,156.9
22099,79.2
22101,126.5
22103,138.4
22105,144.0
22107,–
22109,126.4
22111,50.1
22113,95.3
22115,72.0
22117,169.6
22119,115.7
22121,92.4
22123,108.5
22125,51.0
22127,26.1
25001,84.5
25003,91.1
25005,91.4
25007,85.8
25009,66.0
25011,65.9
25013,90.3
25015,70.3
25017,48.8
25019,47.9
25021,58.8
25023,72.3
25025,48.4
25027,74.3
24001,134.1
24003,84.3
24005,86.7
24009,111.7
24011,62.9
24013,82.8
24015,112.5
24017,100.2
24019,72.3
24021,87.8
24023,94.1
24025,89.5
24027,41.6
24029,141.2
24031,42.1
24033,49.3
24035,83.8
24037,73.7
24039,62.4
24041,108.2
24043,117.1
24045,127.9
24047,112.8
24510,73.0
23001,109.5
23003,85.2
23005,83.5
23007,79.0
23009,94.8
23011,122.4
23013,71.9
23015,64.0
23017,92.6
23019,110.5
23021,119.8
23023,86.1
23025,89.8
23027,66.4
23029,85.7
23031,86.7
26001,24.6
26003,83.0
26005,54.2
26007,125.0
26009,56.7
26011,123.9
26013,105.1
26015,35.5
26017,106.2
26019,71.3
26021,111.4
26023,87.7
26025,119.0
26027,44.3
26029,97.1
26031,140.0
26033,93.8
26035,154.4
26037,43.9
26039,118.9
26041,97.2
26043,129.1
26045,101.2
26047,125.3
26049,131.5
26051,117.6
26053,116.2
26055,154.5
26057,85.1
26059,71.1
26061,32.3
26063,71.9
26065,96.9
26067,70.5
26069,144.9
26071,107.5
26073,87.2
26075,109.3
26077,104.5
26079,119.4
26081,88.9
26083,–
26085,–
26087,91.5
26089,15.3
26091,77.3
26093,71.3
26095,154.0
26097,85.3
26099,116.1
26101,122.7
26103,86.9
26105,163.8
26107,99.8
26109,57.8
26111,81.4
26113,17.5
26115,110.1
26117,133.3
26119,66.4
26121,152.3
26123,141.0
26125,87.7
26127,40.4
26129,143.3
26131,42.1
26133,102.9
26135,158.4
26137,163.8
26139,67.4
26141,63.8
26143,185.0
26145,107.1
26147,106.6
26149,115.5
26151,49.8
26153,104.7
26155,97.6
26157,71.9
26159,109.9
26161,62.4
26163,104.0
26165,168.8
27001,117.8
27003,68.3
27005,57.7
27007,75.3
27009,44.7
27011,124.7
27013,70.6
27015,63.2
27017,95.9
27019,53.2
27021,49.1
27023,64.3
27025,32.5
27027,56.7
27029,86.3
27031,–
27033,72.7
27035,77.5
27037,62.6
27039,20.7
27041,102.4
27043,54.9
27045,21.5
27047,40.6
27049,60.7
27051,54.7
27053,55.1
27055,–
27057,71.2
27059,53.4
27061,93.7
27063,35.7
27065,75.1
27067,69.9
27069,33.1
27071,80.4
27073,54.0
27075,–
27077,79.6
27079,26.1
27081,60.4
27083,51.9
27085,75.8
27087,77.9
27089,27.8
27091,110.4
27093,50.8
27095,84.5
27097,67.7
27099,71.5
27101,34.6
27103,30.3
27105,58.3
27107,59.1
27109,38.8
27111,61.8
27113,129.9
27115,42.8
27117,70.3
27119,59.4
27121,59.0
27123,57.4
27125,40.2
27127,50.0
27129,32.5
27131,52.6
27133,50.5
27135,50.7
27137,95.1
27139,44.7
27141,54.6
27143,20.9
27145,60.4
27147,58.3
27149,52.5
27151,61.6
27153,30.6
27155,41.7
27157,–
27159,193.2
27161,43.3
27163,72.7
27165,35.5
27167,95.7
27169,64.4
27171,51.6
27173,38.8
29001,120.6
29003,–
29005,32.2
29007,98.8
29009,92.8
29011,59.5
29013,37.3
29015,96.5
29017,50.3
29019,57.2
29021,139.2
29023,258.9
29025,–
29027,61.1
29029,130.1
29031,140.4
29033,122.2
29035,–
29037,114.6
29039,–
29041,–
29043,105.9
29045,–
29047,96.7
29049,28.5
29051,149.4
29053,19.2
29055,54.4
29057,105.8
29059,29.0
29061,27.0
29063,–
29065,99.2
29067,52.0
29069,141.3
29071,113.5
29073,32.3
29075,32.4
29077,142.3
29079,103.0
29081,91.1
29083,128.6
29085,–
29087,–
29089,–
29091,164.4
29093,–
29095,88.3
29097,160.2
29099,91.0
29101,57.3
29103,–
29105,162.1
29107,11.3
29109,44.8
29111,44.4
29113,104.3
29115,78.4
29117,135.3
29119,55.0
29121,36.0
29123,149.5
29125,–
29127,113.8
29129,46.8
29131,88.3
29133,49.5
29135,12.5
29137,–
29139,84.1
29141,32.9
29143,56.2
29145,47.8
29147,65.4
29149,35.1
29151,1.1
29153,58.6
29155,160.0
29157,94.4
29159,97.5
29161,181.8
29163,34.4
29165,75.9
29167,176.2
29169,62.3
29171,–
29173,–
29175,108.4
29177,57.9
29179,–
29181,168.8
29183,88.8
29185,–
29186,42.7
29187,162.1
29189,81.3
29195,25.7
29197,–
29199,100.5
29201,144.5
29203,–
29205,38.7
29207,47.2
29209,99.7
29211,–
29213,150.9
29215,46.8
29217,115.3
29219,83.3
29221,118.4
29223,27.8
29225,105.6
29227,–
29229,154.4
29510,62.4
28001,206.9
28003,246.4
28005,67.2
28007,121.2
28009,85.5
28011,98.3
28013,73.1
28015,–
28017,101.9
28019,–
28021,94.0
28023,84.6
28025,126.8
28027,80.3
28029,99.3
28031,88.8
28033,121.7
28035,250.7
28037,108.7
28039,185.1
28041,6.9
28043,166.9
28045,102.8
28047,149.7
28049,77.5
28051,37.9
28053,46.0
28055,–
28057,125.8
28059,147.7
28061,–
28063,–
28065,133.0
28067,156.3
28069,–
28071,93.9
28073,39.7
28075,168.6
28077,113.5
28079,73.5
28081,135.1
28083,100.8
28085,133.8
28087,174.3
28089,75.6
28091,242.5
28093,45.2
28095,118.2
28097,83.0
28099,212.7
28101,43.8
28103,101.6
28105,67.1
28107,128.9
28109,152.6
28111,46.3
28113,135.2
28115,133.0
28117,133.5
28119,–
28121,112.4
28123,100.1
28125,43.1
28127,158.2
28129,20.6
28131,139.3
28133,53.7
28135,9.1
28137,138.4
28139,136.0
28141,123.3
28143,–
28145,136.6
28147,57.4
28149,146.9
28151,89.8
28153,203.5
28155,–
28157,21.6
28159,107.3
28161,52.2
28163,59.3
30001,66.1
30003,9.3
30005,46.3
30007,49.6
30009,–
30011,–
30013,117.8
30015,44.6
30017,102.6
30019,–
30021,93.1
30023,98.6
30025,–
30027,77.5
30029,112.7
30031,56.8
30033,–
30035,57.3
30037,–
30039,–
30041,128.6
30043,13.5
30045,–
30047,92.5
30049,83.9
30051,–
30053,147.5
30055,–
30057,29.6
30059,80.2
30061,–
30063,108.1
30065,–
30067,39.3
30069,–
30071,65.0
30073,17.5
30075,67.9
30077,78.4
30079,–
30081,99.4
30083,69.6
30085,26.2
30087,40.3
30089,65.9
30091,20.7
30093,119.6
30095,52.3
30097,–
30099,85.5
30101,48.6
30103,–
30105,50.5
30107,–
30109,–
30111,98.1
37001,98.7
37003,21.8
37005,103.1
37007,59.5
37009,93.6
37011,115.8
37013,146.5
37015,70.4
37017,90.8
37019,119.1
37021,105.7
37023,153.1
37025,115.7
37027,141.5
37029,–
37031,114.3
37033,–
37035,139.2
37037,48.4
37039,143.7
37041,103.6
37043,116.7
37045,154.3
37047,174.5
37049,160.8
37051,94.2
37053,22.8
37055,138.5
37057,93.1
37059,100.4
37061,80.3
37063,65.8
37065,47.4
37067,94.0
37069,55.2
37071,141.8
37073,–
37075,109.6
37077,77.3
37079,33.3
37081,88.2
37083,124.4
37085,72.1
37087,100.2
37089,101.8
37091,115.9
37093,35.2
37095,–
37097,112.4
37099,97.1
37101,72.0
37103,–
37105,168.0
37107,97.5
37109,114.9
37111,91.4
37113,110.3
37115,79.6
37117,73.8
37119,65.9
37121,123.7
37123,63.1
37125,118.3
37127,114.9
37129,119.0
37131,–
37133,91.6
37135,46.2
37137,66.1
37139,134.0
37141,54.5
37143,42.7
37145,94.3
37147,98.7
37149,64.2
37151,85.3
37153,159.0
37155,118.9
37157,150.7
37159,97.6
37161,78.4
37163,89.4
37165,157.0
37167,126.1
37169,88.7
37171,183.3
37173,98.2
37175,117.7
37177,–
37179,74.6
37181,146.0
37183,67.2
37185,29.2
37187,75.0
37189,89.0
37191,76.2
37193,109.9
37195,102.8
37197,90.7
37199,96.2
38001,152.0
38003,90.9
38005,4.9
38007,–
38009,43.9
38011,68.1
38013,–
38015,84.9
38017,50.6
38019,–
38021,74.1
38023,15.7
38025,38.1
38027,87.7
38029,65.5
38031,97.2
38033,62.2
38035,66.7
38037,11.6
38039,12.3
38041,33.1
38043,43.3
38045,34.6
38047,8.2
38049,5.3
38051,53.8
38053,59.9
38055,56.3
38057,76.7
38059,60.4
38061,20.3
38063,–
38065,–
38067,64.8
38069,107.7
38071,151.2
38073,91.5
38075,37.0
38077,41.0
38079,14.1
38081,–
38083,–
38085,–
38087,–
38089,91.1
38091,–
38093,94.2
38095,7.0
38097,8.3
38099,56.8
38101,66.4
38103,15.8
38105,79.9
31001,81.3
31003,54.1
31005,–
31007,–
31009,–
31011,–
31013,48.4
31015,–
31017,50.0
31019,86.6
31021,23.3
31023,72.8
31025,22.2
31027,32.4
31029,86.6
31031,67.9
31033,72.5
31035,–
31037,–
31039,21.8
31041,83.6
31043,62.7
31045,55.4
31047,46.4
31049,–
31051,11.6
31053,107.5
31055,72.9
31057,112.3
31059,–
31061,–
31063,–
31065,–
31067,79.0
31069,79.2
31071,–
31073,–
31075,–
31077,–
31079,90.8
31081,60.5
31083,79.4
31085,–
31087,–
31089,65.8
31091,–
31093,81.8
31095,68.7
31097,–
31099,78.5
31101,132.5
31103,–
31105,–
31107,30.0
31109,72.4
31111,103.4
31113,–
31115,–
31117,–
31119,92.8
31121,65.7
31123,35.8
31125,–
31127,97.5
31129,126.2
31131,108.0
31133,5.4
31135,–
31137,90.8
31139,31.6
31141,76.7
31143,32.5
31145,116.1
31147,46.1
31149,–
31151,73.3
31153,62.6
31155,55.8
31157,110.2
31159,38.2
31161,46.0
31163,–
31165,–
31167,–
31169,–
31171,–
31173,34.9
31175,–
31177,63.1
31179,44.6
31181,–
31183,–
31185,107.5
33001,88.8
33003,82.7
33005,78.5
33007,77.4
33009,84.1
33011,74.7
33013,87.9
33015,76.2
33017,105.2
33019,64.2
34001,83.4
34003,50.9
34005,72.2
34007,90.0
34009,98.6
34011,95.4
34013,44.6
34015,85.7
34017,40.9
34019,48.6
34021,59.9
34023,55.9
34025,71.0
34027,52.1
34029,84.9
34031,51.9
34033,79.5
34035,43.6
34037,62.2
34039,51.2
34041,75.0
35001,87.5
35003,–
35005,106.8
35006,12.2
35007,22.3
35009,89.9
35011,–
35013,64.2
35015,101.8
35017,125.9
35019,–
35021,–
35023,–
35025,86.9
35027,139.2
35028,58.5
35029,69.5
35031,32.4
35033,–
35035,82.2
35037,93.6
35039,106.2
35041,21.0
35043,63.4
35045,74.7
35047,101.8
35049,109.7
35051,129.6
35053,71.2
35055,112.4
35057,29.5
35059,58.6
35061,92.7
32001,118.7
32003,97.9
32005,113.6
32007,84.5
32009,–
32011,–
32013,80.6
32015,–
32017,101.2
32019,97.5
32021,156.4
32023,143.5
32027,–
32029,–
32031,103.3
32033,149.1
32510,153.0
36001,62.9
36003,68.5
36005,38.2
36007,87.6
36009,85.8
36011,35.5
36013,93.4
36015,103.6
36017,71.9
36019,40.0
36021,67.9
36023,43.2
36025,78.1
36027,68.8
36029,83.3
36031,27.6
36033,26.6
36035,81.6
36037,68.1
36039,77.3
36041,–
36043,41.8
36045,26.6
36047,29.0
36049,14.5
36051,53.9
36053,47.9
36055,62.3
36057,94.5
36059,51.7
36061,48.4
36063,93.2
36065,67.9
36067,54.6
36069,56.7
36071,70.4
36073,54.8
36075,41.8
36077,61.3
36079,44.6
36081,28.9
36083,64.5
36085,60.6
36087,39.4
36089,22.3
36091,59.0
36093,70.8
36095,33.3
36097,35.5
36099,30.6
36101,70.8
36103,70.2
36105,99.7
36107,43.7
36109,45.3
36111,73.0
36113,94.0
36115,74.6
36117,62.5
36119,44.1
36121,53.1
36123,60.8
39001,139.8
39003,121.3
39005,53.5
39007,100.8
39009,108.4
39011,44.5
39013,144.0
39015,113.3
39017,106.8
39019,53.3
39021,86.5
39023,123.5
39025,120.6
39027,140.8
39029,105.1
39031,86.9
39033,118.8
39035,80.1
39037,62.1
39039,92.4
39041,75.4
39043,123.5
39045,99.4
39047,126.3
39049,115.9
39051,89.0
